token,log,component,both_pass,IL_fail_GRPO_pass,IL_pass_GRPO_fail,both_fail
9ca8d9dbd1ea5e84,2021.10.05.06.31.40_veh-52_01316_01565,feasible,0.78125,0.1796875,0.03125,0.0078125
9ca8d9dbd1ea5e84,2021.10.05.06.31.40_veh-52_01316_01565,NC,1.0,0.0,0.0,0.0
9ca8d9dbd1ea5e84,2021.10.05.06.31.40_veh-52_01316_01565,DAC,0.78125,0.1796875,0.03125,0.0078125
9ca8d9dbd1ea5e84,2021.10.05.06.31.40_veh-52_01316_01565,TTC,1.0,0.0,0.0,0.0
9ca8d9dbd1ea5e84,2021.10.05.06.31.40_veh-52_01316_01565,Comfort,0.6015625,0.0703125,0.03125,0.296875
9ca8d9dbd1ea5e84,2021.10.05.06.31.40_veh-52_01316_01565,DDC,1.0,0.0,0.0,0.0
cc9ec3c399885d44,2021.08.09.17.55.59_veh-28_00320_00544,feasible,0.8125,0.125,0.0,0.0625
cc9ec3c399885d44,2021.08.09.17.55.59_veh-28_00320_00544,NC,1.0,0.0,0.0,0.0
cc9ec3c399885d44,2021.08.09.17.55.59_veh-28_00320_00544,DAC,0.8125,0.125,0.0,0.0625
cc9ec3c399885d44,2021.08.09.17.55.59_veh-28_00320_00544,TTC,0.9921875,0.0078125,0.0,0.0
cc9ec3c399885d44,2021.08.09.17.55.59_veh-28_00320_00544,Comfort,0.7421875,0.0390625,0.0390625,0.1796875
cc9ec3c399885d44,2021.08.09.17.55.59_veh-28_00320_00544,DDC,0.9921875,0.0078125,0.0,0.0
cd0b8f9ccd2a5431,2021.09.14.18.43.41_veh-45_01245_01529,feasible,0.53125,0.25,0.03125,0.1875
cd0b8f9ccd2a5431,2021.09.14.18.43.41_veh-45_01245_01529,NC,0.984375,0.015625,0.0,0.0
cd0b8f9ccd2a5431,2021.09.14.18.43.41_veh-45_01245_01529,DAC,0.6015625,0.25,0.0,0.1484375
cd0b8f9ccd2a5431,2021.09.14.18.43.41_veh-45_01245_01529,TTC,0.921875,0.0078125,0.0390625,0.03125
cd0b8f9ccd2a5431,2021.09.14.18.43.41_veh-45_01245_01529,Comfort,0.65625,0.046875,0.0390625,0.2578125
cd0b8f9ccd2a5431,2021.09.14.18.43.41_veh-45_01245_01529,DDC,0.984375,0.015625,0.0,0.0
849cb6b3417752a5,2021.07.16.01.22.41_veh-14_04315_07102,feasible,0.515625,0.1953125,0.0,0.2890625
849cb6b3417752a5,2021.07.16.01.22.41_veh-14_04315_07102,NC,0.890625,0.078125,0.0,0.03125
849cb6b3417752a5,2021.07.16.01.22.41_veh-14_04315_07102,DAC,1.0,0.0,0.0,0.0
849cb6b3417752a5,2021.07.16.01.22.41_veh-14_04315_07102,TTC,0.515625,0.1953125,0.0,0.2890625
849cb6b3417752a5,2021.07.16.01.22.41_veh-14_04315_07102,Comfort,0.6875,0.03125,0.03125,0.25
849cb6b3417752a5,2021.07.16.01.22.41_veh-14_04315_07102,DDC,1.0,0.0,0.0,0.0
5db823a071645f0c,2021.06.09.14.50.36_veh-26_04605_04729,feasible,0.84375,0.015625,0.015625,0.125
5db823a071645f0c,2021.06.09.14.50.36_veh-26_04605_04729,NC,0.90625,0.0,0.015625,0.078125
5db823a071645f0c,2021.06.09.14.50.36_veh-26_04605_04729,DAC,1.0,0.0,0.0,0.0
5db823a071645f0c,2021.06.09.14.50.36_veh-26_04605_04729,TTC,0.84375,0.015625,0.015625,0.125
5db823a071645f0c,2021.06.09.14.50.36_veh-26_04605_04729,Comfort,0.4453125,0.0390625,0.078125,0.4375
5db823a071645f0c,2021.06.09.14.50.36_veh-26_04605_04729,DDC,1.0,0.0,0.0,0.0
76b4ef895b215e2d,2021.08.17.14.32.33_veh-08_00521_01051,feasible,0.7265625,0.03125,0.046875,0.1953125
76b4ef895b215e2d,2021.08.17.14.32.33_veh-08_00521_01051,NC,0.953125,0.03125,0.0,0.015625
76b4ef895b215e2d,2021.08.17.14.32.33_veh-08_00521_01051,DAC,1.0,0.0,0.0,0.0
76b4ef895b215e2d,2021.08.17.14.32.33_veh-08_00521_01051,TTC,0.7265625,0.03125,0.046875,0.1953125
76b4ef895b215e2d,2021.08.17.14.32.33_veh-08_00521_01051,Comfort,0.578125,0.0390625,0.0859375,0.296875
76b4ef895b215e2d,2021.08.17.14.32.33_veh-08_00521_01051,DDC,0.9921875,0.0,0.0,0.0078125
80edce2495b259f1,2021.08.31.12.54.56_veh-40_00725_00909,feasible,0.9609375,0.0078125,0.0078125,0.0234375
80edce2495b259f1,2021.08.31.12.54.56_veh-40_00725_00909,NC,0.9921875,0.0,0.0,0.0078125
80edce2495b259f1,2021.08.31.12.54.56_veh-40_00725_00909,DAC,0.9609375,0.0078125,0.0078125,0.0234375
80edce2495b259f1,2021.08.31.12.54.56_veh-40_00725_00909,TTC,0.9765625,0.0,0.0,0.0234375
80edce2495b259f1,2021.08.31.12.54.56_veh-40_00725_00909,Comfort,0.5859375,0.0390625,0.0234375,0.3515625
80edce2495b259f1,2021.08.31.12.54.56_veh-40_00725_00909,DDC,1.0,0.0,0.0,0.0
e9e97258d46454cb,2021.07.09.23.23.48_veh-26_00054_01295,feasible,0.578125,0.203125,0.015625,0.203125
e9e97258d46454cb,2021.07.09.23.23.48_veh-26_00054_01295,NC,0.9765625,0.015625,0.0078125,0.0
e9e97258d46454cb,2021.07.09.23.23.48_veh-26_00054_01295,DAC,1.0,0.0,0.0,0.0
e9e97258d46454cb,2021.07.09.23.23.48_veh-26_00054_01295,TTC,0.578125,0.203125,0.015625,0.203125
e9e97258d46454cb,2021.07.09.23.23.48_veh-26_00054_01295,Comfort,0.671875,0.015625,0.0234375,0.2890625
e9e97258d46454cb,2021.07.09.23.23.48_veh-26_00054_01295,DDC,1.0,0.0,0.0,0.0
91e81bbdf81c5a19,2021.08.17.16.57.11_veh-08_01200_01636,feasible,0.0,0.0,0.0,1.0
91e81bbdf81c5a19,2021.08.17.16.57.11_veh-08_01200_01636,NC,1.0,0.0,0.0,0.0
91e81bbdf81c5a19,2021.08.17.16.57.11_veh-08_01200_01636,DAC,0.8125,0.1484375,0.0,0.0390625
91e81bbdf81c5a19,2021.08.17.16.57.11_veh-08_01200_01636,TTC,1.0,0.0,0.0,0.0
91e81bbdf81c5a19,2021.08.17.16.57.11_veh-08_01200_01636,Comfort,0.6796875,0.078125,0.0703125,0.171875
91e81bbdf81c5a19,2021.08.17.16.57.11_veh-08_01200_01636,DDC,0.0,0.0,0.0,1.0
6bef86a9e9f856cb,2021.06.08.17.36.50_veh-26_05134_05378,feasible,0.6953125,0.1875,0.0078125,0.109375
6bef86a9e9f856cb,2021.06.08.17.36.50_veh-26_05134_05378,NC,0.9765625,0.0234375,0.0,0.0
6bef86a9e9f856cb,2021.06.08.17.36.50_veh-26_05134_05378,DAC,1.0,0.0,0.0,0.0
6bef86a9e9f856cb,2021.06.08.17.36.50_veh-26_05134_05378,TTC,0.7265625,0.1640625,0.0,0.109375
6bef86a9e9f856cb,2021.06.08.17.36.50_veh-26_05134_05378,Comfort,0.7109375,0.015625,0.0,0.2734375
6bef86a9e9f856cb,2021.06.08.17.36.50_veh-26_05134_05378,DDC,0.953125,0.0390625,0.0078125,0.0
e6c68d29f4bd553b,2021.06.14.17.26.26_veh-38_04544_04920,feasible,0.9765625,0.015625,0.0078125,0.0
e6c68d29f4bd553b,2021.06.14.17.26.26_veh-38_04544_04920,NC,1.0,0.0,0.0,0.0
e6c68d29f4bd553b,2021.06.14.17.26.26_veh-38_04544_04920,DAC,1.0,0.0,0.0,0.0
e6c68d29f4bd553b,2021.06.14.17.26.26_veh-38_04544_04920,TTC,0.9765625,0.015625,0.0078125,0.0
e6c68d29f4bd553b,2021.06.14.17.26.26_veh-38_04544_04920,Comfort,0.5234375,0.03125,0.0625,0.3828125
e6c68d29f4bd553b,2021.06.14.17.26.26_veh-38_04544_04920,DDC,1.0,0.0,0.0,0.0
19a21d668a375280,2021.06.09.18.23.43_veh-35_03967_05057,feasible,0.484375,0.3125,0.0,0.203125
19a21d668a375280,2021.06.09.18.23.43_veh-35_03967_05057,NC,0.890625,0.1015625,0.0,0.0078125
19a21d668a375280,2021.06.09.18.23.43_veh-35_03967_05057,DAC,1.0,0.0,0.0,0.0
19a21d668a375280,2021.06.09.18.23.43_veh-35_03967_05057,TTC,0.484375,0.3125,0.0,0.203125
19a21d668a375280,2021.06.09.18.23.43_veh-35_03967_05057,Comfort,0.7265625,0.03125,0.0390625,0.203125
19a21d668a375280,2021.06.09.18.23.43_veh-35_03967_05057,DDC,1.0,0.0,0.0,0.0
6d744a0a070c5194,2021.08.17.14.45.12_veh-42_00312_00531,feasible,0.359375,0.2421875,0.0078125,0.390625
6d744a0a070c5194,2021.08.17.14.45.12_veh-42_00312_00531,NC,0.7734375,0.1640625,0.0,0.0625
6d744a0a070c5194,2021.08.17.14.45.12_veh-42_00312_00531,DAC,0.609375,0.1953125,0.0078125,0.1875
6d744a0a070c5194,2021.08.17.14.45.12_veh-42_00312_00531,TTC,0.53125,0.1875,0.0,0.28125
6d744a0a070c5194,2021.08.17.14.45.12_veh-42_00312_00531,Comfort,0.6640625,0.125,0.0390625,0.171875
6d744a0a070c5194,2021.08.17.14.45.12_veh-42_00312_00531,DDC,1.0,0.0,0.0,0.0
c06489c3b6f75219,2021.08.31.14.40.58_veh-40_00467_00668,feasible,0.0,0.0,0.0,1.0
c06489c3b6f75219,2021.08.31.14.40.58_veh-40_00467_00668,NC,1.0,0.0,0.0,0.0
c06489c3b6f75219,2021.08.31.14.40.58_veh-40_00467_00668,DAC,1.0,0.0,0.0,0.0
c06489c3b6f75219,2021.08.31.14.40.58_veh-40_00467_00668,TTC,0.8359375,0.1171875,0.0,0.046875
c06489c3b6f75219,2021.08.31.14.40.58_veh-40_00467_00668,Comfort,0.6796875,0.0234375,0.0078125,0.2890625
c06489c3b6f75219,2021.08.31.14.40.58_veh-40_00467_00668,DDC,0.0,0.0,0.0,1.0
1f5cafd481345963,2021.06.14.11.44.56_veh-35_02064_02388,feasible,0.9453125,0.0078125,0.03125,0.015625
1f5cafd481345963,2021.06.14.11.44.56_veh-35_02064_02388,NC,0.9921875,0.0,0.0,0.0078125
1f5cafd481345963,2021.06.14.11.44.56_veh-35_02064_02388,DAC,1.0,0.0,0.0,0.0
1f5cafd481345963,2021.06.14.11.44.56_veh-35_02064_02388,TTC,0.9453125,0.0078125,0.03125,0.015625
1f5cafd481345963,2021.06.14.11.44.56_veh-35_02064_02388,Comfort,0.65625,0.03125,0.015625,0.296875
1f5cafd481345963,2021.06.14.11.44.56_veh-35_02064_02388,DDC,1.0,0.0,0.0,0.0
b037298210535296,2021.08.24.18.30.46_veh-08_02327_02583,feasible,0.5,0.3046875,0.03125,0.1640625
b037298210535296,2021.08.24.18.30.46_veh-08_02327_02583,NC,0.96875,0.03125,0.0,0.0
b037298210535296,2021.08.24.18.30.46_veh-08_02327_02583,DAC,0.5546875,0.3515625,0.0,0.09375
b037298210535296,2021.08.24.18.30.46_veh-08_02327_02583,TTC,0.84375,0.078125,0.0390625,0.0390625
b037298210535296,2021.08.24.18.30.46_veh-08_02327_02583,Comfort,0.625,0.0234375,0.015625,0.3359375
b037298210535296,2021.08.24.18.30.46_veh-08_02327_02583,DDC,0.9140625,0.03125,0.046875,0.0078125
507e012eec0f5ebb,2021.05.12.22.28.35_veh-35_01175_02127,feasible,0.6484375,0.0625,0.0546875,0.234375
507e012eec0f5ebb,2021.05.12.22.28.35_veh-35_01175_02127,NC,0.9765625,0.0078125,0.0078125,0.0078125
507e012eec0f5ebb,2021.05.12.22.28.35_veh-35_01175_02127,DAC,0.6875,0.046875,0.0703125,0.1953125
507e012eec0f5ebb,2021.05.12.22.28.35_veh-35_01175_02127,TTC,0.7265625,0.078125,0.0234375,0.171875
507e012eec0f5ebb,2021.05.12.22.28.35_veh-35_01175_02127,Comfort,0.671875,0.0390625,0.0234375,0.265625
507e012eec0f5ebb,2021.05.12.22.28.35_veh-35_01175_02127,DDC,0.9765625,0.015625,0.0,0.0078125
30bec010ffd951cf,2021.07.16.16.08.35_veh-35_04744_06051,feasible,0.71875,0.0,0.1171875,0.1640625
30bec010ffd951cf,2021.07.16.16.08.35_veh-35_04744_06051,NC,0.984375,0.0,0.0078125,0.0078125
30bec010ffd951cf,2021.07.16.16.08.35_veh-35_04744_06051,DAC,1.0,0.0,0.0,0.0
30bec010ffd951cf,2021.07.16.16.08.35_veh-35_04744_06051,TTC,0.71875,0.0,0.1171875,0.1640625
30bec010ffd951cf,2021.07.16.16.08.35_veh-35_04744_06051,Comfort,0.7109375,0.046875,0.0234375,0.21875
30bec010ffd951cf,2021.07.16.16.08.35_veh-35_04744_06051,DDC,1.0,0.0,0.0,0.0
35daae8d6a4a5b90,2021.06.09.14.50.36_veh-26_02826_02955,feasible,0.6328125,0.1171875,0.015625,0.234375
35daae8d6a4a5b90,2021.06.09.14.50.36_veh-26_02826_02955,NC,0.8828125,0.0390625,0.0,0.078125
35daae8d6a4a5b90,2021.06.09.14.50.36_veh-26_02826_02955,DAC,1.0,0.0,0.0,0.0
35daae8d6a4a5b90,2021.06.09.14.50.36_veh-26_02826_02955,TTC,0.6328125,0.1171875,0.015625,0.234375
35daae8d6a4a5b90,2021.06.09.14.50.36_veh-26_02826_02955,Comfort,0.7578125,0.0703125,0.0390625,0.1328125
35daae8d6a4a5b90,2021.06.09.14.50.36_veh-26_02826_02955,DDC,1.0,0.0,0.0,0.0
f574b2e8f5a25c88,2021.07.16.00.51.05_veh-17_03264_05261,feasible,0.7578125,0.109375,0.0,0.1328125
f574b2e8f5a25c88,2021.07.16.00.51.05_veh-17_03264_05261,NC,0.984375,0.015625,0.0,0.0
f574b2e8f5a25c88,2021.07.16.00.51.05_veh-17_03264_05261,DAC,1.0,0.0,0.0,0.0
f574b2e8f5a25c88,2021.07.16.00.51.05_veh-17_03264_05261,TTC,0.7578125,0.109375,0.0,0.1328125
f574b2e8f5a25c88,2021.07.16.00.51.05_veh-17_03264_05261,Comfort,0.6484375,0.03125,0.0390625,0.28125
f574b2e8f5a25c88,2021.07.16.00.51.05_veh-17_03264_05261,DDC,1.0,0.0,0.0,0.0
cdf203cc40f65ad7,2021.07.16.01.22.41_veh-14_02003_02615,feasible,0.8125,0.1484375,0.0,0.0390625
cdf203cc40f65ad7,2021.07.16.01.22.41_veh-14_02003_02615,NC,1.0,0.0,0.0,0.0
cdf203cc40f65ad7,2021.07.16.01.22.41_veh-14_02003_02615,DAC,0.8125,0.1484375,0.0,0.0390625
cdf203cc40f65ad7,2021.07.16.01.22.41_veh-14_02003_02615,TTC,1.0,0.0,0.0,0.0
cdf203cc40f65ad7,2021.07.16.01.22.41_veh-14_02003_02615,Comfort,0.5,0.03125,0.046875,0.421875
cdf203cc40f65ad7,2021.07.16.01.22.41_veh-14_02003_02615,DDC,1.0,0.0,0.0,0.0
6e9e5584af5f5126,2021.09.15.12.32.43_veh-28_00202_00323,feasible,0.875,0.0625,0.0,0.0625
6e9e5584af5f5126,2021.09.15.12.32.43_veh-28_00202_00323,NC,0.9921875,0.0078125,0.0,0.0
6e9e5584af5f5126,2021.09.15.12.32.43_veh-28_00202_00323,DAC,0.875,0.0625,0.0,0.0625
6e9e5584af5f5126,2021.09.15.12.32.43_veh-28_00202_00323,TTC,0.9609375,0.0078125,0.0,0.03125
6e9e5584af5f5126,2021.09.15.12.32.43_veh-28_00202_00323,Comfort,0.6875,0.03125,0.0078125,0.2734375
6e9e5584af5f5126,2021.09.15.12.32.43_veh-28_00202_00323,DDC,0.9921875,0.0078125,0.0,0.0
9b7e8f09871d5e07,2021.06.14.11.44.56_veh-35_05211_05338,feasible,0.90625,0.0625,0.0078125,0.0234375
9b7e8f09871d5e07,2021.06.14.11.44.56_veh-35_05211_05338,NC,1.0,0.0,0.0,0.0
9b7e8f09871d5e07,2021.06.14.11.44.56_veh-35_05211_05338,DAC,0.9140625,0.0625,0.0,0.0234375
9b7e8f09871d5e07,2021.06.14.11.44.56_veh-35_05211_05338,TTC,0.96875,0.0,0.0078125,0.0234375
9b7e8f09871d5e07,2021.06.14.11.44.56_veh-35_05211_05338,Comfort,0.578125,0.09375,0.0546875,0.2734375
9b7e8f09871d5e07,2021.06.14.11.44.56_veh-35_05211_05338,DDC,1.0,0.0,0.0,0.0
20efa9ea4ff25327,2021.05.12.22.28.35_veh-35_00126_00339,feasible,0.890625,0.0,0.0625,0.046875
20efa9ea4ff25327,2021.05.12.22.28.35_veh-35_00126_00339,NC,1.0,0.0,0.0,0.0
20efa9ea4ff25327,2021.05.12.22.28.35_veh-35_00126_00339,DAC,1.0,0.0,0.0,0.0
20efa9ea4ff25327,2021.05.12.22.28.35_veh-35_00126_00339,TTC,0.890625,0.0,0.0625,0.046875
20efa9ea4ff25327,2021.05.12.22.28.35_veh-35_00126_00339,Comfort,0.625,0.0546875,0.0234375,0.296875
20efa9ea4ff25327,2021.05.12.22.28.35_veh-35_00126_00339,DDC,1.0,0.0,0.0,0.0
1f8fdcf4effa5dd2,2021.10.05.07.10.04_veh-52_00689_01322,feasible,0.9765625,0.0234375,0.0,0.0
1f8fdcf4effa5dd2,2021.10.05.07.10.04_veh-52_00689_01322,NC,1.0,0.0,0.0,0.0
1f8fdcf4effa5dd2,2021.10.05.07.10.04_veh-52_00689_01322,DAC,0.9765625,0.0234375,0.0,0.0
1f8fdcf4effa5dd2,2021.10.05.07.10.04_veh-52_00689_01322,TTC,1.0,0.0,0.0,0.0
1f8fdcf4effa5dd2,2021.10.05.07.10.04_veh-52_00689_01322,Comfort,0.6484375,0.015625,0.046875,0.2890625
1f8fdcf4effa5dd2,2021.10.05.07.10.04_veh-52_00689_01322,DDC,1.0,0.0,0.0,0.0
6ae17f5e27395c28,2021.06.09.14.58.55_veh-35_00193_01084,feasible,0.6796875,0.109375,0.03125,0.1796875
6ae17f5e27395c28,2021.06.09.14.58.55_veh-35_00193_01084,NC,0.96875,0.0,0.0,0.03125
6ae17f5e27395c28,2021.06.09.14.58.55_veh-35_00193_01084,DAC,0.796875,0.1484375,0.0,0.0546875
6ae17f5e27395c28,2021.06.09.14.58.55_veh-35_00193_01084,TTC,0.8203125,0.0,0.03125,0.1484375
6ae17f5e27395c28,2021.06.09.14.58.55_veh-35_00193_01084,Comfort,0.703125,0.0859375,0.03125,0.1796875
6ae17f5e27395c28,2021.06.09.14.58.55_veh-35_00193_01084,DDC,1.0,0.0,0.0,0.0
9c1deb1f73325a06,2021.06.14.18.33.41_veh-35_03575_03668,feasible,0.703125,0.0703125,0.0078125,0.21875
9c1deb1f73325a06,2021.06.14.18.33.41_veh-35_03575_03668,NC,0.9375,0.015625,0.0078125,0.0390625
9c1deb1f73325a06,2021.06.14.18.33.41_veh-35_03575_03668,DAC,0.9375,0.0078125,0.0,0.0546875
9c1deb1f73325a06,2021.06.14.18.33.41_veh-35_03575_03668,TTC,0.734375,0.0625,0.015625,0.1875
9c1deb1f73325a06,2021.06.14.18.33.41_veh-35_03575_03668,Comfort,0.6796875,0.109375,0.0390625,0.171875
9c1deb1f73325a06,2021.06.14.18.33.41_veh-35_03575_03668,DDC,1.0,0.0,0.0,0.0
16dd506f93925767,2021.07.16.16.08.35_veh-35_03711_04709,feasible,0.8984375,0.0546875,0.015625,0.03125
16dd506f93925767,2021.07.16.16.08.35_veh-35_03711_04709,NC,0.9375,0.0625,0.0,0.0
16dd506f93925767,2021.07.16.16.08.35_veh-35_03711_04709,DAC,1.0,0.0,0.0,0.0
16dd506f93925767,2021.07.16.16.08.35_veh-35_03711_04709,TTC,0.8984375,0.0546875,0.015625,0.03125
16dd506f93925767,2021.07.16.16.08.35_veh-35_03711_04709,Comfort,0.640625,0.046875,0.0390625,0.2734375
16dd506f93925767,2021.07.16.16.08.35_veh-35_03711_04709,DDC,1.0,0.0,0.0,0.0
c43114bca2995614,2021.06.14.16.48.02_veh-12_01732_01853,feasible,0.609375,0.0546875,0.078125,0.2578125
c43114bca2995614,2021.06.14.16.48.02_veh-12_01732_01853,NC,1.0,0.0,0.0,0.0
c43114bca2995614,2021.06.14.16.48.02_veh-12_01732_01853,DAC,0.9453125,0.0390625,0.0,0.015625
c43114bca2995614,2021.06.14.16.48.02_veh-12_01732_01853,TTC,0.890625,0.0390625,0.03125,0.0390625
c43114bca2995614,2021.06.14.16.48.02_veh-12_01732_01853,Comfort,0.6953125,0.03125,0.015625,0.2578125
c43114bca2995614,2021.06.14.16.48.02_veh-12_01732_01853,DDC,0.7265625,0.015625,0.0625,0.1953125
bcaa66e3dba552b4,2021.10.11.07.12.18_veh-50_01571_01823,feasible,0.8203125,0.1640625,0.0078125,0.0078125
bcaa66e3dba552b4,2021.10.11.07.12.18_veh-50_01571_01823,NC,1.0,0.0,0.0,0.0
bcaa66e3dba552b4,2021.10.11.07.12.18_veh-50_01571_01823,DAC,0.8203125,0.1640625,0.0078125,0.0078125
bcaa66e3dba552b4,2021.10.11.07.12.18_veh-50_01571_01823,TTC,1.0,0.0,0.0,0.0
bcaa66e3dba552b4,2021.10.11.07.12.18_veh-50_01571_01823,Comfort,0.65625,0.0390625,0.015625,0.2890625
bcaa66e3dba552b4,2021.10.11.07.12.18_veh-50_01571_01823,DDC,1.0,0.0,0.0,0.0
8470dccd69425ae1,2021.10.06.17.43.07_veh-28_01118_01302,feasible,0.0,0.0,0.0,1.0
8470dccd69425ae1,2021.10.06.17.43.07_veh-28_01118_01302,NC,1.0,0.0,0.0,0.0
8470dccd69425ae1,2021.10.06.17.43.07_veh-28_01118_01302,DAC,0.9921875,0.0,0.0,0.0078125
8470dccd69425ae1,2021.10.06.17.43.07_veh-28_01118_01302,TTC,0.984375,0.0,0.0078125,0.0078125
8470dccd69425ae1,2021.10.06.17.43.07_veh-28_01118_01302,Comfort,0.7578125,0.015625,0.015625,0.2109375
8470dccd69425ae1,2021.10.06.17.43.07_veh-28_01118_01302,DDC,0.0,0.0,0.0,1.0
605180c1bb055441,2021.08.17.13.15.12_veh-45_01049_01467,feasible,0.890625,0.0078125,0.0078125,0.09375
605180c1bb055441,2021.08.17.13.15.12_veh-45_01049_01467,NC,0.9765625,0.015625,0.0,0.0078125
605180c1bb055441,2021.08.17.13.15.12_veh-45_01049_01467,DAC,0.96875,0.0078125,0.0,0.0234375
605180c1bb055441,2021.08.17.13.15.12_veh-45_01049_01467,TTC,0.9140625,0.015625,0.0,0.0703125
605180c1bb055441,2021.08.17.13.15.12_veh-45_01049_01467,Comfort,0.640625,0.0234375,0.0390625,0.296875
605180c1bb055441,2021.08.17.13.15.12_veh-45_01049_01467,DDC,0.984375,0.0,0.0078125,0.0078125
a1209109471b56a6,2021.08.31.14.40.58_veh-40_01022_01255,feasible,0.96875,0.03125,0.0,0.0
a1209109471b56a6,2021.08.31.14.40.58_veh-40_01022_01255,NC,1.0,0.0,0.0,0.0
a1209109471b56a6,2021.08.31.14.40.58_veh-40_01022_01255,DAC,0.96875,0.03125,0.0,0.0
a1209109471b56a6,2021.08.31.14.40.58_veh-40_01022_01255,TTC,1.0,0.0,0.0,0.0
a1209109471b56a6,2021.08.31.14.40.58_veh-40_01022_01255,Comfort,0.5,0.0234375,0.0625,0.4140625
a1209109471b56a6,2021.08.31.14.40.58_veh-40_01022_01255,DDC,1.0,0.0,0.0,0.0
ddb9bd9e78d150dd,2021.08.17.18.44.32_veh-08_00016_00564,feasible,0.953125,0.015625,0.0,0.03125
ddb9bd9e78d150dd,2021.08.17.18.44.32_veh-08_00016_00564,NC,1.0,0.0,0.0,0.0
ddb9bd9e78d150dd,2021.08.17.18.44.32_veh-08_00016_00564,DAC,1.0,0.0,0.0,0.0
ddb9bd9e78d150dd,2021.08.17.18.44.32_veh-08_00016_00564,TTC,0.9609375,0.015625,0.0,0.0234375
ddb9bd9e78d150dd,2021.08.17.18.44.32_veh-08_00016_00564,Comfort,0.5390625,0.0234375,0.0625,0.375
ddb9bd9e78d150dd,2021.08.17.18.44.32_veh-08_00016_00564,DDC,0.9921875,0.0,0.0,0.0078125
6accc9fa7b8d5f3c,2021.07.09.20.26.06_veh-35_03898_05974,feasible,0.953125,0.0234375,0.0,0.0234375
6accc9fa7b8d5f3c,2021.07.09.20.26.06_veh-35_03898_05974,NC,0.9921875,0.0078125,0.0,0.0
6accc9fa7b8d5f3c,2021.07.09.20.26.06_veh-35_03898_05974,DAC,1.0,0.0,0.0,0.0
6accc9fa7b8d5f3c,2021.07.09.20.26.06_veh-35_03898_05974,TTC,0.953125,0.0234375,0.0,0.0234375
6accc9fa7b8d5f3c,2021.07.09.20.26.06_veh-35_03898_05974,Comfort,0.5859375,0.09375,0.0703125,0.25
6accc9fa7b8d5f3c,2021.07.09.20.26.06_veh-35_03898_05974,DDC,1.0,0.0,0.0,0.0
520056be786750a2,2021.06.23.14.54.32_veh-16_00016_00290,feasible,0.796875,0.1640625,0.0,0.0390625
520056be786750a2,2021.06.23.14.54.32_veh-16_00016_00290,NC,1.0,0.0,0.0,0.0
520056be786750a2,2021.06.23.14.54.32_veh-16_00016_00290,DAC,0.796875,0.1640625,0.0,0.0390625
520056be786750a2,2021.06.23.14.54.32_veh-16_00016_00290,TTC,1.0,0.0,0.0,0.0
520056be786750a2,2021.06.23.14.54.32_veh-16_00016_00290,Comfort,0.7890625,0.0234375,0.0546875,0.1328125
520056be786750a2,2021.06.23.14.54.32_veh-16_00016_00290,DDC,1.0,0.0,0.0,0.0
21fb13e673755a07,2021.10.05.06.24.06_veh-50_00717_01300,feasible,0.59375,0.0703125,0.3359375,0.0
21fb13e673755a07,2021.10.05.06.24.06_veh-50_00717_01300,NC,1.0,0.0,0.0,0.0
21fb13e673755a07,2021.10.05.06.24.06_veh-50_00717_01300,DAC,0.9296875,0.0703125,0.0,0.0
21fb13e673755a07,2021.10.05.06.24.06_veh-50_00717_01300,TTC,1.0,0.0,0.0,0.0
21fb13e673755a07,2021.10.05.06.24.06_veh-50_00717_01300,Comfort,0.6953125,0.140625,0.03125,0.1328125
21fb13e673755a07,2021.10.05.06.24.06_veh-50_00717_01300,DDC,0.6484375,0.015625,0.3359375,0.0
980c3568719d515f,2021.09.15.12.32.43_veh-28_02111_02342,feasible,0.8125,0.0078125,0.0625,0.1171875
980c3568719d515f,2021.09.15.12.32.43_veh-28_02111_02342,NC,0.9921875,0.0078125,0.0,0.0
980c3568719d515f,2021.09.15.12.32.43_veh-28_02111_02342,DAC,0.96875,0.0078125,0.0,0.0234375
980c3568719d515f,2021.09.15.12.32.43_veh-28_02111_02342,TTC,0.9921875,0.0078125,0.0,0.0
980c3568719d515f,2021.09.15.12.32.43_veh-28_02111_02342,Comfort,0.5078125,0.0234375,0.0234375,0.4453125
980c3568719d515f,2021.09.15.12.32.43_veh-28_02111_02342,DDC,0.8359375,0.0,0.0625,0.1015625
e7e44724615d5b4c,2021.06.09.14.58.55_veh-35_04695_05321,feasible,0.46875,0.34375,0.046875,0.140625
e7e44724615d5b4c,2021.06.09.14.58.55_veh-35_04695_05321,NC,0.9765625,0.0,0.0234375,0.0
e7e44724615d5b4c,2021.06.09.14.58.55_veh-35_04695_05321,DAC,0.5078125,0.3515625,0.015625,0.125
e7e44724615d5b4c,2021.06.09.14.58.55_veh-35_04695_05321,TTC,0.9453125,0.0,0.046875,0.0078125
e7e44724615d5b4c,2021.06.09.14.58.55_veh-35_04695_05321,Comfort,0.6640625,0.015625,0.0390625,0.28125
e7e44724615d5b4c,2021.06.09.14.58.55_veh-35_04695_05321,DDC,0.9921875,0.0078125,0.0,0.0
14b4ebe990a854cb,2021.06.14.11.44.56_veh-35_00059_00410,feasible,0.421875,0.203125,0.0,0.375
14b4ebe990a854cb,2021.06.14.11.44.56_veh-35_00059_00410,NC,1.0,0.0,0.0,0.0
