token,log,split,model,protocol,scope,tolerance_m,scenes,matched_scene,matched_groups,total_groups,high_score_groups,matched_high_score_groups,candidate_pairs,full_score_pairs
b940d77be0d45ec9,2021.07.16.16.27.22_veh-26_01536_02260,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,22,12
b940d77be0d45ec9,2021.07.16.16.27.22_veh-26_01536_02260,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,40,27
b940d77be0d45ec9,2021.07.16.16.27.22_veh-26_01536_02260,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,51,25
b940d77be0d45ec9,2021.07.16.16.27.22_veh-26_01536_02260,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,96,56
b940d77be0d45ec9,2021.07.16.16.27.22_veh-26_01536_02260,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,87,54
b940d77be0d45ec9,2021.07.16.16.27.22_veh-26_01536_02260,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,192,115
b9e0dc94c7725924,2021.06.23.14.58.13_veh-35_00765_01108,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,34,34
b9e0dc94c7725924,2021.06.23.14.58.13_veh-35_00765_01108,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,72,72
b9e0dc94c7725924,2021.06.23.14.58.13_veh-35_00765_01108,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,71,71
b9e0dc94c7725924,2021.06.23.14.58.13_veh-35_00765_01108,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,151,151
b9e0dc94c7725924,2021.06.23.14.58.13_veh-35_00765_01108,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,130,130
b9e0dc94c7725924,2021.06.23.14.58.13_veh-35_00765_01108,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,278,278
ba1a894e5a6350d2,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,46,14
ba1a894e5a6350d2,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,102,27
ba1a894e5a6350d2,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,79,27
ba1a894e5a6350d2,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,167,50
ba1a894e5a6350d2,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,92,32
ba1a894e5a6350d2,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,202,69
ba1ace8df74d5f7b,2021.06.09.19.40.26_veh-12_01525_02020,confirmation,a5_grpo_300,deployment,within_group,0.25,1,False,0,2,0,0,0,0
ba1ace8df74d5f7b,2021.06.09.19.40.26_veh-12_01525_02020,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,False,0,2,0,0,0,0
ba1ace8df74d5f7b,2021.06.09.19.40.26_veh-12_01525_02020,confirmation,a5_grpo_300,deployment,within_group,0.5,1,False,0,2,0,0,0,0
ba1ace8df74d5f7b,2021.06.09.19.40.26_veh-12_01525_02020,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,False,0,2,0,0,0,0
ba1ace8df74d5f7b,2021.06.09.19.40.26_veh-12_01525_02020,confirmation,a5_grpo_300,deployment,within_group,1.0,1,False,0,2,0,0,0,0
ba1ace8df74d5f7b,2021.06.09.19.40.26_veh-12_01525_02020,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,False,0,2,0,0,0,0
ba642ba3c9a65fe7,2021.10.06.19.27.33_veh-28_00121_00289,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,15,0
ba642ba3c9a65fe7,2021.10.06.19.27.33_veh-28_00121_00289,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,28,0
ba642ba3c9a65fe7,2021.10.06.19.27.33_veh-28_00121_00289,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,34,0
ba642ba3c9a65fe7,2021.10.06.19.27.33_veh-28_00121_00289,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,65,0
ba642ba3c9a65fe7,2021.10.06.19.27.33_veh-28_00121_00289,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,52,0
ba642ba3c9a65fe7,2021.10.06.19.27.33_veh-28_00121_00289,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,107,0
bae3d8ac0ee85cad,2021.06.23.21.56.29_veh-35_00220_00936,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,209,209
bae3d8ac0ee85cad,2021.06.23.21.56.29_veh-35_00220_00936,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,429,429
bae3d8ac0ee85cad,2021.06.23.21.56.29_veh-35_00220_00936,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,211,211
bae3d8ac0ee85cad,2021.06.23.21.56.29_veh-35_00220_00936,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,435,435
bae3d8ac0ee85cad,2021.06.23.21.56.29_veh-35_00220_00936,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,212,212
bae3d8ac0ee85cad,2021.06.23.21.56.29_veh-35_00220_00936,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,436,436
bae5037e472250dc,2021.09.14.18.43.41_veh-45_02503_03013,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,47,23
bae5037e472250dc,2021.09.14.18.43.41_veh-45_02503_03013,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,98,51
bae5037e472250dc,2021.09.14.18.43.41_veh-45_02503_03013,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,72,39
bae5037e472250dc,2021.09.14.18.43.41_veh-45_02503_03013,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,142,82
bae5037e472250dc,2021.09.14.18.43.41_veh-45_02503_03013,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,87,50
bae5037e472250dc,2021.09.14.18.43.41_veh-45_02503_03013,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,168,101
bbbae26a26605b08,2021.10.11.05.34.05_veh-50_01281_01692,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,48,48
bbbae26a26605b08,2021.10.11.05.34.05_veh-50_01281_01692,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,98,98
bbbae26a26605b08,2021.10.11.05.34.05_veh-50_01281_01692,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,99,99
bbbae26a26605b08,2021.10.11.05.34.05_veh-50_01281_01692,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,208,208
bbbae26a26605b08,2021.10.11.05.34.05_veh-50_01281_01692,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,177,177
bbbae26a26605b08,2021.10.11.05.34.05_veh-50_01281_01692,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,368,368
bc4345e13302535e,2021.10.11.08.31.07_veh-50_00282_00680,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,34,34
bc4345e13302535e,2021.10.11.08.31.07_veh-50_00282_00680,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,82,81
bc4345e13302535e,2021.10.11.08.31.07_veh-50_00282_00680,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,67,67
bc4345e13302535e,2021.10.11.08.31.07_veh-50_00282_00680,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,143,142
bc4345e13302535e,2021.10.11.08.31.07_veh-50_00282_00680,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,109,109
bc4345e13302535e,2021.10.11.08.31.07_veh-50_00282_00680,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,232,229
bc9f53029a6b5c52,2021.08.31.14.01.15_veh-40_01109_01272,confirmation,a5_grpo_300,deployment,within_group,0.25,1,False,0,2,2,0,0,0
bc9f53029a6b5c52,2021.08.31.14.01.15_veh-40_01109_01272,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,False,0,2,2,0,0,0
bc9f53029a6b5c52,2021.08.31.14.01.15_veh-40_01109_01272,confirmation,a5_grpo_300,deployment,within_group,0.5,1,False,0,2,2,0,0,0
bc9f53029a6b5c52,2021.08.31.14.01.15_veh-40_01109_01272,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,False,0,2,2,0,0,0
bc9f53029a6b5c52,2021.08.31.14.01.15_veh-40_01109_01272,confirmation,a5_grpo_300,deployment,within_group,1.0,1,False,0,2,2,0,0,0
bc9f53029a6b5c52,2021.08.31.14.01.15_veh-40_01109_01272,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,False,0,2,2,0,0,0
bca73d6fa8f85d39,2021.07.16.16.08.35_veh-35_04744_06051,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,4,4
bca73d6fa8f85d39,2021.07.16.16.08.35_veh-35_04744_06051,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,6,6
bca73d6fa8f85d39,2021.07.16.16.08.35_veh-35_04744_06051,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,8,8
bca73d6fa8f85d39,2021.07.16.16.08.35_veh-35_04744_06051,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,15,15
bca73d6fa8f85d39,2021.07.16.16.08.35_veh-35_04744_06051,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,12,12
bca73d6fa8f85d39,2021.07.16.16.08.35_veh-35_04744_06051,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,26,26
bcc74e9eaae05ca4,2021.06.14.14.25.15_veh-26_03964_04278,confirmation,a5_grpo_300,deployment,within_group,0.25,1,False,0,2,0,0,0,0
bcc74e9eaae05ca4,2021.06.14.14.25.15_veh-26_03964_04278,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,False,0,2,0,0,0,0
bcc74e9eaae05ca4,2021.06.14.14.25.15_veh-26_03964_04278,confirmation,a5_grpo_300,deployment,within_group,0.5,1,False,0,2,0,0,0,0
bcc74e9eaae05ca4,2021.06.14.14.25.15_veh-26_03964_04278,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,False,0,2,0,0,0,0
bcc74e9eaae05ca4,2021.06.14.14.25.15_veh-26_03964_04278,confirmation,a5_grpo_300,deployment,within_group,1.0,1,False,0,2,0,0,0,0
bcc74e9eaae05ca4,2021.06.14.14.25.15_veh-26_03964_04278,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,False,0,2,0,0,0,0
bcd578c19d9857ea,2021.06.14.13.28.41_veh-12_05269_05369,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,100,100
bcd578c19d9857ea,2021.06.14.13.28.41_veh-12_05269_05369,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,184,184
bcd578c19d9857ea,2021.06.14.13.28.41_veh-12_05269_05369,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,135,135
bcd578c19d9857ea,2021.06.14.13.28.41_veh-12_05269_05369,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,253,253
bcd578c19d9857ea,2021.06.14.13.28.41_veh-12_05269_05369,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,187,187
bcd578c19d9857ea,2021.06.14.13.28.41_veh-12_05269_05369,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,358,358
bd8dea7f7efc5343,2021.06.07.13.53.57_veh-35_02489_03145,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,50,35
bd8dea7f7efc5343,2021.06.07.13.53.57_veh-35_02489_03145,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,110,76
bd8dea7f7efc5343,2021.06.07.13.53.57_veh-35_02489_03145,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,93,64
bd8dea7f7efc5343,2021.06.07.13.53.57_veh-35_02489_03145,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,201,140
bd8dea7f7efc5343,2021.06.07.13.53.57_veh-35_02489_03145,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,154,81
bd8dea7f7efc5343,2021.06.07.13.53.57_veh-35_02489_03145,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,322,171
bdfa1f8523c25328,2021.06.08.17.25.03_veh-35_02448_02655,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,55,55
bdfa1f8523c25328,2021.06.08.17.25.03_veh-35_02448_02655,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,111,111
bdfa1f8523c25328,2021.06.08.17.25.03_veh-35_02448_02655,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,92,92
bdfa1f8523c25328,2021.06.08.17.25.03_veh-35_02448_02655,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,206,206
bdfa1f8523c25328,2021.06.08.17.25.03_veh-35_02448_02655,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,177,177
bdfa1f8523c25328,2021.06.08.17.25.03_veh-35_02448_02655,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,371,371
beea15c8657d59a2,2021.10.11.07.47.13_veh-50_00202_00310,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,1,2,2,1,1,0
beea15c8657d59a2,2021.10.11.07.47.13_veh-50_00202_00310,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,4,0
beea15c8657d59a2,2021.10.11.07.47.13_veh-50_00202_00310,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,2,0
beea15c8657d59a2,2021.10.11.07.47.13_veh-50_00202_00310,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,6,0
beea15c8657d59a2,2021.10.11.07.47.13_veh-50_00202_00310,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,2,0
beea15c8657d59a2,2021.10.11.07.47.13_veh-50_00202_00310,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,6,0
bfabfb64124e5563,2021.07.16.18.06.21_veh-38_00770_01505,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,53,53
bfabfb64124e5563,2021.07.16.18.06.21_veh-38_00770_01505,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,111,111
bfabfb64124e5563,2021.07.16.18.06.21_veh-38_00770_01505,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,57,57
bfabfb64124e5563,2021.07.16.18.06.21_veh-38_00770_01505,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,120,120
bfabfb64124e5563,2021.07.16.18.06.21_veh-38_00770_01505,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,57,57
bfabfb64124e5563,2021.07.16.18.06.21_veh-38_00770_01505,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,120,120
bff852b39f62557d,2021.10.05.06.57.40_veh-50_00485_00624,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,29,0
bff852b39f62557d,2021.10.05.06.57.40_veh-50_00485_00624,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,59,0
bff852b39f62557d,2021.10.05.06.57.40_veh-50_00485_00624,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,56,0
bff852b39f62557d,2021.10.05.06.57.40_veh-50_00485_00624,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,115,0
bff852b39f62557d,2021.10.05.06.57.40_veh-50_00485_00624,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,94,0
bff852b39f62557d,2021.10.05.06.57.40_veh-50_00485_00624,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,185,0
c216554d4bd6519f,2021.08.17.16.57.11_veh-08_01200_01636,calibration,a5_grpo_300,deployment,within_group,0.25,1,False,0,2,0,0,0,0
c216554d4bd6519f,2021.08.17.16.57.11_veh-08_01200_01636,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,False,0,2,0,0,0,0
c216554d4bd6519f,2021.08.17.16.57.11_veh-08_01200_01636,calibration,a5_grpo_300,deployment,within_group,0.5,1,False,0,2,0,0,0,0
c216554d4bd6519f,2021.08.17.16.57.11_veh-08_01200_01636,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,False,0,2,0,0,0,0
c216554d4bd6519f,2021.08.17.16.57.11_veh-08_01200_01636,calibration,a5_grpo_300,deployment,within_group,1.0,1,False,0,2,0,0,0,0
c216554d4bd6519f,2021.08.17.16.57.11_veh-08_01200_01636,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,False,0,2,0,0,0,0
c402a7eb498a5736,2021.06.14.13.27.42_veh-35_03624_03705,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,62,62
c402a7eb498a5736,2021.06.14.13.27.42_veh-35_03624_03705,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,130,130
c402a7eb498a5736,2021.06.14.13.27.42_veh-35_03624_03705,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,117,117
c402a7eb498a5736,2021.06.14.13.27.42_veh-35_03624_03705,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,250,250
c402a7eb498a5736,2021.06.14.13.27.42_veh-35_03624_03705,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,189,189
c402a7eb498a5736,2021.06.14.13.27.42_veh-35_03624_03705,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,387,387
c550cadc4a515e6b,2021.07.09.23.23.48_veh-26_02228_04624,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,42,41
c550cadc4a515e6b,2021.07.09.23.23.48_veh-26_02228_04624,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,96,95
c550cadc4a515e6b,2021.07.09.23.23.48_veh-26_02228_04624,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,87,86
c550cadc4a515e6b,2021.07.09.23.23.48_veh-26_02228_04624,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,181,180
c550cadc4a515e6b,2021.07.09.23.23.48_veh-26_02228_04624,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,126,125
c550cadc4a515e6b,2021.07.09.23.23.48_veh-26_02228_04624,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,259,258
c565fc593f9e5fad,2021.06.14.16.32.09_veh-35_02618_02873,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,45,45
c565fc593f9e5fad,2021.06.14.16.32.09_veh-35_02618_02873,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,94,94
c565fc593f9e5fad,2021.06.14.16.32.09_veh-35_02618_02873,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,93,93
c565fc593f9e5fad,2021.06.14.16.32.09_veh-35_02618_02873,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,188,188
c565fc593f9e5fad,2021.06.14.16.32.09_veh-35_02618_02873,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,146,146
c565fc593f9e5fad,2021.06.14.16.32.09_veh-35_02618_02873,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,294,294
c615107923dc5602,2021.07.16.00.24.14_veh-38_01447_01621,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,41,41
c615107923dc5602,2021.07.16.00.24.14_veh-38_01447_01621,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,70,70
c615107923dc5602,2021.07.16.00.24.14_veh-38_01447_01621,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,65,65
c615107923dc5602,2021.07.16.00.24.14_veh-38_01447_01621,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,137,137
c615107923dc5602,2021.07.16.00.24.14_veh-38_01447_01621,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,123,123
c615107923dc5602,2021.07.16.00.24.14_veh-38_01447_01621,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,260,260
c6fcfafbbe7a59f8,2021.10.11.07.12.18_veh-50_00866_01534,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,34,0
c6fcfafbbe7a59f8,2021.10.11.07.12.18_veh-50_00866_01534,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,72,0
c6fcfafbbe7a59f8,2021.10.11.07.12.18_veh-50_00866_01534,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,60,0
c6fcfafbbe7a59f8,2021.10.11.07.12.18_veh-50_00866_01534,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,130,0
c6fcfafbbe7a59f8,2021.10.11.07.12.18_veh-50_00866_01534,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,92,0
c6fcfafbbe7a59f8,2021.10.11.07.12.18_veh-50_00866_01534,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,189,0
c7009bf1a2025be7,2021.08.17.19.18.39_veh-08_00407_00595,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,26,25
c7009bf1a2025be7,2021.08.17.19.18.39_veh-08_00407_00595,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,46,44
c7009bf1a2025be7,2021.08.17.19.18.39_veh-08_00407_00595,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,40,38
c7009bf1a2025be7,2021.08.17.19.18.39_veh-08_00407_00595,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,79,73
c7009bf1a2025be7,2021.08.17.19.18.39_veh-08_00407_00595,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,60,54
c7009bf1a2025be7,2021.08.17.19.18.39_veh-08_00407_00595,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,133,116
c75edb67a65b5a33,2021.08.31.16.37.21_veh-40_01101_01177,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,40,12
c75edb67a65b5a33,2021.08.31.16.37.21_veh-40_01101_01177,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,72,20
c75edb67a65b5a33,2021.08.31.16.37.21_veh-40_01101_01177,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,72,27
c75edb67a65b5a33,2021.08.31.16.37.21_veh-40_01101_01177,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,137,44
c75edb67a65b5a33,2021.08.31.16.37.21_veh-40_01101_01177,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,101,43
c75edb67a65b5a33,2021.08.31.16.37.21_veh-40_01101_01177,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,208,78
c7e306be08105b70,2021.08.17.16.57.11_veh-08_00354_01167,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,105,1
c7e306be08105b70,2021.08.17.16.57.11_veh-08_00354_01167,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,225,1
c7e306be08105b70,2021.08.17.16.57.11_veh-08_00354_01167,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,105,1
c7e306be08105b70,2021.08.17.16.57.11_veh-08_00354_01167,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,225,1
c7e306be08105b70,2021.08.17.16.57.11_veh-08_00354_01167,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,105,1
c7e306be08105b70,2021.08.17.16.57.11_veh-08_00354_01167,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,225,1
c83e41bd3afa534c,2021.06.14.13.27.42_veh-35_00842_00940,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,23,0
c83e41bd3afa534c,2021.06.14.13.27.42_veh-35_00842_00940,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,50,0
c83e41bd3afa534c,2021.06.14.13.27.42_veh-35_00842_00940,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,45,0
c83e41bd3afa534c,2021.06.14.13.27.42_veh-35_00842_00940,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,103,0
c83e41bd3afa534c,2021.06.14.13.27.42_veh-35_00842_00940,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,66,0
c83e41bd3afa534c,2021.06.14.13.27.42_veh-35_00842_00940,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,141,0
c852239b5ac95394,2021.07.16.00.51.05_veh-17_00023_01331,confirmation,a5_grpo_300,deployment,within_group,0.25,1,False,0,2,0,0,0,0
c852239b5ac95394,2021.07.16.00.51.05_veh-17_00023_01331,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,False,0,2,0,0,0,0
c852239b5ac95394,2021.07.16.00.51.05_veh-17_00023_01331,confirmation,a5_grpo_300,deployment,within_group,0.5,1,False,0,2,0,0,0,0
c852239b5ac95394,2021.07.16.00.51.05_veh-17_00023_01331,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,False,0,2,0,0,0,0
c852239b5ac95394,2021.07.16.00.51.05_veh-17_00023_01331,confirmation,a5_grpo_300,deployment,within_group,1.0,1,False,0,2,0,0,0,0
c852239b5ac95394,2021.07.16.00.51.05_veh-17_00023_01331,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,False,0,2,0,0,0,0
c8b4c92530f15b8e,2021.06.09.19.40.26_veh-12_00279_01212,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,35,32
