token,method,candidate_id,p_A,p_B,hit_count_B,selection_optimism,strict_qualified
480434fc72d455af,score,480434fc72d455af:c8d0152674ac1102477a,0.0,0.0,0.0,0.0,True
480434fc72d455af,score,480434fc72d455af:4fc53976b897e2a3b777,0.0,0.0,0.0,0.0,True
480434fc72d455af,score,480434fc72d455af:11f89dbb6295d04312c0,0.0,0.0,0.0,0.0,True
480434fc72d455af,score,480434fc72d455af:d063481178b465b98f12,0.0,0.0,0.0,0.0,True
480434fc72d455af,score,480434fc72d455af:5407a9fefb09cd05a655,0.0,0.0,0.0,0.0,True
480434fc72d455af,score,480434fc72d455af:38dd34967abfc9047d9a,0.0,0.0,0.0,0.0,True
480434fc72d455af,score,480434fc72d455af:7edfbbd3635695f00b80,0.0,0.0,0.0,0.0,True
480434fc72d455af,score,480434fc72d455af:7cb6be02a7a1cc965d4c,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:233f9e8900a6d22771dd,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:63ca4dcbacf17c348379,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:38dd34967abfc9047d9a,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:6d167ee005c5a8d1ab85,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:a407f801eb7e3db487d5,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:7c75acd78f4eadf352bf,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:7cb6be02a7a1cc965d4c,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:9f9f7168d040ffebdb4a,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:3126ae2784bc94fdbe27,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:5c4cae9e11332614b4f8,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:728c782fa2174af4a3c9,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:cd8f57b1a263a5e4af58,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:bee9d18fc2faf15fc6ca,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:5407a9fefb09cd05a655,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:11f89dbb6295d04312c0,0.0,0.0,0.0,0.0,True
480434fc72d455af,pareto,480434fc72d455af:b9c930943af98eb6b4e0,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:5c4cae9e11332614b4f8,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:6c568abfd04d7ea92553,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:f5caa0f52e5865ae2c72,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:9b20502bb97f2f29ab57,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:4357ba23cc7e528c9ff9,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:bb2aeb83136b5b9abf5e,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:c74e856234eeae9a7bca,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:40e256d0a9287fea4828,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:a998396162a34bf564ca,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:5d9308e1df0da2de1389,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:8f163316d03fb7797923,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:35af9574286dc2e4dad0,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:78d782aa5b1ae8f4ed20,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:2010f6c7b6a654d4c47e,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:3673cbfd5508bcbbf39c,0.0,0.0,0.0,0.0,True
480434fc72d455af,gt_geometry,480434fc72d455af:6a520842bf375e083924,0.0,0.0,0.0,0.0,True
480434fc72d455af,grpo_mass_pc,480434fc72d455af:021446c82d311a48a54f,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:3126ae2784bc94fdbe27,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:9f9f7168d040ffebdb4a,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:4d3faea2c73e4cf7ef53,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:5c4cae9e11332614b4f8,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:cd8f57b1a263a5e4af58,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:6d167ee005c5a8d1ab85,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:728c782fa2174af4a3c9,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:c8d0152674ac1102477a,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:4fc53976b897e2a3b777,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:11f89dbb6295d04312c0,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:d063481178b465b98f12,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:5407a9fefb09cd05a655,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:38dd34967abfc9047d9a,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:7edfbbd3635695f00b80,0.0,0.0,0.0,0.0,False
480434fc72d455af,grpo_mass_pc,480434fc72d455af:7cb6be02a7a1cc965d4c,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,score,cb8e247140d55ab2:7e8b116f31a50689ed80,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:2b808bb9ed167ad91226,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:380b6d222c2efb563b76,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:7d9d9b98f885e7cce747,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:21cfc8ad9fa0b6afb1ed,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:2e3e452590e9a035dca8,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:6e04d084ac4f02bb4aca,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:1c80a487d03e7c43d775,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:9f94ca33bf4eabb074cf,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:26fa8972b40c737cd297,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:b2f2c2a6508e33a57187,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:ed59b2403df3ddd91efc,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:8adb9a8a8b9c7b0c4f90,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:7c055fca1091a26a54a0,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:71d5f1c2cbbdaf2af47a,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,score,cb8e247140d55ab2:c54f97fd7e3e831cf214,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:7e8b116f31a50689ed80,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:2b808bb9ed167ad91226,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:380b6d222c2efb563b76,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:7d9d9b98f885e7cce747,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:21cfc8ad9fa0b6afb1ed,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:2e3e452590e9a035dca8,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:6e04d084ac4f02bb4aca,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:1c80a487d03e7c43d775,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:9f94ca33bf4eabb074cf,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:26fa8972b40c737cd297,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:b2f2c2a6508e33a57187,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:ed59b2403df3ddd91efc,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:8adb9a8a8b9c7b0c4f90,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:7c055fca1091a26a54a0,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:71d5f1c2cbbdaf2af47a,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,pareto,cb8e247140d55ab2:c54f97fd7e3e831cf214,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:0030946e76826763fda3,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:94e5dc8ed060631ae536,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:30002fbf265fcd2b220f,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:a9774396d12fb7ba262d,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:042a7fc9915c8255c47f,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:6f38f10c3a6f5551c9a9,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:72253fc6b14b2cce5bca,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:9b4635d169800f138e4e,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:f3867c29fc2106851e98,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:c228cd1c5ac2e666f2b2,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:2749cfe603e7d62ab3b9,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:9b1399ed1feb35a4eb9c,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:8c1a99e979106e6eae51,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:941f8454e7ea2305a0d9,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:7f0b8c991dcb49163cf8,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,gt_geometry,cb8e247140d55ab2:b084816417060836435c,0.0,0.0,0.0,0.0,True
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:7e8b116f31a50689ed80,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:2b808bb9ed167ad91226,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:380b6d222c2efb563b76,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:7d9d9b98f885e7cce747,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:21cfc8ad9fa0b6afb1ed,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:2e3e452590e9a035dca8,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:6e04d084ac4f02bb4aca,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:1c80a487d03e7c43d775,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:9f94ca33bf4eabb074cf,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:26fa8972b40c737cd297,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:b2f2c2a6508e33a57187,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:ed59b2403df3ddd91efc,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:8adb9a8a8b9c7b0c4f90,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:7c055fca1091a26a54a0,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:71d5f1c2cbbdaf2af47a,0.0,0.0,0.0,0.0,False
cb8e247140d55ab2,grpo_mass_pc,cb8e247140d55ab2:c54f97fd7e3e831cf214,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,score,095770e79ccf5d82:0062709c5d69362cd5ad,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:799fee27460a6e876a66,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:c611a0f1b6569c18462d,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:89ee337151fcd7c1488a,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:b7a5d95fc669801a0c86,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:9b9579132483688bfb92,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:06d69179d495abeeffe1,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:c81c8e822b3ebca1f88b,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:abcaace95547a568beea,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:0cf0ba1879462fd96bf5,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:35849164aa167c428bd7,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:1ef01672abf93f618762,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:3426c945c0a45185cdaf,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:12819bae3b8d95e591c6,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:66f2ef217a4356a21b82,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,score,095770e79ccf5d82:e95aec1ff1305743ff15,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:0062709c5d69362cd5ad,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:799fee27460a6e876a66,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:c611a0f1b6569c18462d,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:89ee337151fcd7c1488a,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:b7a5d95fc669801a0c86,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:9b9579132483688bfb92,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:06d69179d495abeeffe1,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:c81c8e822b3ebca1f88b,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:abcaace95547a568beea,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:0cf0ba1879462fd96bf5,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:35849164aa167c428bd7,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:1ef01672abf93f618762,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:3426c945c0a45185cdaf,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:12819bae3b8d95e591c6,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:66f2ef217a4356a21b82,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,pareto,095770e79ccf5d82:e95aec1ff1305743ff15,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:0062709c5d69362cd5ad,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:7b670d653c53ee08dbcf,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:250114121db8593918aa,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:3161fc870858ba895b18,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:7730a0a32959c75359c5,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:8182edd936fac81140a4,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:6ab572eab81ff3dc5e97,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:08fe56a296af909993c3,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:60cf27cc5546f37f8b9f,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:c331424f7168737f22c8,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:84c16ed2e37156b3c1aa,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:3d16e53ff4556d2aac5c,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:a14828e79390826c6d46,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:ca3b6e215b5b40f43462,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:8befdd02a16047c61dc9,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,gt_geometry,095770e79ccf5d82:dc5f8ea88350b77a3116,0.0,0.0,0.0,0.0,True
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:0062709c5d69362cd5ad,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:799fee27460a6e876a66,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:c611a0f1b6569c18462d,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:89ee337151fcd7c1488a,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:b7a5d95fc669801a0c86,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:9b9579132483688bfb92,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:06d69179d495abeeffe1,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:c81c8e822b3ebca1f88b,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:abcaace95547a568beea,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:0cf0ba1879462fd96bf5,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:35849164aa167c428bd7,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:1ef01672abf93f618762,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:3426c945c0a45185cdaf,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:12819bae3b8d95e591c6,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:66f2ef217a4356a21b82,0.0,0.0,0.0,0.0,False
095770e79ccf5d82,grpo_mass_pc,095770e79ccf5d82:e95aec1ff1305743ff15,0.0,0.0,0.0,0.0,False
d7f25a0ac141583a,score,d7f25a0ac141583a:0128afaa24410652dd79,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:0a4ab661197ef97b5caf,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:d0715205f81cc655dcef,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:1722a20d20337acdb958,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:947ca5a21024253afc6f,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:4db092bf0d06f3ea9166,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:cfe940603de9b5cec8de,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:a4c8191e40f80dbf6b34,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:23096157809d5db131cc,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:028962faf7e6c6464fa6,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:755091b7282b66799282,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:f9cfabee9bf23121e2e7,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:b1fb3203804f44d2aa6a,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:b555522e66c03a9fbe53,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:bca91f22c968bc4c3489,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,score,d7f25a0ac141583a:0bad531f61e908d4397a,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:0128afaa24410652dd79,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:0a4ab661197ef97b5caf,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:d0715205f81cc655dcef,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:1722a20d20337acdb958,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:947ca5a21024253afc6f,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:4db092bf0d06f3ea9166,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:cfe940603de9b5cec8de,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:a4c8191e40f80dbf6b34,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:23096157809d5db131cc,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:028962faf7e6c6464fa6,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:755091b7282b66799282,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:f9cfabee9bf23121e2e7,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:b1fb3203804f44d2aa6a,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:b555522e66c03a9fbe53,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:bca91f22c968bc4c3489,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,pareto,d7f25a0ac141583a:0bad531f61e908d4397a,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:0128afaa24410652dd79,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:b555522e66c03a9fbe53,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:bca91f22c968bc4c3489,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:6769d0173419b5bfb8d3,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:25da17778d571cd7f177,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:b6cf5340338b3c5a51a0,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:e65e5898ece6f6659d45,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:8ce8759951a92fa3a619,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:12115b33f3b0bfa7939d,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:2983d33f6e61b0532fd8,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:c00754783833b0e314d2,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:18674624b58e9d40b2a3,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:e395f398fbec86d4ce46,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:70e97db503d923c00a62,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:b044e15d978d18f7a396,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,gt_geometry,d7f25a0ac141583a:c5c9135ace8034b8376f,0.0,0.0,0.0,0.0,True
d7f25a0ac141583a,grpo_mass_pc,d7f25a0ac141583a:0128afaa24410652dd79,0.0,0.0,0.0,0.0,False
