token,method,pool_type,PoolMass,QualityMatchedPoolMass,candidate_local_gain,local_gain_defined_candidate_count,local_gain_defined_scene_count,near_duplicate_representatives_0_10m
e34f51206f0e53db,gt_geometry,strict,0.0,0.0,,0,0,14
e34f51206f0e53db,grpo_mass_pc,operational,0.0,0.0,,0,0,15
e34f51206f0e53db,grpo_mass_pc,strict,0.0,0.0,,0,0,0
5da31ca5ce165787,score,operational,0.0,0.0,,0,0,16
5da31ca5ce165787,score,strict,0.0,0.0,,0,0,16
5da31ca5ce165787,pareto,operational,0.0,0.0,,0,0,16
5da31ca5ce165787,pareto,strict,0.0,0.0,,0,0,16
5da31ca5ce165787,gt_geometry,operational,0.0,0.0,,0,0,16
5da31ca5ce165787,gt_geometry,strict,0.0,0.0,,0,0,16
5da31ca5ce165787,grpo_mass_pc,operational,0.0,0.0,,0,0,16
5da31ca5ce165787,grpo_mass_pc,strict,0.0,0.0,,0,0,0
9a90853892925989,score,operational,0.0,0.0,,0,0,16
9a90853892925989,score,strict,0.0,0.0,,0,0,16
9a90853892925989,pareto,operational,0.0,0.0,,0,0,16
9a90853892925989,pareto,strict,0.0,0.0,,0,0,16
9a90853892925989,gt_geometry,operational,0.0,0.0,,0,0,16
9a90853892925989,gt_geometry,strict,0.0,0.0,,0,0,16
9a90853892925989,grpo_mass_pc,operational,0.0,0.0,,0,0,16
9a90853892925989,grpo_mass_pc,strict,0.0,0.0,,0,0,0
09c3d9dbca6455e5,score,operational,0.0,0.0,,0,0,16
09c3d9dbca6455e5,score,strict,0.0,0.0,,0,0,16
09c3d9dbca6455e5,pareto,operational,0.0,0.0,,0,0,16
09c3d9dbca6455e5,pareto,strict,0.0,0.0,,0,0,16
09c3d9dbca6455e5,gt_geometry,operational,0.0,0.0,,0,0,16
09c3d9dbca6455e5,gt_geometry,strict,0.0,0.0,,0,0,16
09c3d9dbca6455e5,grpo_mass_pc,operational,0.0,0.0,,0,0,16
09c3d9dbca6455e5,grpo_mass_pc,strict,0.0,0.0,,0,0,0
42231e5449d3576a,score,operational,0.0,0.0,,0,0,16
42231e5449d3576a,score,strict,0.0,0.0,,0,0,16
42231e5449d3576a,pareto,operational,0.0,0.0,,0,0,16
42231e5449d3576a,pareto,strict,0.0,0.0,,0,0,16
42231e5449d3576a,gt_geometry,operational,0.0,0.0,,0,0,16
42231e5449d3576a,gt_geometry,strict,0.0,0.0,,0,0,16
42231e5449d3576a,grpo_mass_pc,operational,0.0,0.0,,0,0,16
42231e5449d3576a,grpo_mass_pc,strict,0.0,0.0,,0,0,0
bf78c475adfb5eb1,score,operational,0.0,0.0,,0,0,16
bf78c475adfb5eb1,score,strict,0.0,0.0,,0,0,16
bf78c475adfb5eb1,pareto,operational,0.0,0.0,,0,0,16
bf78c475adfb5eb1,pareto,strict,0.0,0.0,,0,0,16
bf78c475adfb5eb1,gt_geometry,operational,0.0,0.0,,0,0,16
bf78c475adfb5eb1,gt_geometry,strict,0.0,0.0,,0,0,16
bf78c475adfb5eb1,grpo_mass_pc,operational,0.0,0.0,,0,0,16
bf78c475adfb5eb1,grpo_mass_pc,strict,0.0,0.0,,0,0,0
2fbab9ffc3fe5a5d,score,operational,0.0,0.0,,0,0,16
2fbab9ffc3fe5a5d,score,strict,0.0,0.0,,0,0,16
2fbab9ffc3fe5a5d,pareto,operational,0.0,0.0,,0,0,16
2fbab9ffc3fe5a5d,pareto,strict,0.0,0.0,,0,0,16
2fbab9ffc3fe5a5d,gt_geometry,operational,0.0,0.0,,0,0,16
2fbab9ffc3fe5a5d,gt_geometry,strict,0.0,0.0,,0,0,16
2fbab9ffc3fe5a5d,grpo_mass_pc,operational,0.0,0.0,,0,0,16
2fbab9ffc3fe5a5d,grpo_mass_pc,strict,0.0,0.0,,0,0,0
7fe6e7ce9cb7559d,score,operational,0.0,0.0,,0,0,16
7fe6e7ce9cb7559d,score,strict,0.0,0.0,,0,0,16
7fe6e7ce9cb7559d,pareto,operational,0.0,0.0,,0,0,16
7fe6e7ce9cb7559d,pareto,strict,0.0,0.0,,0,0,16
7fe6e7ce9cb7559d,gt_geometry,operational,0.0,0.0,,0,0,16
7fe6e7ce9cb7559d,gt_geometry,strict,0.0,0.0,,0,0,16
7fe6e7ce9cb7559d,grpo_mass_pc,operational,0.0,0.0,,0,0,16
7fe6e7ce9cb7559d,grpo_mass_pc,strict,0.0,0.0,,0,0,0
ebb4d3e033ae55e2,score,operational,0.0,0.0,,0,0,15
ebb4d3e033ae55e2,score,strict,0.0,0.0,,0,0,15
ebb4d3e033ae55e2,pareto,operational,0.0,0.0,,0,0,15
ebb4d3e033ae55e2,pareto,strict,0.0,0.0,,0,0,15
ebb4d3e033ae55e2,gt_geometry,operational,0.0,0.0,,0,0,16
ebb4d3e033ae55e2,gt_geometry,strict,0.0,0.0,,0,0,16
ebb4d3e033ae55e2,grpo_mass_pc,operational,0.0,0.0,,0,0,15
ebb4d3e033ae55e2,grpo_mass_pc,strict,0.0,0.0,,0,0,0
f1d60841a46d53a5,score,operational,0.0,0.0,,0,0,16
f1d60841a46d53a5,score,strict,0.0,0.0,,0,0,16
f1d60841a46d53a5,pareto,operational,0.0,0.0,,0,0,16
f1d60841a46d53a5,pareto,strict,0.0,0.0,,0,0,16
f1d60841a46d53a5,gt_geometry,operational,0.0,0.0,,0,0,15
f1d60841a46d53a5,gt_geometry,strict,0.0,0.0,,0,0,15
f1d60841a46d53a5,grpo_mass_pc,operational,0.0,0.0,,0,0,16
f1d60841a46d53a5,grpo_mass_pc,strict,0.0,0.0,,0,0,0
8419b5d5eab75027,score,operational,0.0,0.0,,0,0,12
8419b5d5eab75027,score,strict,0.0,0.0,,0,0,12
8419b5d5eab75027,pareto,operational,0.0,0.0,,0,0,12
8419b5d5eab75027,pareto,strict,0.0,0.0,,0,0,12
8419b5d5eab75027,gt_geometry,operational,0.0,0.0,,0,0,12
8419b5d5eab75027,gt_geometry,strict,0.0,0.0,,0,0,12
8419b5d5eab75027,grpo_mass_pc,operational,0.0,0.0,,0,0,12
8419b5d5eab75027,grpo_mass_pc,strict,0.0,0.0,,0,0,0
9c16cb6c4f94521c,score,operational,0.0,0.0,,0,0,16
9c16cb6c4f94521c,score,strict,0.0,0.0,,0,0,16
9c16cb6c4f94521c,pareto,operational,0.0,0.0,,0,0,16
9c16cb6c4f94521c,pareto,strict,0.0,0.0,,0,0,16
9c16cb6c4f94521c,gt_geometry,operational,0.0,0.0,,0,0,12
9c16cb6c4f94521c,gt_geometry,strict,0.0,0.0,,0,0,12
9c16cb6c4f94521c,grpo_mass_pc,operational,0.0,0.0,,0,0,16
9c16cb6c4f94521c,grpo_mass_pc,strict,0.0,0.0,,0,0,0
35e2f788f41851c0,score,operational,0.0,0.0,,0,0,16
35e2f788f41851c0,score,strict,0.0,0.0,,0,0,16
35e2f788f41851c0,pareto,operational,0.0,0.0,,0,0,16
35e2f788f41851c0,pareto,strict,0.0,0.0,,0,0,16
35e2f788f41851c0,gt_geometry,operational,0.0,0.0,,0,0,12
35e2f788f41851c0,gt_geometry,strict,0.0,0.0,,0,0,12
35e2f788f41851c0,grpo_mass_pc,operational,0.0,0.0,,0,0,16
35e2f788f41851c0,grpo_mass_pc,strict,0.0,0.0,,0,0,0
54d3068f889b58ee,score,operational,0.0,0.0,,0,0,14
54d3068f889b58ee,score,strict,0.0,0.0,,0,0,14
54d3068f889b58ee,pareto,operational,0.0,0.0,,0,0,15
54d3068f889b58ee,pareto,strict,0.0,0.0,,0,0,15
54d3068f889b58ee,gt_geometry,operational,0.0,0.0,,0,0,13
54d3068f889b58ee,gt_geometry,strict,0.0,0.0,,0,0,13
54d3068f889b58ee,grpo_mass_pc,operational,0.0,0.0,,0,0,14
54d3068f889b58ee,grpo_mass_pc,strict,0.0,0.0,,0,0,0
e1ee982450c85213,score,operational,0.0,0.0,,0,0,16
e1ee982450c85213,score,strict,0.0,0.0,,0,0,16
e1ee982450c85213,pareto,operational,0.0,0.0,,0,0,16
e1ee982450c85213,pareto,strict,0.0,0.0,,0,0,16
e1ee982450c85213,gt_geometry,operational,0.0,0.0,,0,0,14
e1ee982450c85213,gt_geometry,strict,0.0,0.0,,0,0,14
e1ee982450c85213,grpo_mass_pc,operational,0.0,0.0,,0,0,16
e1ee982450c85213,grpo_mass_pc,strict,0.0,0.0,,0,0,0
4a8b4dff75c15a8a,score,operational,0.0,0.0,,0,0,16
4a8b4dff75c15a8a,score,strict,0.0,0.0,,0,0,16
4a8b4dff75c15a8a,pareto,operational,0.0,0.0,,0,0,16
4a8b4dff75c15a8a,pareto,strict,0.0,0.0,,0,0,16
4a8b4dff75c15a8a,gt_geometry,operational,0.0,0.0,,0,0,16
4a8b4dff75c15a8a,gt_geometry,strict,0.0,0.0,,0,0,16
4a8b4dff75c15a8a,grpo_mass_pc,operational,0.0,0.0,,0,0,16
4a8b4dff75c15a8a,grpo_mass_pc,strict,0.0,0.0,,0,0,0
1819e1b106b354ad,score,operational,0.0,0.0,,0,0,16
1819e1b106b354ad,score,strict,0.0,0.0,,0,0,16
1819e1b106b354ad,pareto,operational,0.0,0.0,,0,0,16
1819e1b106b354ad,pareto,strict,0.0,0.0,,0,0,16
1819e1b106b354ad,gt_geometry,operational,0.0,0.0,,0,0,13
1819e1b106b354ad,gt_geometry,strict,0.0,0.0,,0,0,13
1819e1b106b354ad,grpo_mass_pc,operational,0.0,0.0,,0,0,16
1819e1b106b354ad,grpo_mass_pc,strict,0.0,0.0,,0,0,0
4ecdbea836725622,score,operational,0.0,0.0,,0,0,16
4ecdbea836725622,score,strict,0.0,0.0,,0,0,16
4ecdbea836725622,pareto,operational,0.0,0.0,,0,0,16
4ecdbea836725622,pareto,strict,0.0,0.0,,0,0,16
4ecdbea836725622,gt_geometry,operational,0.0,0.0,,0,0,11
4ecdbea836725622,gt_geometry,strict,0.0,0.0,,0,0,11
4ecdbea836725622,grpo_mass_pc,operational,0.0,0.0,,0,0,16
4ecdbea836725622,grpo_mass_pc,strict,0.0,0.0,,0,0,0
b9bcc9d0efaf5c7e,score,operational,0.0,0.0,,0,0,16
b9bcc9d0efaf5c7e,score,strict,0.0,0.0,,0,0,16
b9bcc9d0efaf5c7e,pareto,operational,0.0,0.0,,0,0,16
b9bcc9d0efaf5c7e,pareto,strict,0.0,0.0,,0,0,16
b9bcc9d0efaf5c7e,gt_geometry,operational,0.0,0.0,,0,0,16
b9bcc9d0efaf5c7e,gt_geometry,strict,0.0,0.0,,0,0,16
b9bcc9d0efaf5c7e,grpo_mass_pc,operational,0.0,0.0,,0,0,16
b9bcc9d0efaf5c7e,grpo_mass_pc,strict,0.0,0.0,,0,0,0
253b856b49ef52d2,score,operational,0.0,0.0,,0,0,14
253b856b49ef52d2,score,strict,0.0,0.0,,0,0,14
253b856b49ef52d2,pareto,operational,0.0,0.0,,0,0,14
253b856b49ef52d2,pareto,strict,0.0,0.0,,0,0,14
253b856b49ef52d2,gt_geometry,operational,0.0,0.0,,0,0,11
253b856b49ef52d2,gt_geometry,strict,0.0,0.0,,0,0,11
253b856b49ef52d2,grpo_mass_pc,operational,0.0,0.0,,0,0,14
253b856b49ef52d2,grpo_mass_pc,strict,0.0,0.0,,0,0,0
68e39232887c5e4a,score,operational,0.0,0.0,,0,0,16
68e39232887c5e4a,score,strict,0.0,0.0,,0,0,16
68e39232887c5e4a,pareto,operational,0.0,0.0,,0,0,16
68e39232887c5e4a,pareto,strict,0.0,0.0,,0,0,16
68e39232887c5e4a,gt_geometry,operational,0.0,0.0,,0,0,14
68e39232887c5e4a,gt_geometry,strict,0.0,0.0,,0,0,14
68e39232887c5e4a,grpo_mass_pc,operational,0.0,0.0,,0,0,16
68e39232887c5e4a,grpo_mass_pc,strict,0.0,0.0,,0,0,0
2e2bb8bb71265998,score,operational,0.0,0.0,,0,0,16
2e2bb8bb71265998,score,strict,0.0,0.0,,0,0,16
2e2bb8bb71265998,pareto,operational,0.0,0.0,,0,0,16
2e2bb8bb71265998,pareto,strict,0.0,0.0,,0,0,16
2e2bb8bb71265998,gt_geometry,operational,0.0,0.0,,0,0,13
2e2bb8bb71265998,gt_geometry,strict,0.0,0.0,,0,0,13
2e2bb8bb71265998,grpo_mass_pc,operational,0.0,0.0,,0,0,16
2e2bb8bb71265998,grpo_mass_pc,strict,0.0,0.0,,0,0,0
e34a1f5fb71c54da,score,operational,0.0,0.0,,0,0,16
e34a1f5fb71c54da,score,strict,0.0,0.0,,0,0,16
e34a1f5fb71c54da,pareto,operational,0.0,0.0,,0,0,16
e34a1f5fb71c54da,pareto,strict,0.0,0.0,,0,0,16
e34a1f5fb71c54da,gt_geometry,operational,0.0,0.0,,0,0,14
e34a1f5fb71c54da,gt_geometry,strict,0.0,0.0,,0,0,14
e34a1f5fb71c54da,grpo_mass_pc,operational,0.0,0.0,,0,0,16
e34a1f5fb71c54da,grpo_mass_pc,strict,0.0,0.0,,0,0,0
1d10ae25c61f50c4,score,operational,0.0,0.0,,0,0,16
1d10ae25c61f50c4,score,strict,0.0,0.0,,0,0,16
1d10ae25c61f50c4,pareto,operational,0.0,0.0,,0,0,16
1d10ae25c61f50c4,pareto,strict,0.0,0.0,,0,0,16
1d10ae25c61f50c4,gt_geometry,operational,0.0,0.0,,0,0,16
1d10ae25c61f50c4,gt_geometry,strict,0.0,0.0,,0,0,16
1d10ae25c61f50c4,grpo_mass_pc,operational,0.0,0.0,,0,0,16
1d10ae25c61f50c4,grpo_mass_pc,strict,0.0,0.0,,0,0,0
2af1778054cf51a4,score,operational,0.0,0.0,,0,0,15
2af1778054cf51a4,score,strict,0.0,0.0,,0,0,15
2af1778054cf51a4,pareto,operational,0.0,0.0,,0,0,15
2af1778054cf51a4,pareto,strict,0.0,0.0,,0,0,15
2af1778054cf51a4,gt_geometry,operational,0.0,0.0,,0,0,14
2af1778054cf51a4,gt_geometry,strict,0.0,0.0,,0,0,14
2af1778054cf51a4,grpo_mass_pc,operational,0.0,0.0,,0,0,15
2af1778054cf51a4,grpo_mass_pc,strict,0.0,0.0,,0,0,0
0f276bab4fa85df0,score,operational,0.0,0.0,,0,0,15
0f276bab4fa85df0,score,strict,0.0,0.0,,0,0,15
0f276bab4fa85df0,pareto,operational,0.0,0.0,,0,0,15
0f276bab4fa85df0,pareto,strict,0.0,0.0,,0,0,15
0f276bab4fa85df0,gt_geometry,operational,0.0,0.0,,0,0,12
0f276bab4fa85df0,gt_geometry,strict,0.0,0.0,,0,0,12
0f276bab4fa85df0,grpo_mass_pc,operational,0.0,0.0,,0,0,15
0f276bab4fa85df0,grpo_mass_pc,strict,0.0,0.0,,0,0,0
6cc16446dbe45353,score,operational,0.0,0.0,,0,0,16
6cc16446dbe45353,score,strict,0.0,0.0,,0,0,16
6cc16446dbe45353,pareto,operational,0.0,0.0,,0,0,16
6cc16446dbe45353,pareto,strict,0.0,0.0,,0,0,16
6cc16446dbe45353,gt_geometry,operational,0.0,0.0,,0,0,13
6cc16446dbe45353,gt_geometry,strict,0.0,0.0,,0,0,13
6cc16446dbe45353,grpo_mass_pc,operational,0.0,0.0,,0,0,16
6cc16446dbe45353,grpo_mass_pc,strict,0.0,0.0,,0,0,0
26043d2de718532d,score,operational,0.0,0.0,,0,0,16
26043d2de718532d,score,strict,0.0,0.0,,0,0,16
26043d2de718532d,pareto,operational,0.0,0.0,,0,0,16
26043d2de718532d,pareto,strict,0.0,0.0,,0,0,16
26043d2de718532d,gt_geometry,operational,0.0,0.0,,0,0,16
26043d2de718532d,gt_geometry,strict,0.0,0.0,,0,0,16
26043d2de718532d,grpo_mass_pc,operational,0.0,0.0,,0,0,16
26043d2de718532d,grpo_mass_pc,strict,0.0,0.0,,0,0,0
e72eb72ebdc25a8a,score,operational,0.0,0.0,,0,0,16
e72eb72ebdc25a8a,score,strict,0.0,0.0,,0,0,16
e72eb72ebdc25a8a,pareto,operational,0.0,0.0,,0,0,16
e72eb72ebdc25a8a,pareto,strict,0.0,0.0,,0,0,16
e72eb72ebdc25a8a,gt_geometry,operational,0.0009765625,0.0009765625,,0,0,16
e72eb72ebdc25a8a,gt_geometry,strict,0.0009765625,0.0009765625,,0,0,16
e72eb72ebdc25a8a,grpo_mass_pc,operational,0.0,0.0,,0,0,16
e72eb72ebdc25a8a,grpo_mass_pc,strict,0.0,0.0,,0,0,0
c852239b5ac95394,score,operational,0.0,0.0,,0,0,15
c852239b5ac95394,score,strict,0.0,0.0,,0,0,15
c852239b5ac95394,pareto,operational,0.0,0.0,,0,0,16
c852239b5ac95394,pareto,strict,0.0,0.0,,0,0,16
c852239b5ac95394,gt_geometry,operational,0.0,0.0,,0,0,12
c852239b5ac95394,gt_geometry,strict,0.0,0.0,,0,0,12
c852239b5ac95394,grpo_mass_pc,operational,0.0,0.0,,0,0,15
c852239b5ac95394,grpo_mass_pc,strict,0.0,0.0,,0,0,0
3c297001ef2d5acb,score,operational,0.0,0.0,,0,0,16
3c297001ef2d5acb,score,strict,0.0,0.0,,0,0,16
3c297001ef2d5acb,pareto,operational,0.0,0.0,,0,0,16
3c297001ef2d5acb,pareto,strict,0.0,0.0,,0,0,16
3c297001ef2d5acb,gt_geometry,operational,0.0009765625,0.0,,0,0,11
3c297001ef2d5acb,gt_geometry,strict,0.0009765625,0.0,,0,0,11
3c297001ef2d5acb,grpo_mass_pc,operational,0.0,0.0,,0,0,16
3c297001ef2d5acb,grpo_mass_pc,strict,0.0,0.0,,0,0,0
123b77fa26425ac1,score,operational,0.0,0.0,,0,0,14
123b77fa26425ac1,score,strict,0.0,0.0,,0,0,14
123b77fa26425ac1,pareto,operational,0.0,0.0,,0,0,14
123b77fa26425ac1,pareto,strict,0.0,0.0,,0,0,14
123b77fa26425ac1,gt_geometry,operational,0.0,0.0,,0,0,11
123b77fa26425ac1,gt_geometry,strict,0.0,0.0,,0,0,11
123b77fa26425ac1,grpo_mass_pc,operational,0.0,0.0,,0,0,14
123b77fa26425ac1,grpo_mass_pc,strict,0.0,0.0,,0,0,0
f97414b6f4a15866,score,operational,0.0,0.0,,0,0,16
f97414b6f4a15866,score,strict,0.0,0.0,,0,0,16
f97414b6f4a15866,pareto,operational,0.0,0.0,,0,0,16
f97414b6f4a15866,pareto,strict,0.0,0.0,,0,0,16
f97414b6f4a15866,gt_geometry,operational,0.0,0.0,,0,0,16
f97414b6f4a15866,gt_geometry,strict,0.0,0.0,,0,0,16
f97414b6f4a15866,grpo_mass_pc,operational,0.0,0.0,,0,0,16
f97414b6f4a15866,grpo_mass_pc,strict,0.0,0.0,,0,0,0
957d3c9491ba5b5b,score,operational,0.0,0.0,,0,0,16
957d3c9491ba5b5b,score,strict,0.0,0.0,,0,0,16
957d3c9491ba5b5b,pareto,operational,0.0,0.0,,0,0,16
957d3c9491ba5b5b,pareto,strict,0.0,0.0,,0,0,16
957d3c9491ba5b5b,gt_geometry,operational,0.0,0.0,,0,0,14
957d3c9491ba5b5b,gt_geometry,strict,0.0,0.0,,0,0,14
957d3c9491ba5b5b,grpo_mass_pc,operational,0.0,0.0,,0,0,16
957d3c9491ba5b5b,grpo_mass_pc,strict,0.0,0.0,,0,0,0
0c9d055f4ccc5d64,score,operational,0.0,0.0,,0,0,16
0c9d055f4ccc5d64,score,strict,0.0,0.0,,0,0,16
0c9d055f4ccc5d64,pareto,operational,0.0,0.0,,0,0,16
0c9d055f4ccc5d64,pareto,strict,0.0,0.0,,0,0,16
0c9d055f4ccc5d64,gt_geometry,operational,0.0,0.0,,0,0,16
0c9d055f4ccc5d64,gt_geometry,strict,0.0,0.0,,0,0,16
0c9d055f4ccc5d64,grpo_mass_pc,operational,0.0,0.0,,0,0,16
0c9d055f4ccc5d64,grpo_mass_pc,strict,0.0,0.0,,0,0,0
cbaf3221997c55be,score,operational,0.0,0.0,,0,0,16
cbaf3221997c55be,score,strict,0.0,0.0,,0,0,16
cbaf3221997c55be,pareto,operational,0.0,0.0,,0,0,16
cbaf3221997c55be,pareto,strict,0.0,0.0,,0,0,16
cbaf3221997c55be,gt_geometry,operational,0.0,0.0,,0,0,11
cbaf3221997c55be,gt_geometry,strict,0.0,0.0,,0,0,11
cbaf3221997c55be,grpo_mass_pc,operational,0.0,0.0,,0,0,16
cbaf3221997c55be,grpo_mass_pc,strict,0.0,0.0,,0,0,0
a02463c8a92d56ce,score,operational,0.0,0.0,,0,0,16
a02463c8a92d56ce,score,strict,0.0,0.0,,0,0,16
a02463c8a92d56ce,pareto,operational,0.0,0.0,,0,0,16
a02463c8a92d56ce,pareto,strict,0.0,0.0,,0,0,16
a02463c8a92d56ce,gt_geometry,operational,0.0,0.0,,0,0,16
a02463c8a92d56ce,gt_geometry,strict,0.0,0.0,,0,0,16
a02463c8a92d56ce,grpo_mass_pc,operational,0.0,0.0,,0,0,16
a02463c8a92d56ce,grpo_mass_pc,strict,0.0,0.0,,0,0,0
d91a4c7d1d9e5647,score,operational,0.0,0.0,,0,0,16
d91a4c7d1d9e5647,score,strict,0.0,0.0,,0,0,16
d91a4c7d1d9e5647,pareto,operational,0.0,0.0,,0,0,16
d91a4c7d1d9e5647,pareto,strict,0.0,0.0,,0,0,16
d91a4c7d1d9e5647,gt_geometry,operational,0.0,0.0,,0,0,12
d91a4c7d1d9e5647,gt_geometry,strict,0.0,0.0,,0,0,12
d91a4c7d1d9e5647,grpo_mass_pc,operational,0.0,0.0,,0,0,16
d91a4c7d1d9e5647,grpo_mass_pc,strict,0.0,0.0,,0,0,0
742b1d2c6cf156c6,score,operational,0.0,0.0,,0,0,16
742b1d2c6cf156c6,score,strict,0.0,0.0,,0,0,16
742b1d2c6cf156c6,pareto,operational,0.0,0.0,,0,0,16
742b1d2c6cf156c6,pareto,strict,0.0,0.0,,0,0,16
742b1d2c6cf156c6,gt_geometry,operational,0.0,0.0,,0,0,11
742b1d2c6cf156c6,gt_geometry,strict,0.0,0.0,,0,0,11
742b1d2c6cf156c6,grpo_mass_pc,operational,0.0,0.0,,0,0,16
742b1d2c6cf156c6,grpo_mass_pc,strict,0.0,0.0,,0,0,0
8b3e9121fd57540f,score,operational,0.0,0.0,,0,0,15
8b3e9121fd57540f,score,strict,0.0,0.0,,0,0,15
8b3e9121fd57540f,pareto,operational,0.0,0.0,,0,0,15
8b3e9121fd57540f,pareto,strict,0.0,0.0,,0,0,15
8b3e9121fd57540f,gt_geometry,operational,0.0,0.0,,0,0,11
8b3e9121fd57540f,gt_geometry,strict,0.0,0.0,,0,0,11
8b3e9121fd57540f,grpo_mass_pc,operational,0.0,0.0,,0,0,15
8b3e9121fd57540f,grpo_mass_pc,strict,0.0,0.0,,0,0,0
bdf3b83064235e17,score,operational,0.0,0.0,,0,0,16
bdf3b83064235e17,score,strict,0.0,0.0,,0,0,16
bdf3b83064235e17,pareto,operational,0.0,0.0,,0,0,16
bdf3b83064235e17,pareto,strict,0.0,0.0,,0,0,16
bdf3b83064235e17,gt_geometry,operational,0.0,0.0,,0,0,16
bdf3b83064235e17,gt_geometry,strict,0.0,0.0,,0,0,16
bdf3b83064235e17,grpo_mass_pc,operational,0.0,0.0,,0,0,16
bdf3b83064235e17,grpo_mass_pc,strict,0.0,0.0,,0,0,0
ab000bda9ccf5150,score,operational,0.0,0.0,,0,0,16
ab000bda9ccf5150,score,strict,0.0,0.0,,0,0,16
ab000bda9ccf5150,pareto,operational,0.0,0.0,,0,0,16
ab000bda9ccf5150,pareto,strict,0.0,0.0,,0,0,16
ab000bda9ccf5150,gt_geometry,operational,0.0,0.0,,0,0,16
ab000bda9ccf5150,gt_geometry,strict,0.0,0.0,,0,0,16
ab000bda9ccf5150,grpo_mass_pc,operational,0.0,0.0,,0,0,16
ab000bda9ccf5150,grpo_mass_pc,strict,0.0,0.0,,0,0,0
e165b9b4eb5f5cf4,score,operational,0.0,0.0,,0,0,16
e165b9b4eb5f5cf4,score,strict,0.0,0.0,,0,0,16
e165b9b4eb5f5cf4,pareto,operational,0.0,0.0,,0,0,16
e165b9b4eb5f5cf4,pareto,strict,0.0,0.0,,0,0,16
e165b9b4eb5f5cf4,gt_geometry,operational,0.0,0.0,,0,0,16
e165b9b4eb5f5cf4,gt_geometry,strict,0.0,0.0,,0,0,16
e165b9b4eb5f5cf4,grpo_mass_pc,operational,0.0,0.0,,0,0,16
e165b9b4eb5f5cf4,grpo_mass_pc,strict,0.0,0.0,,0,0,0
dcb23119258e58ec,score,operational,0.0,0.0,,0,0,15
dcb23119258e58ec,score,strict,0.0,0.0,,0,0,15
dcb23119258e58ec,pareto,operational,0.0,0.0,,0,0,15
dcb23119258e58ec,pareto,strict,0.0,0.0,,0,0,15
dcb23119258e58ec,gt_geometry,operational,0.0,0.0,,0,0,14
dcb23119258e58ec,gt_geometry,strict,0.0,0.0,,0,0,14
dcb23119258e58ec,grpo_mass_pc,operational,0.0,0.0,,0,0,15
dcb23119258e58ec,grpo_mass_pc,strict,0.0,0.0,,0,0,0
f0328bdcd0e15d3a,score,operational,0.0,0.0,,0,0,16
f0328bdcd0e15d3a,score,strict,0.0,0.0,,0,0,16
f0328bdcd0e15d3a,pareto,operational,0.0,0.0,,0,0,16
f0328bdcd0e15d3a,pareto,strict,0.0,0.0,,0,0,16
f0328bdcd0e15d3a,gt_geometry,operational,0.0,0.0,,0,0,12
f0328bdcd0e15d3a,gt_geometry,strict,0.0,0.0,,0,0,12
f0328bdcd0e15d3a,grpo_mass_pc,operational,0.0,0.0,,0,0,16
f0328bdcd0e15d3a,grpo_mass_pc,strict,0.0,0.0,,0,0,0
c6538928de9c552b,score,operational,0.0,0.0,,0,0,12
c6538928de9c552b,score,strict,0.0,0.0,,0,0,12
c6538928de9c552b,pareto,operational,0.0,0.0,,0,0,12
c6538928de9c552b,pareto,strict,0.0,0.0,,0,0,12
c6538928de9c552b,gt_geometry,operational,0.0,0.0,,0,0,9
c6538928de9c552b,gt_geometry,strict,0.0,0.0,,0,0,9
c6538928de9c552b,grpo_mass_pc,operational,0.0,0.0,,0,0,12
c6538928de9c552b,grpo_mass_pc,strict,0.0,0.0,,0,0,0
56da0490b78b5033,score,operational,0.0,0.0,,0,0,13
56da0490b78b5033,score,strict,0.0,0.0,,0,0,13
56da0490b78b5033,pareto,operational,0.0,0.0,,0,0,13
56da0490b78b5033,pareto,strict,0.0,0.0,,0,0,13
56da0490b78b5033,gt_geometry,operational,0.0,0.0,,0,0,10
56da0490b78b5033,gt_geometry,strict,0.0,0.0,,0,0,10
56da0490b78b5033,grpo_mass_pc,operational,0.0,0.0,,0,0,13
56da0490b78b5033,grpo_mass_pc,strict,0.0,0.0,,0,0,0
8fc454e70d1554b7,score,operational,0.0,0.0,,0,0,16
8fc454e70d1554b7,score,strict,0.0,0.0,,0,0,16
8fc454e70d1554b7,pareto,operational,0.0,0.0,,0,0,16
8fc454e70d1554b7,pareto,strict,0.0,0.0,,0,0,16
8fc454e70d1554b7,gt_geometry,operational,0.0,0.0,,0,0,16
8fc454e70d1554b7,gt_geometry,strict,0.0,0.0,,0,0,16
8fc454e70d1554b7,grpo_mass_pc,operational,0.0,0.0,,0,0,16
8fc454e70d1554b7,grpo_mass_pc,strict,0.0,0.0,,0,0,0
3eceeb425c3a560b,score,operational,0.0,0.0,,0,0,16
3eceeb425c3a560b,score,strict,0.0,0.0,,0,0,16
3eceeb425c3a560b,pareto,operational,0.0,0.0,,0,0,16
3eceeb425c3a560b,pareto,strict,0.0,0.0,,0,0,16
3eceeb425c3a560b,gt_geometry,operational,0.0,0.0,,0,0,12
3eceeb425c3a560b,gt_geometry,strict,0.0,0.0,,0,0,12
3eceeb425c3a560b,grpo_mass_pc,operational,0.0,0.0,,0,0,16
3eceeb425c3a560b,grpo_mass_pc,strict,0.0,0.0,,0,0,0
5e7d1f34a80c5e46,score,operational,0.0,0.0,,0,0,16
