pair_id,protocol,gap_limit,token,exact_source,NC,DAC,near_region,near_index,far_index,PDMS_gap,near_PDMS,far_PDMS,near_q,far_q,near_r_knn,far_r_knn,common_noise_key
primary:277898ef740c5ab1:145:153,primary,0.25,277898ef740c5ab1,Bridge-0.4_mts_8751,1.0,1.0,boundary,145,153,0.0,100.0,100.0,93.75,96.09375,1.472298688221277,1.6167785055464465,primary:277898ef740c5ab1:145:153
primary:277898ef740c5ab1:149:157,primary,0.25,277898ef740c5ab1,Bridge-0.4_mts_8751,1.0,1.0,boundary,149,157,0.0,100.0,100.0,90.625,96.09375,1.3917044100317073,1.6394955405167135,primary:277898ef740c5ab1:149:157
primary:277898ef740c5ab1:138:130,primary,0.25,277898ef740c5ab1,Bridge-0.6_mts_8692,1.0,1.0,boundary,138,130,0.0,100.0,100.0,92.1875,98.4375,1.438764666011957,1.9507416770090982,primary:277898ef740c5ab1:138:130
primary:277898ef740c5ab1:11:0,primary,0.25,277898ef740c5ab1,GT,1.0,1.0,boundary,11,0,0.0,100.0,100.0,89.84375,98.4375,1.350677084582535,1.857009551951422,primary:277898ef740c5ab1:11:0
primary:277898ef740c5ab1:13:1,primary,0.25,277898ef740c5ab1,GT,1.0,1.0,boundary,13,1,0.0,100.0,100.0,89.0625,97.65625,1.3393692629773306,1.7380068481141635,primary:277898ef740c5ab1:13:1
primary:277898ef740c5ab1:14:2,primary,0.25,277898ef740c5ab1,GT,1.0,1.0,boundary,14,2,0.0,100.0,100.0,91.40625,98.4375,1.4239164657066257,1.9500317119913253,primary:277898ef740c5ab1:14:2
primary:277898ef740c5ab1:19:3,primary,0.25,277898ef740c5ab1,GT,1.0,1.0,boundary,19,3,0.0,100.0,100.0,72.65625,97.65625,1.141523357028902,1.7387618020786266,primary:277898ef740c5ab1:19:3
primary:277898ef740c5ab1:24:4,primary,0.25,277898ef740c5ab1,GT,1.0,1.0,boundary,24,4,0.0,100.0,100.0,65.625,97.65625,1.0854041746798495,1.7250765404900286,primary:277898ef740c5ab1:24:4
primary:277898ef740c5ab1:34:37,primary,0.25,277898ef740c5ab1,IL-native,1.0,1.0,boundary,34,37,0.0,100.0,100.0,57.03125,97.65625,1.0235480172594011,1.7721992615669073,primary:277898ef740c5ab1:34:37
primary:277898ef740c5ab1:38:61,primary,0.25,277898ef740c5ab1,IL-native,1.0,1.0,boundary,38,61,0.0,100.0,100.0,61.71875,96.09375,1.0575673768227796,1.6315931708803875,primary:277898ef740c5ab1:38:61
primary:278907212b495e23:63:38,primary,0.25,278907212b495e23,IL-native,1.0,1.0,boundary,63,38,0.0018553875615339166,95.3150662432377,95.31692163079923,77.34375,96.875,1.1652315606041137,1.4999465609752072,primary:278907212b495e23:63:38
primary:278907212b495e23:58:62,primary,0.25,278907212b495e23,IL-native,1.0,1.0,core,58,62,0.04779715658993666,96.06404606040925,96.01624890381932,47.65625,97.65625,0.9845921059590814,1.7086442054239834,primary:278907212b495e23:58:62
primary:279ff8e3850c54e2:146:158,primary,0.25,279ff8e3850c54e2,Bridge-0.6_mts_8751,1.0,1.0,boundary,146,158,0.22611124214878942,95.50436685998216,95.27825561783337,94.53125,95.3125,1.8846720300356223,1.9934265871745518,primary:279ff8e3850c54e2:146:158
primary:279ff8e3850c54e2:4:20,primary,0.25,279ff8e3850c54e2,GT,1.0,1.0,boundary,4,20,0.010860281317874865,94.76920048435392,94.75834020303604,83.59375,100.0,1.2692935300627466,2.8369971522489883,primary:279ff8e3850c54e2:4:20
primary:279ff8e3850c54e2:5:21,primary,0.25,279ff8e3850c54e2,GT,1.0,1.0,boundary,5,21,0.0001837390800716321,94.80299667821973,94.80281293913966,89.84375,100.0,1.3874176616429623,3.973713527906511,primary:279ff8e3850c54e2:5:21
primary:279ff8e3850c54e2:9:25,primary,0.25,279ff8e3850c54e2,GT,1.0,1.0,boundary,9,25,0.23927574624462977,94.90731281338239,95.14658855962702,92.1875,100.0,1.6248752588885307,6.5620299001435365,primary:279ff8e3850c54e2:9:25
primary:279ff8e3850c54e2:70:74,primary,0.25,279ff8e3850c54e2,mts_8692,1.0,1.0,boundary,70,74,0.004704086881801572,93.32934445712938,93.33404854401118,94.53125,96.09375,1.8748844149089716,2.0304790946188627,primary:279ff8e3850c54e2:70:74
primary:288f0194b6d45858:48:58,primary,0.25,288f0194b6d45858,IL-native,1.0,1.0,boundary,48,58,0.030157687767186303,92.52345142021258,92.55360910797977,89.84375,100.0,1.5233112104936448,2.594401764530616,primary:288f0194b6d45858:48:58
primary:288f0194b6d45858:49:62,primary,0.25,288f0194b6d45858,IL-native,1.0,1.0,boundary,49,62,0.06809394497214782,92.33273945449744,92.2646455095253,65.625,99.21875,1.1094131580529485,2.143692004573156,primary:288f0194b6d45858:49:62
primary:289087a782995ef0:144:148,primary,0.25,289087a782995ef0,Bridge-0.2_mts_8751,1.0,1.0,boundary,144,148,0.0,100.0,100.0,87.5,97.65625,1.3547289161136016,1.6245866524681,primary:289087a782995ef0:144:148
primary:289087a782995ef0:134:130,primary,0.25,289087a782995ef0,Bridge-0.6_mts_8692,1.0,1.0,boundary,134,130,0.0,100.0,100.0,92.96875,96.09375,1.4178241128264188,1.5597608688166174,primary:289087a782995ef0:134:130
primary:289087a782995ef0:32:33,primary,0.25,289087a782995ef0,IL-native,1.0,1.0,boundary,32,33,0.0,100.0,100.0,88.28125,95.3125,1.3627813005635345,1.5216509483087215,primary:289087a782995ef0:32:33
primary:289087a782995ef0:36:39,primary,0.25,289087a782995ef0,IL-native,1.0,1.0,boundary,36,39,0.0,100.0,100.0,87.5,95.3125,1.3299779360996133,1.504577209423431,primary:289087a782995ef0:36:39
primary:28b79e32839a543b:148:144,primary,0.25,28b79e32839a543b,Bridge-0.2_mts_8751,1.0,1.0,boundary,148,144,0.0,100.0,100.0,81.25,96.875,1.2139101926780225,1.8199229289750878,primary:28b79e32839a543b:148:144
primary:28b79e32839a543b:149:145,primary,0.25,28b79e32839a543b,Bridge-0.4_mts_8751,1.0,1.0,boundary,149,145,0.0,100.0,100.0,93.75,97.65625,1.5440234931178312,2.4482121800177707,primary:28b79e32839a543b:149:145
primary:28b79e32839a543b:32:38,primary,0.25,28b79e32839a543b,IL-native,1.0,1.0,boundary,32,38,0.0,100.0,100.0,69.53125,99.21875,1.0964187835930148,2.9557326380550366,primary:28b79e32839a543b:32:38
primary:28b79e32839a543b:33:63,primary,0.25,28b79e32839a543b,IL-native,1.0,1.0,boundary,33,63,0.0,100.0,100.0,67.1875,97.65625,1.0757947208897558,2.817737853567369,primary:28b79e32839a543b:33:63
primary:28c5133d23575e81:32:53,primary,0.25,28c5133d23575e81,IL-native,1.0,1.0,boundary,32,53,0.0028227627629178187,90.22821610896389,90.22539334620097,94.53125,99.21875,1.5639527528254888,1.9942544512039566,primary:28c5133d23575e81:32:53
primary:28c5133d23575e81:35:61,primary,0.25,28c5133d23575e81,IL-native,1.0,1.0,boundary,35,61,0.022737471383280194,90.29031565608555,90.26757818470227,80.46875,95.3125,1.208423497194806,1.5953622315298717,primary:28c5133d23575e81:35:61
primary:28c5133d23575e81:36:47,primary,0.25,28c5133d23575e81,IL-native,1.0,1.0,boundary,36,47,0.007010174357588994,89.89180765291097,89.89881782726856,61.71875,96.09375,1.0757558460859384,1.6094064032133018,primary:28c5133d23575e81:36:47
primary:28c5133d23575e81:46:37,primary,0.25,28c5133d23575e81,IL-native,1.0,1.0,boundary,46,37,0.02446067198738433,89.93625753429959,89.9117968623122,62.5,99.21875,1.0784046519183033,2.1220838142321194,primary:28c5133d23575e81:46:37
primary:28c5133d23575e81:52:44,primary,0.25,28c5133d23575e81,IL-native,1.0,1.0,boundary,52,44,0.01114466961901428,90.48004134912232,90.4688966795033,87.5,96.09375,1.3512421449676308,1.6080311870666213,primary:28c5133d23575e81:52:44
primary:293fd2580df350a8:36:38,primary,0.25,293fd2580df350a8,IL-native,1.0,1.0,boundary,36,38,0.0,100.0,100.0,57.03125,99.21875,1.0394768353823096,3.1466532747817566,primary:293fd2580df350a8:36:38
primary:293fd2580df350a8:37:57,primary,0.25,293fd2580df350a8,IL-native,1.0,1.0,boundary,37,57,0.0,100.0,100.0,56.25,97.65625,1.0302178423335329,2.2497184908388634,primary:293fd2580df350a8:37:57
primary:296345c58a77547f:138:142,primary,0.25,296345c58a77547f,Bridge-0.6_mts_8692,1.0,1.0,boundary,138,142,0.08592441166595677,87.54647823929754,87.46055382763159,88.28125,97.65625,1.3684793544330816,1.7074737196810503,primary:296345c58a77547f:138:142
primary:296345c58a77547f:32:46,primary,0.25,296345c58a77547f,IL-native,1.0,1.0,boundary,32,46,0.039064646760181176,86.56121253678356,86.60027718354374,94.53125,95.3125,1.530101598320793,1.6400140701816521,primary:296345c58a77547f:32:46
primary:296345c58a77547f:62:42,primary,0.25,296345c58a77547f,IL-native,1.0,1.0,boundary,62,42,0.21045071447655062,87.52444857796277,87.73489929243932,86.71875,97.65625,1.3077991834997962,1.9937715738911554,primary:296345c58a77547f:62:42
primary:29b53c57c19b57fe:148:144,primary,0.25,29b53c57c19b57fe,Bridge-0.2_mts_8751,1.0,1.0,boundary,148,144,0.009766213563381143,88.71139313526044,88.72115934882382,93.75,95.3125,1.604972861194224,1.7062390241024912,primary:29b53c57c19b57fe:148:144
primary:2a2403c9b08b53ac:168:164,primary,0.25,2a2403c9b08b53ac,Bridge-0.2_grpo_9041,1.0,1.0,boundary,168,164,0.001620749073680372,95.9863015424657,95.98792229153938,92.96875,96.09375,1.4923369813985252,1.5845077219876975,primary:2a2403c9b08b53ac:168:164
primary:2a2403c9b08b53ac:152:144,primary,0.25,2a2403c9b08b53ac,Bridge-0.2_mts_8751,1.0,1.0,boundary,152,144,0.014961907736520175,94.75727269771778,94.7722346054543,78.125,96.875,1.1980732154720044,1.679990757969013,primary:2a2403c9b08b53ac:152:144
primary:2a2403c9b08b53ac:156:148,primary,0.25,2a2403c9b08b53ac,Bridge-0.2_mts_8751,1.0,1.0,boundary,156,148,0.0040499243882266,94.74838553132582,94.7443356069376,78.125,97.65625,1.2367686183160906,1.7200988293917245,primary:2a2403c9b08b53ac:156:148
primary:2a2403c9b08b53ac:153:149,primary,0.25,2a2403c9b08b53ac,Bridge-0.4_mts_8751,1.0,1.0,boundary,153,149,0.004732500561487996,94.66300387247011,94.65827137190863,94.53125,100.0,1.543501412628517,2.0413480287972496,primary:2a2403c9b08b53ac:153:149
primary:2a2403c9b08b53ac:42:51,primary,0.25,2a2403c9b08b53ac,IL-native,1.0,1.0,boundary,42,51,0.04116437197538403,95.9383542382841,95.97951861025949,71.09375,100.0,1.1313237337295703,2.0444325486273374,primary:2a2403c9b08b53ac:42:51
primary:2ab1b3941f7153cb:139:135,primary,0.25,2ab1b3941f7153cb,Bridge-0.8_mts_8692,1.0,1.0,boundary,139,135,0.06788618107391642,94.56174711761079,94.62963329868471,93.75,95.3125,1.8796736393650615,2.0454197938120036,primary:2ab1b3941f7153cb:139:135
primary:2ab1b3941f7153cb:143:131,primary,0.25,2ab1b3941f7153cb,Bridge-0.8_mts_8692,1.0,1.0,boundary,143,131,0.08819215478546027,94.55461383861078,94.64280599339624,93.75,95.3125,1.7916511354883768,2.165287494854792,primary:2ab1b3941f7153cb:143:131
primary:2ab1b3941f7153cb:12:24,primary,0.25,2ab1b3941f7153cb,GT,1.0,1.0,boundary,12,24,0.1936858846048608,94.96032454040235,94.7666386557975,93.75,100.0,1.857593886173673,9.033520051440837,primary:2ab1b3941f7153cb:12:24
primary:2ab1b3941f7153cb:71:75,primary,0.25,2ab1b3941f7153cb,mts_8692,1.0,1.0,boundary,71,75,0.049495966920147794,94.48697313984663,94.43747717292648,94.53125,95.3125,1.9916376866972787,2.2153457775164833,primary:2ab1b3941f7153cb:71:75
primary:2ad520fb925f5ace:128:132,primary,0.25,2ad520fb925f5ace,Bridge-0.2_mts_8692,1.0,1.0,boundary,128,132,0.026983263745648856,95.9800032146414,95.95301995089575,93.75,96.09375,1.5278657248454064,1.6891809080206381,primary:2ad520fb925f5ace:128:132
primary:2ad520fb925f5ace:140:136,primary,0.25,2ad520fb925f5ace,Bridge-0.2_mts_8692,1.0,1.0,boundary,140,136,0.005986418042922992,95.93874529279756,95.94473171084049,93.75,95.3125,1.54252865618072,1.5973348487008319,primary:2ad520fb925f5ace:140:136
primary:2ae0a44cc4de5c4a:141:129,primary,0.25,2ae0a44cc4de5c4a,Bridge-0.4_mts_8692,1.0,1.0,boundary,141,129,0.0,100.0,100.0,91.40625,96.875,1.8252407390758354,2.182250457441322,primary:2ae0a44cc4de5c4a:141:129
primary:2ae8ac90c0ae5c8d:46:53,primary,0.25,2ae8ac90c0ae5c8d,IL-native,1.0,1.0,boundary,46,53,0.08007974894255199,93.48288591761792,93.40280616867537,94.53125,96.875,1.7548105936199665,1.9313208491801026,primary:2ae8ac90c0ae5c8d:46:53
primary:2ae8ac90c0ae5c8d:54:62,primary,0.25,2ae8ac90c0ae5c8d,IL-native,1.0,1.0,boundary,54,62,0.00837695563888019,94.34455996421258,94.35293691985146,77.34375,99.21875,1.2375220816438928,2.2300694333030955,primary:2ae8ac90c0ae5c8d:54:62
primary:2af1778054cf51a4:42:51,primary,0.25,2af1778054cf51a4,IL-native,1.0,1.0,boundary,42,51,0.009449618838957008,86.1238880681968,86.11443844935785,52.34375,96.09375,1.0242024176760218,1.8449956803296674,primary:2af1778054cf51a4:42:51
primary:2b07bad4bce156cd:22:0,primary,0.25,2b07bad4bce156cd,GT,1.0,1.0,boundary,22,0,0.0,100.0,100.0,85.15625,100.0,1.351668718464424,3.6850320887971524,primary:2b07bad4bce156cd:22:0
primary:2b07bad4bce156cd:24:1,primary,0.25,2b07bad4bce156cd,GT,1.0,1.0,boundary,24,1,0.0,100.0,100.0,89.0625,100.0,1.4144134181478847,3.7556380147793713,primary:2b07bad4bce156cd:24:1
primary:2b2663b56a6555a2:32:45,primary,0.25,2b2663b56a6555a2,IL-native,1.0,0.0,boundary,32,45,0.0,0.0,0.0,85.9375,99.21875,1.490558875742413,2.4035845243910363,primary:2b2663b56a6555a2:32:45
primary:2b2663b56a6555a2:41:47,primary,0.25,2b2663b56a6555a2,IL-native,1.0,1.0,boundary,41,47,0.0,100.0,100.0,71.09375,98.4375,1.2473785296499031,2.2064730013169265,primary:2b2663b56a6555a2:41:47
primary:2b62f0fd336e5ce1:0:1,primary,0.25,2b62f0fd336e5ce1,GT,1.0,1.0,boundary,0,1,0.0009936519336690708,84.34093215012362,84.34192580205729,92.96875,96.09375,1.7812218595954759,2.0716550689521225,primary:2b62f0fd336e5ce1:0:1
primary:2b62f0fd336e5ce1:2:16,primary,0.25,2b62f0fd336e5ce1,GT,1.0,1.0,boundary,2,16,0.05164476512584315,84.46319689443206,84.41155212930622,90.625,100.0,1.627853599532188,6.300416664271851,primary:2b62f0fd336e5ce1:2:16
primary:2b62f0fd336e5ce1:4:18,primary,0.25,2b62f0fd336e5ce1,GT,1.0,1.0,boundary,4,18,0.002187924707726552,84.36518630691752,84.3629983822098,90.625,100.0,1.6346867566556829,5.991915178725588,primary:2b62f0fd336e5ce1:4:18
primary:2b62f0fd336e5ce1:7:24,primary,0.25,2b62f0fd336e5ce1,GT,1.0,1.0,boundary,7,24,0.04014974943231664,84.01678421801577,83.97663446858346,94.53125,100.0,1.9310129119732762,10.52816103448729,primary:2b62f0fd336e5ce1:7:24
primary:2b62f0fd336e5ce1:8:10,primary,0.25,2b62f0fd336e5ce1,GT,1.0,1.0,boundary,8,10,0.003798239217658761,84.32940641186418,84.33320465108184,94.53125,97.65625,1.9889162517667296,2.619565225434926,primary:2b62f0fd336e5ce1:8:10
primary:2b62f0fd336e5ce1:9:20,primary,0.25,2b62f0fd336e5ce1,GT,1.0,1.0,boundary,9,20,0.08236373165880195,84.6535720842462,84.5712083525874,92.96875,100.0,1.7653656532884128,8.664161152999347,primary:2b62f0fd336e5ce1:9:20
primary:2b62f0fd336e5ce1:12:14,primary,0.25,2b62f0fd336e5ce1,GT,1.0,1.0,boundary,12,14,0.18813006504750263,84.95581303867687,84.76768297362936,90.625,96.875,1.6492846434286856,2.3016820430670544,primary:2b62f0fd336e5ce1:12:14
primary:2b62f0fd336e5ce1:26:5,primary,0.25,2b62f0fd336e5ce1,GT,1.0,1.0,boundary,26,5,0.0016763509894985873,84.34109050163107,84.34276685262057,90.625,95.3125,1.655669813289837,2.04652486108167,primary:2b62f0fd336e5ce1:26:5
primary:2b62f0fd336e5ce1:28:3,primary,0.25,2b62f0fd336e5ce1,GT,1.0,1.0,boundary,28,3,0.00031123304098912286,84.3350942678028,84.33478303476181,90.625,96.09375,1.637640450791673,2.0881729866014753,primary:2b62f0fd336e5ce1:28:3
primary:2b62f0fd336e5ce1:30:6,primary,0.25,2b62f0fd336e5ce1,GT,1.0,1.0,boundary,30,6,0.007401211385044348,84.33742477621803,84.34482598760307,93.75,95.3125,1.8642554821647541,2.0426455373336063,primary:2b62f0fd336e5ce1:30:6
primary:2b6a3141bbd95909:33:35,primary,0.25,2b6a3141bbd95909,IL-native,1.0,1.0,boundary,33,35,0.0,100.0,100.0,85.15625,96.09375,1.1808449465587512,1.9185927225867843,primary:2b6a3141bbd95909:33:35
primary:2b6a3141bbd95909:34:58,primary,0.25,2b6a3141bbd95909,IL-native,1.0,1.0,boundary,34,58,0.0,100.0,100.0,71.09375,98.4375,1.0751363628371096,2.0517244436888573,primary:2b6a3141bbd95909:34:58
primary:2bdd7e6fdc0e5977:176:184,primary,0.25,2bdd7e6fdc0e5977,Bridge-0.2_apr_9145,1.0,1.0,boundary,176,184,0.0,100.0,100.0,94.53125,96.09375,1.8741248219446869,1.9735676568028786,primary:2bdd7e6fdc0e5977:176:184
primary:2bdd7e6fdc0e5977:180:188,primary,0.25,2bdd7e6fdc0e5977,Bridge-0.2_apr_9145,1.0,1.0,boundary,180,188,0.0,100.0,100.0,91.40625,96.09375,1.7231883991986463,1.9709228732058062,primary:2bdd7e6fdc0e5977:180:188
primary:2bdd7e6fdc0e5977:134:130,primary,0.25,2bdd7e6fdc0e5977,Bridge-0.6_mts_8692,1.0,1.0,boundary,134,130,0.0,100.0,100.0,94.53125,96.09375,1.8458102757052455,1.9720181361543236,primary:2bdd7e6fdc0e5977:134:130
primary:2bdd7e6fdc0e5977:138:142,primary,0.25,2bdd7e6fdc0e5977,Bridge-0.6_mts_8692,1.0,1.0,boundary,138,142,0.0,100.0,100.0,94.53125,96.875,1.8635102978575624,2.1540620834209125,primary:2bdd7e6fdc0e5977:138:142
primary:2bdd7e6fdc0e5977:17:0,primary,0.25,2bdd7e6fdc0e5977,GT,1.0,1.0,boundary,17,0,0.0,100.0,100.0,91.40625,96.875,1.6901287891295758,2.3982357391573204,primary:2bdd7e6fdc0e5977:17:0
primary:2bdd7e6fdc0e5977:19:1,primary,0.25,2bdd7e6fdc0e5977,GT,1.0,1.0,boundary,19,1,0.0,100.0,100.0,89.84375,97.65625,1.6087234635774394,2.4687315217237447,primary:2bdd7e6fdc0e5977:19:1
primary:2bdd7e6fdc0e5977:34:51,primary,0.25,2bdd7e6fdc0e5977,IL-native,1.0,1.0,boundary,34,51,0.0,100.0,100.0,77.34375,96.875,1.2075794076105775,2.390631697958637,primary:2bdd7e6fdc0e5977:34:51
primary:2bdd7e6fdc0e5977:37:58,primary,0.25,2bdd7e6fdc0e5977,IL-native,1.0,1.0,boundary,37,58,0.0,100.0,100.0,50.78125,100.0,1.000629476388139,3.245374417706839,primary:2bdd7e6fdc0e5977:37:58
primary:2c274b54e82b55e7:140:136,primary,0.25,2c274b54e82b55e7,Bridge-0.2_mts_8692,1.0,1.0,boundary,140,136,0.01554607034516664,83.27159253963039,83.28713860997556,93.75,95.3125,1.6959473340267694,1.7774967314471788,primary:2c274b54e82b55e7:140:136
primary:2c772a570884587c:130:134,primary,0.25,2c772a570884587c,Bridge-0.6_mts_8692,1.0,1.0,boundary,130,134,0.0,100.0,100.0,76.5625,96.875,1.2036391765450165,1.5650510815549141,primary:2c772a570884587c:130:134
primary:2c772a570884587c:147:151,primary,0.25,2c772a570884587c,Bridge-0.8_mts_8751,1.0,1.0,boundary,147,151,0.0,100.0,100.0,92.1875,96.09375,1.3826005449512953,1.514003085189106,primary:2c772a570884587c:147:151
primary:2c772a570884587c:155:159,primary,0.25,2c772a570884587c,Bridge-0.8_mts_8751,1.0,1.0,boundary,155,159,0.0,100.0,100.0,90.625,95.3125,1.3731314382726016,1.4977832000699485,primary:2c772a570884587c:155:159
primary:2c772a570884587c:34:35,primary,0.25,2c772a570884587c,IL-native,1.0,1.0,boundary,34,35,0.0,100.0,100.0,92.1875,96.875,1.3785679192008842,1.5881080000208225,primary:2c772a570884587c:34:35
primary:2c772a570884587c:36:39,primary,0.25,2c772a570884587c,IL-native,1.0,1.0,boundary,36,39,0.0,100.0,100.0,92.1875,95.3125,1.4112258779470754,1.4830362082868458,primary:2c772a570884587c:36:39
primary:2c772a570884587c:37:42,primary,0.25,2c772a570884587c,IL-native,1.0,1.0,boundary,37,42,0.0,100.0,100.0,64.84375,96.875,1.0643028818347873,1.6024473261411787,primary:2c772a570884587c:37:42
primary:2c772a570884587c:38:45,primary,0.25,2c772a570884587c,IL-native,1.0,1.0,boundary,38,45,0.0,100.0,100.0,76.5625,96.875,1.202910060257428,1.5918231108055005,primary:2c772a570884587c:38:45
primary:2c87600ce5a15f76:35:39,primary,0.25,2c87600ce5a15f76,IL-native,1.0,1.0,boundary,35,39,0.021219896370425317,96.24527270254836,96.26649259891879,76.5625,100.0,1.3147672944878344,5.592601517944871,primary:2c87600ce5a15f76:35:39
primary:2c87600ce5a15f76:61:57,primary,0.25,2c87600ce5a15f76,IL-native,1.0,1.0,boundary,61,57,0.08298150691661021,95.55067370971807,95.63365521663468,67.96875,95.3125,1.1574297894935113,2.407399582711385,primary:2c87600ce5a15f76:61:57
primary:2ce54722e81a5726:129:137,primary,0.25,2ce54722e81a5726,Bridge-0.4_mts_8692,1.0,1.0,boundary,129,137,0.0,100.0,100.0,94.53125,96.09375,1.79245698004027,1.9155501624523088,primary:2ce54722e81a5726:129:137
primary:2ce54722e81a5726:149:145,primary,0.25,2ce54722e81a5726,Bridge-0.4_mts_8751,1.0,1.0,boundary,149,145,0.0,100.0,100.0,94.53125,100.0,1.7846859197508258,2.405344417298265,primary:2ce54722e81a5726:149:145
primary:2ce54722e81a5726:32:62,primary,0.25,2ce54722e81a5726,IL-native,1.0,1.0,boundary,32,62,0.0,100.0,100.0,75.0,95.3125,1.2107068449239153,1.9015155897217284,primary:2ce54722e81a5726:32:62
primary:2ce59f70a15b5ddf:24:0,primary,0.25,2ce59f70a15b5ddf,GT,1.0,1.0,boundary,24,0,0.0,100.0,100.0,89.84375,100.0,1.4236937700961103,4.43646374986606,primary:2ce59f70a15b5ddf:24:0
primary:2db045daf25c5bb7:47:54,primary,0.25,2db045daf25c5bb7,IL-native,1.0,1.0,boundary,47,54,0.049936868175549876,93.86030586960892,93.91024273778447,89.0625,96.09375,1.355906298411447,1.8192774059277068,primary:2db045daf25c5bb7:47:54
primary:2db045daf25c5bb7:36:34,primary,0.25,2db045daf25c5bb7,IL-native,1.0,1.0,core,36,34,0.12024164223511491,91.51237725847528,91.39213561624017,42.1875,99.21875,0.9548186042266246,1.983554823197903,primary:2db045daf25c5bb7:36:34
primary:2dd169c11ca55cf5:57:37,primary,0.25,2dd169c11ca55cf5,IL-native,1.0,1.0,boundary,57,37,0.010824929373924874,94.09653480532326,94.08570987594933,81.25,95.3125,1.2414892003826088,1.657643127205964,primary:2dd169c11ca55cf5:57:37
primary:2dd169c11ca55cf5:62:56,primary,0.25,2dd169c11ca55cf5,IL-native,1.0,1.0,boundary,62,56,0.1383530648415956,94.71881964118919,94.85717270603078,69.53125,95.3125,1.1217466966869871,1.7821284656072596,primary:2dd169c11ca55cf5:62:56
primary:2e2bb8bb71265998:42:33,primary,0.25,2e2bb8bb71265998,IL-native,1.0,1.0,boundary,42,33,0.23638633627697914,80.96709646199315,81.20348279827013,79.6875,96.09375,1.226853950055751,2.222148255165086,primary:2e2bb8bb71265998:42:33
primary:2e2bb8bb71265998:56:53,primary,0.25,2e2bb8bb71265998,IL-native,1.0,1.0,boundary,56,53,0.042870150152069186,82.48910130351996,82.53197145367203,56.25,95.3125,1.031200712075884,1.9277056748196741,primary:2e2bb8bb71265998:56:53
primary:2e94974489245ae6:132:128,primary,0.25,2e94974489245ae6,Bridge-0.2_mts_8692,1.0,1.0,boundary,132,128,0.0,100.0,100.0,89.84375,100.0,1.3962003553108449,3.34360073974677,primary:2e94974489245ae6:132:128
primary:2e94974489245ae6:141:129,primary,0.25,2e94974489245ae6,Bridge-0.4_mts_8692,1.0,1.0,boundary,141,129,0.0,100.0,100.0,94.53125,100.0,1.6409383234970774,3.7294554908745132,primary:2e94974489245ae6:141:129
primary:2e94974489245ae6:32:57,primary,0.25,2e94974489245ae6,IL-native,1.0,1.0,boundary,32,57,0.0,100.0,100.0,54.6875,98.4375,1.0250031660046346,2.3336786025634115,primary:2e94974489245ae6:32:57
primary:2e976da85a8b5e5b:156:152,primary,0.25,2e976da85a8b5e5b,Bridge-0.2_mts_8751,1.0,1.0,boundary,156,152,0.0038450414712229986,93.3403108801068,93.34415592157802,94.53125,95.3125,1.5233409911507017,1.5505141525400872,primary:2e976da85a8b5e5b:156:152
primary:2eaf758421aa5190:51:36,primary,0.25,2eaf758421aa5190,IL-native,1.0,1.0,boundary,51,36,0.008438326398078289,94.06547065834125,94.05703233194318,54.6875,98.4375,1.020834855318374,2.0424616026596323,primary:2eaf758421aa5190:51:36
primary:2eaf758421aa5190:55:60,primary,0.25,2eaf758421aa5190,IL-native,1.0,1.0,boundary,55,60,0.0771711673961164,95.82304997125911,95.90022113865523,92.96875,98.4375,1.5092624283811544,2.4761769717872206,primary:2eaf758421aa5190:55:60
primary:2f7f18f806515128:129:133,primary,0.25,2f7f18f806515128,Bridge-0.4_mts_8692,1.0,1.0,boundary,129,133,0.003770539747620205,95.2085844470225,95.20481390727488,92.1875,96.875,1.5226523484214798,1.688610839199048,primary:2f7f18f806515128:129:133
primary:2f7f18f806515128:0:20,primary,0.25,2f7f18f806515128,GT,1.0,1.0,boundary,0,20,0.003662879947711417,95.7349882248894,95.73865110483712,92.1875,100.0,1.5704592136637818,4.293730746707752,primary:2f7f18f806515128:0:20
primary:2f7f18f806515128:1:15,primary,0.25,2f7f18f806515128,GT,1.0,1.0,boundary,1,15,0.00022871082606457094,95.73670922402738,95.73693793485344,92.96875,99.21875,1.5847144572236795,2.7840721798609493,primary:2f7f18f806515128:1:15
primary:2f7f18f806515128:2:21,primary,0.25,2f7f18f806515128,GT,1.0,1.0,boundary,2,21,0.036635487634725905,95.79156345705985,95.75492796942513,92.96875,100.0,1.5942416357211096,5.341834721898942,primary:2f7f18f806515128:2:21
primary:2f7f18f806515128:3:6,primary,0.25,2f7f18f806515128,GT,1.0,1.0,boundary,3,6,0.0005908186955707606,95.73065955271429,95.73006873401872,92.96875,96.875,1.5897429938703527,1.7607810576623864,primary:2f7f18f806515128:3:6
primary:2f7f18f806515128:4:18,primary,0.25,2f7f18f806515128,GT,1.0,1.0,boundary,4,18,0.032925860218895764,95.67958720842577,95.71251306864467,92.1875,100.0,1.548444415293748,3.1475253344791896,primary:2f7f18f806515128:4:18
primary:2f7f18f806515128:9:10,primary,0.25,2f7f18f806515128,GT,1.0,1.0,boundary,9,10,0.14295883291471512,95.88593604286389,95.74297720994917,92.1875,97.65625,1.5688661524871987,1.9991848716710647,primary:2f7f18f806515128:9:10
