pair_id,protocol,gap_limit,token,exact_source,NC,DAC,near_region,near_index,far_index,PDMS_gap,near_PDMS,far_PDMS,near_q,far_q,near_r_knn,far_r_knn,common_noise_key,near_diffusion_loss,far_diffusion_loss,delta_diffusion_loss,near_loss_t20,far_loss_t20,delta_loss_t20,near_loss_t50,far_loss_t50,delta_loss_t50,near_loss_t80,far_loss_t80,delta_loss_t80,near_E_rec,far_E_rec,delta_E_rec,near_return_rate,far_return_rate,delta_return_rate
primary:664b084487e05ba0:38:53,primary,0.25,664b084487e05ba0,IL-native,1.0,1.0,boundary,38,53,0.0397886764837096,99.52405018396252,99.56383886044622,50.78125,95.3125,1.0080572253223632,1.5815715208601575,primary:664b084487e05ba0:38:53,8.529683e-05,0.0001355916,5.0294773e-05,8.4723244e-05,6.63541e-05,-1.8369145e-05,1.49080315e-05,2.0250478e-05,5.3424465e-06,1.1370911e-05,1.35218415e-05,2.1509304e-06,0.19960801,0.15714781,-0.042460203,0.8333333333333334,1.0,0.16666666666666663
primary:664b084487e05ba0:43:39,primary,0.25,664b084487e05ba0,IL-native,1.0,1.0,boundary,43,39,0.036092973489417,99.8861630545227,99.92225602801211,92.96875,96.09375,1.5099678562786845,1.6396725753601078,primary:664b084487e05ba0:43:39,2.0415915e-05,2.7371621e-05,6.9557063e-06,0.000115833485,0.00015021714,3.438365e-05,1.6831651e-05,2.4595778e-05,7.764127e-06,1.1090955e-05,1.2499713e-05,1.4087582e-06,0.17711632,0.18086326,0.0037469417,1.0,1.0,0.0
primary:66568e650e4d57e7:141:137,primary,0.25,66568e650e4d57e7,Bridge-0.4_mts_8692,1.0,1.0,boundary,141,137,0.0465748779055701,84.1812770897065,84.22785196761207,88.28125,96.09375,1.5498732467441023,2.1516505072265435,primary:66568e650e4d57e7:141:137,4.006075e-05,4.6122987e-05,6.062237e-06,5.5519e-05,6.150932e-05,5.9903214e-06,1.24512535e-05,1.2612037e-05,1.607832e-07,1.6061389e-05,1.5971142e-05,-9.024734e-08,0.08043758,0.082660146,0.0022225678,1.0,1.0,0.0
primary:665c2a0c88735b1f:32:38,primary,0.25,665c2a0c88735b1f,IL-native,1.0,1.0,boundary,32,38,0.0,100.0,100.0,72.65625,98.4375,1.104021944037457,2.145189603059952,primary:665c2a0c88735b1f:32:38,3.7835016e-05,0.000106337284,6.850227e-05,0.00015549125,0.00026824634,0.00011275509,3.099627e-05,2.764054e-05,-3.3557299e-06,8.737298e-06,1.0638341e-05,1.9010431e-06,0.14889443,0.21710914,0.068214715,1.0,1.0,0.0
primary:665c2a0c88735b1f:34:42,primary,0.25,665c2a0c88735b1f,IL-native,1.0,1.0,boundary,34,42,0.0,100.0,100.0,78.125,96.09375,1.1400521966873254,1.7257966625117,primary:665c2a0c88735b1f:34:42,4.6209916e-05,3.1172363e-05,-1.5037553e-05,0.0002054635,0.00017076508,-3.4698416e-05,2.9790775e-05,1.9965595e-05,-9.82518e-06,1.516009e-05,1.690081e-05,1.740721e-06,0.18850465,0.11390358,-0.07460107,1.0,1.0,0.0
primary:666ee535a52a5acc:132:128,primary,0.25,666ee535a52a5acc,Bridge-0.2_mts_8692,1.0,1.0,boundary,132,128,0.0,100.0,100.0,77.34375,98.4375,1.193465804912416,1.9670879498675544,primary:666ee535a52a5acc:132:128,2.9757015e-05,3.5018118e-05,5.261103e-06,0.00017277677,0.00024889805,7.612129e-05,3.0014378e-05,4.3411463e-05,1.3397084e-05,2.2126485e-05,2.4137662e-05,2.0111765e-06,0.19513202,0.1843816,-0.010750413,0.8333333333333334,0.8333333333333334,0.0
primary:666ee535a52a5acc:34:32,primary,0.25,666ee535a52a5acc,IL-native,1.0,1.0,boundary,34,32,0.0,100.0,100.0,89.84375,98.4375,1.4145844930389233,2.107426671340635,primary:666ee535a52a5acc:34:32,0.00027957416,0.00048389344,0.00020431928,0.00031670617,0.00040221016,8.5504e-05,5.8082995e-05,5.1583454e-05,-6.49954e-06,2.2676631e-05,2.9035995e-05,6.3593634e-06,0.18238883,0.2607126,0.07832377,0.8333333333333334,0.5,-0.33333333333333337
primary:666ee535a52a5acc:44:43,primary,0.25,666ee535a52a5acc,IL-native,1.0,1.0,boundary,44,43,0.0,100.0,100.0,81.25,97.65625,1.2468015642751549,1.7913476193050282,primary:666ee535a52a5acc:44:43,0.00018892308,0.00016809841,-2.0824664e-05,0.00042857425,0.0002068922,-0.00022168204,2.7647364e-05,7.42586e-05,4.6611232e-05,1.8887516e-05,1.6469727e-05,-2.4177898e-06,0.1792916,0.21477781,0.035486206,1.0,1.0,0.0
primary:66c135a6ec7f53c4:40:61,primary,0.25,66c135a6ec7f53c4,IL-native,1.0,1.0,boundary,40,61,0.0,100.0,100.0,56.25,98.4375,1.0342074572182616,1.6916055079685823,primary:66c135a6ec7f53c4:40:61,4.7865422e-05,3.552367e-05,-1.2341752e-05,0.00017470258,0.0002704215,9.571892e-05,4.919269e-05,3.0113642e-05,-1.9079049e-05,1.9584066e-05,1.7986376e-05,-1.5976893e-06,0.19140083,0.22703667,0.035635844,1.0,0.8333333333333334,-0.16666666666666663
primary:66d5a6841d835e3a:157:153,primary,0.25,66d5a6841d835e3a,Bridge-0.4_mts_8751,1.0,1.0,boundary,157,153,0.0434177774777424,84.83997303184888,84.88339080932663,89.0625,99.21875,1.3350367245819124,1.606832981693004,primary:66d5a6841d835e3a:157:153,6.757116e-05,6.9921865e-05,2.3507018e-06,0.0001124422,0.000120769415,8.327217e-06,3.1016978e-05,3.159663e-05,5.796537e-07,7.729906e-05,7.733449e-05,3.5426638e-08,0.21538018,0.22167861,0.0062984377,0.8333333333333334,0.8333333333333334,0.0
primary:66d5a6841d835e3a:58:41,primary,0.25,66d5a6841d835e3a,IL-native,1.0,1.0,boundary,58,41,0.1694525678445018,87.44563266740782,87.61508523525232,94.53125,100.0,1.4463520410019564,1.85042219393713,primary:66d5a6841d835e3a:58:41,0.00029418882,0.0003432132,4.9024384e-05,0.00019412293,0.0002287951,3.467218e-05,4.3190186e-05,4.74032e-05,4.2130123e-06,2.262538e-05,2.2709435e-05,8.40555e-08,0.1966136,0.21643926,0.019825667,1.0,1.0,0.0
primary:66d5a6841d835e3a:64:70,primary,0.25,66d5a6841d835e3a,mts_8692,1.0,1.0,boundary,64,70,0.2498679142805144,85.35538093755068,85.10551302327016,71.875,99.21875,1.1005617132679864,1.7603669144163907,primary:66d5a6841d835e3a:64:70,2.9199178e-05,3.3340017e-05,4.1408384e-06,7.57116e-05,9.2974944e-05,1.7263344e-05,1.4318508e-05,1.7493694e-05,3.175186e-06,1.4584168e-05,1.5011456e-05,4.272879e-07,0.120738246,0.14253144,0.021793194,1.0,1.0,0.0
primary:66d5a6841d835e3a:71:76,primary,0.25,66d5a6841d835e3a,mts_8692,1.0,1.0,boundary,71,76,0.2071161512699291,85.27657388061579,85.06945772934586,83.59375,97.65625,1.223251168483787,1.5109994494907706,primary:66d5a6841d835e3a:71:76,0.0010388759,0.001194805,0.00015592913,6.1620405e-05,7.988559e-05,1.8265186e-05,1.5019232e-05,1.6476832e-05,1.4575999e-06,1.0012873e-05,1.0043591e-05,3.0718184e-08,0.14421748,0.13510142,-0.009116054,1.0,1.0,0.0
primary:66d778b97714583a:145:153,primary,0.25,66d778b97714583a,Bridge-0.4_mts_8751,1.0,1.0,boundary,145,153,0.0,100.0,100.0,53.90625,96.875,1.0205937954741728,1.6949473375861412,primary:66d778b97714583a:145:153,2.9251089e-05,5.58927e-05,2.664161e-05,0.00014314799,0.00023131922,8.817123e-05,2.8778886e-05,4.6018387e-05,1.7239501e-05,1.22188085e-05,1.4152134e-05,1.9333256e-06,0.08635399,0.1510878,0.06473382,1.0,1.0,0.0
primary:66d778b97714583a:146:154,primary,0.25,66d778b97714583a,Bridge-0.6_mts_8751,1.0,1.0,boundary,146,154,0.0,100.0,100.0,75.78125,98.4375,1.2373502641334118,1.903331821953055,primary:66d778b97714583a:146:154,0.0004150136,0.00064576115,0.00023074754,9.605815e-05,0.00022898985,0.0001329317,1.7142433e-05,3.24092e-05,1.5266767e-05,1.1699854e-05,1.3390676e-05,1.6908216e-06,0.21389075,0.294827,0.08093627,0.8333333333333334,0.8333333333333334,0.0
primary:66d778b97714583a:147:151,primary,0.25,66d778b97714583a,Bridge-0.8_mts_8751,1.0,1.0,boundary,147,151,0.0,100.0,100.0,89.84375,96.875,1.4492233020006562,1.716221273072333,primary:66d778b97714583a:147:151,4.465753e-05,5.277628e-05,8.11875e-06,0.00016145813,0.00021286239,5.1404262e-05,3.2343556e-05,3.4606197e-05,2.262641e-06,1.3954352e-05,1.4301018e-05,3.4666664e-07,0.2424386,0.2590814,0.016642794,0.6666666666666666,0.6666666666666666,0.0
primary:66d778b97714583a:35:37,primary,0.25,66d778b97714583a,IL-native,1.0,1.0,boundary,35,37,0.0,100.0,100.0,86.71875,97.65625,1.3582162426607292,1.7259721491134978,primary:66d778b97714583a:35:37,0.00042147643,0.000207603,-0.00021387343,0.00011819585,0.0005404322,0.00042223633,4.3020962e-05,5.2534448e-05,9.513486e-06,1.6864207e-05,3.0165482e-05,1.33012745e-05,0.20606233,0.32215878,0.11609645,1.0,1.0,0.0
primary:66df470c3c2c5b62:145:149,primary,0.25,66df470c3c2c5b62,Bridge-0.4_mts_8751,1.0,1.0,boundary,145,149,0.0,100.0,100.0,92.96875,95.3125,1.4461270623671552,1.6957219490588824,primary:66df470c3c2c5b62:145:149,0.007904154,0.006413313,-0.0014908412,0.0002847269,0.00022884447,-5.588244e-05,0.00011571432,0.00010656907,-9.145253e-06,6.0348786e-05,5.8796322e-05,-1.5524638e-06,0.21477212,0.21150787,-0.0032642484,0.8333333333333334,0.8333333333333334,0.0
primary:66df470c3c2c5b62:153:157,primary,0.25,66df470c3c2c5b62,Bridge-0.4_mts_8751,1.0,1.0,boundary,153,157,0.0,100.0,100.0,94.53125,95.3125,1.5547716428864482,1.672829654060639,primary:66df470c3c2c5b62:153:157,8.203109e-05,8.4052415e-05,2.0213265e-06,0.00035588667,0.00033913238,-1.675429e-05,4.437886e-05,4.4237706e-05,-1.4115358e-07,5.9479047e-05,5.787952e-05,-1.5995283e-06,0.24586548,0.2269835,-0.018881977,1.0,1.0,0.0
primary:66df470c3c2c5b62:138:130,primary,0.25,66df470c3c2c5b62,Bridge-0.6_mts_8692,1.0,1.0,boundary,138,130,0.0,100.0,100.0,93.75,96.09375,1.49332339063479,1.74519811459085,primary:66df470c3c2c5b62:138:130,0.015301553,0.015681954,0.0003804015,0.00037670747,0.0004256788,4.8971327e-05,5.1908573e-05,5.645888e-05,4.5503075e-06,3.9429768e-05,3.886808e-05,-5.616894e-07,0.17562777,0.18212672,0.0064989477,1.0,1.0,0.0
primary:66df470c3c2c5b62:142:134,primary,0.25,66df470c3c2c5b62,Bridge-0.6_mts_8692,1.0,1.0,boundary,142,134,0.0,100.0,100.0,94.53125,95.3125,1.6250226649865065,1.7026142990825646,primary:66df470c3c2c5b62:142:134,0.0012276755,0.0012864385,5.876308e-05,0.00052003324,0.0005551104,3.507716e-05,4.7175607e-05,4.9772232e-05,2.5966256e-06,3.6309266e-05,3.6170666e-05,-1.3859972e-07,0.15048535,0.15047263,-1.2725592e-05,1.0,1.0,0.0
primary:66df470c3c2c5b62:42:33,primary,0.25,66df470c3c2c5b62,IL-native,1.0,1.0,boundary,42,33,0.0,100.0,100.0,76.5625,95.3125,1.175392681034901,1.662012109570966,primary:66df470c3c2c5b62:42:33,0.00013743021,0.00023339382,9.596361e-05,0.00016636957,0.00023931588,7.2946306e-05,3.4392728e-05,6.0761817e-05,2.6369089e-05,5.083785e-05,5.8149537e-05,7.311686e-06,0.1755528,0.2284311,0.052878305,1.0,1.0,0.0
primary:66df470c3c2c5b62:44:59,primary,0.25,66df470c3c2c5b62,IL-native,1.0,1.0,boundary,44,59,0.0,100.0,100.0,58.59375,95.3125,1.0334343101181378,1.6831021338073064,primary:66df470c3c2c5b62:44:59,0.00015558852,0.0002492421,9.3653565e-05,0.00018509311,0.0005321598,0.0003470667,3.890309e-05,6.883424e-05,2.993115e-05,3.06269e-05,3.8319038e-05,7.692139e-06,0.1970691,0.22307886,0.026009768,0.8333333333333334,0.8333333333333334,0.0
primary:66e564907f5f5601:38:43,primary,0.25,66e564907f5f5601,IL-native,1.0,1.0,boundary,38,43,0.0,58.333333333333336,58.333333333333336,56.25,97.65625,1.027226607951914,1.9706626335141777,primary:66e564907f5f5601:38:43,0.005664718,0.009439116,0.0037743985,0.0012427631,0.002225168,0.0009824049,0.00018880633,0.0003159337,0.00012712736,1.7736245e-05,2.4839483e-05,7.1032373e-06,0.32829192,0.4284968,0.100204885,1.0,1.0,0.0
primary:672173aac8685233:37:39,primary,0.25,672173aac8685233,IL-native,1.0,1.0,boundary,37,39,0.0735849054399437,95.84552162947006,95.91910653491,56.25,95.3125,1.0745470298565598,1.8003794069071164,primary:672173aac8685233:37:39,0.004428989,0.0010603052,-0.0033686836,0.00030070893,0.00027320543,-2.7503498e-05,5.745845e-05,6.651807e-05,9.059622e-06,4.7738467e-05,6.668455e-05,1.8946084e-05,0.20686246,0.27008447,0.063222006,1.0,0.8333333333333334,-0.16666666666666663
primary:672173aac8685233:48:63,primary,0.25,672173aac8685233,IL-native,1.0,1.0,boundary,48,63,0.2289304547080917,95.62606843419351,95.39713797948542,53.125,95.3125,1.0337283063175566,1.7650410885057717,primary:672173aac8685233:48:63,0.00023106224,0.00045174014,0.0002206779,0.00024241235,0.0005473783,0.00030496597,6.1473e-05,8.8445886e-05,2.6972884e-05,3.912893e-05,5.4048847e-05,1.4919919e-05,0.17160507,0.17699862,0.00539355,1.0,1.0,0.0
primary:675f0d4dff9c5318:34:47,primary,0.25,675f0d4dff9c5318,IL-native,1.0,1.0,boundary,34,47,0.0,100.0,100.0,78.90625,100.0,1.3326211762564824,6.932472956468977,primary:675f0d4dff9c5318:34:47,0.0023215767,0.003864833,0.0015432562,0.00015604141,0.00039239996,0.00023635855,2.657004e-05,4.927213e-05,2.270209e-05,5.5042046e-06,6.947479e-06,1.4432744e-06,0.25223485,0.31222203,0.059987187,0.8333333333333334,0.6666666666666666,-0.16666666666666674
primary:675f0d4dff9c5318:38:57,primary,0.25,675f0d4dff9c5318,IL-native,1.0,1.0,boundary,38,57,0.0,100.0,100.0,67.1875,95.3125,1.158786408604489,1.9777118955281487,primary:675f0d4dff9c5318:38:57,0.00020681947,0.0006174226,0.0004106031,0.0001426368,3.2600143e-05,-0.00011003665,1.713769e-05,9.805823e-06,-7.331868e-06,1.1685044e-05,1.0964687e-05,-7.203571e-07,0.22682564,0.13559969,-0.09122595,0.8333333333333334,1.0,0.16666666666666663
primary:6793006a7d995092:140:128,primary,0.25,6793006a7d995092,Bridge-0.2_mts_8692,1.0,1.0,boundary,140,128,0.0,100.0,100.0,94.53125,96.875,1.4813439235436672,1.6395044753265855,primary:6793006a7d995092:140:128,0.0014044762,0.001526159,0.000121682766,0.0008894289,0.0009426712,5.3242315e-05,0.00023121198,0.00024014672,8.934745e-06,3.029957e-05,3.111962e-05,8.2004954e-07,0.14826302,0.15426958,0.006006554,1.0,1.0,0.0
primary:67b08ea8fc9956b0:144:152,primary,0.25,67b08ea8fc9956b0,Bridge-0.2_mts_8751,1.0,1.0,boundary,144,152,0.0,100.0,100.0,85.9375,96.875,1.2913284620331662,1.959048699538204,primary:67b08ea8fc9956b0:144:152,0.0004649805,0.00045698567,-7.994822e-06,0.00029102823,0.00031094605,1.9917818e-05,4.8494887e-05,4.9884307e-05,1.3894205e-06,8.816694e-06,8.889117e-06,7.242306e-08,0.1979443,0.21930736,0.021363065,1.0,1.0,0.0
primary:67b08ea8fc9956b0:129:137,primary,0.25,67b08ea8fc9956b0,Bridge-0.4_mts_8692,1.0,1.0,boundary,129,137,0.0,100.0,100.0,94.53125,96.875,1.703380778084042,1.929141616119312,primary:67b08ea8fc9956b0:129:137,0.0002717546,0.0002695234,-2.231187e-06,0.0003340891,0.00035882415,2.4735054e-05,7.996523e-05,8.460411e-05,4.638874e-06,1.4911814e-05,1.5021549e-05,1.0973508e-07,0.15672727,0.16352658,0.0067993104,1.0,1.0,0.0
primary:67b08ea8fc9956b0:145:153,primary,0.25,67b08ea8fc9956b0,Bridge-0.4_mts_8751,1.0,1.0,boundary,145,153,0.0,100.0,100.0,94.53125,100.0,1.8030025954683675,2.3353659578163555,primary:67b08ea8fc9956b0:145:153,0.0003895644,0.00042362098,3.4056575e-05,0.00025589275,0.00027336384,1.7471088e-05,6.663235e-05,6.599513e-05,-6.372138e-07,1.470619e-05,1.3946536e-05,-7.5965454e-07,0.26942363,0.2847642,0.015340567,0.8333333333333334,0.8333333333333334,0.0
primary:67b08ea8fc9956b0:32:33,primary,0.25,67b08ea8fc9956b0,IL-native,1.0,1.0,boundary,32,33,0.0,100.0,100.0,60.9375,96.875,1.0562209318008549,1.964752912422178,primary:67b08ea8fc9956b0:32:33,4.884394e-05,0.00014643594,9.7592e-05,0.00023800896,0.0005486732,0.00031066424,2.3528188e-05,0.00010679404,8.3265855e-05,1.0386378e-05,1.0595115e-05,2.0873722e-07,0.21342845,0.25123566,0.03780721,1.0,0.6666666666666666,-0.33333333333333337
primary:67b08ea8fc9956b0:35:34,primary,0.25,67b08ea8fc9956b0,IL-native,1.0,1.0,boundary,35,34,0.0,100.0,100.0,85.9375,97.65625,1.291734016512949,2.015585403309635,primary:67b08ea8fc9956b0:35:34,0.00043435258,0.00022914354,-0.00020520904,0.00014840227,0.0005217331,0.0003733308,6.19355e-05,0.000110084104,4.8148606e-05,1.3708546e-05,1.8382481e-05,4.673935e-06,0.2211193,0.17360854,-0.047510758,1.0,1.0,0.0
primary:6822dc0570565ef4:144:152,primary,0.25,6822dc0570565ef4,Bridge-0.2_mts_8751,1.0,1.0,boundary,144,152,0.0085731080721842,85.98307323220186,85.97450012412968,94.53125,95.3125,1.8021971031009,1.88195869169538,primary:6822dc0570565ef4:144:152,0.0024750375,0.002536384,6.134645e-05,0.00011879468,0.00012347643,4.6817586e-06,2.9368104e-05,3.041556e-05,1.047456e-06,1.2301125e-05,1.2386613e-05,8.5487954e-08,0.27161,0.2764169,0.004806906,0.8333333333333334,0.8333333333333334,0.0
primary:6822dc0570565ef4:148:156,primary,0.25,6822dc0570565ef4,Bridge-0.2_mts_8751,1.0,1.0,boundary,148,156,0.0062148886500636,85.97983986859981,85.97362497994975,92.96875,95.3125,1.6697296210946766,1.9336320343017093,primary:6822dc0570565ef4:148:156,0.00042134157,0.00046328176,4.194019e-05,0.00018220351,0.0001998417,1.7638187e-05,3.598622e-05,3.863284e-05,2.6466187e-06,1.7089678e-05,1.7417555e-05,3.2787648e-07,0.255907,0.26222906,0.006322056,0.8333333333333334,0.8333333333333334,0.0
primary:6822dc0570565ef4:34:50,primary,0.25,6822dc0570565ef4,IL-native,1.0,1.0,boundary,34,50,0.0710099895482301,85.53735610791611,85.46634611836788,88.28125,95.3125,1.5103568258641518,2.006209230354317,primary:6822dc0570565ef4:34:50,0.00011343507,0.00019207326,7.863819e-05,0.0005196704,0.0006388075,0.00011913711,5.114265e-05,6.367609e-05,1.2533437e-05,1.6577033e-05,1.80422e-05,1.4651669e-06,0.19511984,0.23404013,0.038920283,1.0,1.0,0.0
primary:6822dc0570565ef4:59:51,primary,0.25,6822dc0570565ef4,IL-native,1.0,1.0,boundary,59,51,0.0823950598670393,85.7378632712287,85.65546821136166,80.46875,96.875,1.3532356467953857,2.226584151140938,primary:6822dc0570565ef4:59:51,2.4830526e-05,3.3246142e-05,8.415616e-06,0.00024301546,0.00031968442,7.666896e-05,1.8900748e-05,2.5073836e-05,6.173088e-06,1.27109015e-05,1.3910112e-05,1.1992106e-06,0.22848718,0.25843066,0.029943481,0.8333333333333334,0.8333333333333334,0.0
primary:682378d23c335e89:33:43,primary,0.25,682378d23c335e89,IL-native,1.0,1.0,boundary,33,43,0.1286341845286784,91.30608714857748,91.43472133310615,83.59375,98.4375,1.337742913017294,2.502317656475,primary:682378d23c335e89:33:43,0.021886317,0.024181226,0.0022949092,0.00017857109,0.00030098902,0.00012241793,4.3187265e-05,6.03724e-05,1.7185135e-05,7.1386503e-06,8.0762275e-06,9.3757717e-07,0.21588433,0.28769878,0.07181445,0.8333333333333334,0.6666666666666666,-0.16666666666666674
primary:6848c7497a065ae0:58:43,primary,0.25,6848c7497a065ae0,IL-native,1.0,1.0,boundary,58,43,0.1192669165366737,91.81777197661,91.69850506007332,74.21875,97.65625,1.1986405000293638,1.7206386847332973,primary:6848c7497a065ae0:58:43,0.0011055063,0.0007242031,-0.0003813032,0.0003494326,0.0002885122,-6.09204e-05,0.00011892786,0.00014236101,2.3433146e-05,2.0450872e-05,3.2468906e-05,1.2018034e-05,0.19930196,0.2573035,0.058001548,0.8333333333333334,0.8333333333333334,0.0
primary:6864977b221059e4:44:35,primary,0.25,6864977b221059e4,IL-native,1.0,1.0,boundary,44,35,0.0074871771519156,83.6151779092711,83.60769073211918,91.40625,95.3125,1.3463817140971035,1.7798090487107956,primary:6864977b221059e4:44:35,2.45154e-05,6.0093305e-05,3.5577905e-05,8.1899416e-05,0.000306375,0.00022447559,3.8430873e-05,7.313646e-05,3.470559e-05,9.6932445e-06,1.1623839e-05,1.9305944e-06,0.25474003,0.23064415,-0.024095878,0.8333333333333334,0.8333333333333334,0.0
primary:6864977b221059e4:54:33,primary,0.25,6864977b221059e4,IL-native,1.0,1.0,boundary,54,33,0.2103080116364566,82.60473967613147,82.39443166449502,75.0,95.3125,1.125656631471474,1.972109550000073,primary:6864977b221059e4:54:33,0.0005472857,0.0007175006,0.00017021486,0.00019687075,0.00026820018,7.132943e-05,2.9797091e-05,3.8453174e-05,8.656083e-06,9.005942e-06,9.667138e-06,6.611963e-07,0.29906282,0.32502702,0.0259642,0.8333333333333334,0.6666666666666666,-0.16666666666666674
primary:6864977b221059e4:58:37,primary,0.25,6864977b221059e4,IL-native,1.0,1.0,core,58,37,0.1412211171938082,86.47967347762214,86.62089459481595,5.46875,95.3125,0.7826196132752836,1.781590158823959,primary:6864977b221059e4:58:37,2.3696157e-05,2.9539446e-05,5.843289e-06,0.00017334387,0.00022778589,5.4442018e-05,3.4468885e-05,4.315515e-05,8.686264e-06,8.396794e-06,8.694258e-06,2.9746388e-07,0.23352312,0.2606317,0.027108595,1.0,0.6666666666666666,-0.33333333333333337
primary:6864977b221059e4:63:57,primary,0.25,6864977b221059e4,IL-native,1.0,1.0,core,63,57,0.0263904622398598,83.9948169709528,84.02120743319266,42.1875,95.3125,0.9747337824016068,1.808300402787846,primary:6864977b221059e4:63:57,0.0064950474,0.0052421936,-0.0012528538,0.00012594732,2.9393563e-05,-9.655376e-05,1.8401572e-05,1.1404096e-05,-6.997476e-06,1.9956142e-05,1.926463e-05,-6.9151247e-07,0.19077492,0.12840758,-0.062367335,1.0,1.0,0.0
primary:68e39232887c5e4a:41:42,primary,0.25,68e39232887c5e4a,IL-native,1.0,1.0,boundary,41,42,0.1388588704735269,91.32616644115149,91.465025311625,89.84375,100.0,1.4838031380273728,2.813952836964075,primary:68e39232887c5e4a:41:42,0.0012904324,0.0015723275,0.00028189505,0.0010125649,0.00063810055,-0.00037446432,0.00032510835,0.00016658599,-0.00015852237,8.3502986e-05,5.8593392e-05,-2.4909594e-05,0.16585867,0.30887654,0.14301787,1.0,1.0,0.0
primary:68e39232887c5e4a:47:32,primary,0.25,68e39232887c5e4a,IL-native,1.0,1.0,boundary,47,32,0.0484221122772652,90.74933191334787,90.79775402562515,57.03125,97.65625,1.0369777456334626,1.7594399895311026,primary:68e39232887c5e4a:47:32,0.000775778,0.0011997012,0.0004239232,0.00033369625,0.0006562781,0.00032258185,5.5282442e-05,0.00011122855,5.594611e-05,2.6749136e-05,2.593347e-05,-8.1566577e-07,0.20521617,0.28183976,0.07662359,1.0,0.8333333333333334,-0.16666666666666663
primary:68e39232887c5e4a:55:45,primary,0.25,68e39232887c5e4a,IL-native,1.0,1.0,boundary,55,45,0.1618224161059345,91.08698493259494,91.24880734870088,67.96875,96.875,1.118808191670797,1.6930683904281871,primary:68e39232887c5e4a:55:45,0.00015377453,0.0001787937,2.501918e-05,0.00039504876,0.0004965548,0.00010150607,0.000111192174,0.0002116106,0.00010041843,3.0565265e-05,5.6688623e-05,2.6123358e-05,0.2545361,0.27674374,0.022207648,1.0,0.8333333333333334,-0.16666666666666663
primary:68e39232887c5e4a:56:60,primary,0.25,68e39232887c5e4a,IL-native,1.0,1.0,boundary,56,60,0.1365592589528717,91.60032023565064,91.7368794946035,61.71875,99.21875,1.063787766008326,2.309249495619696,primary:68e39232887c5e4a:56:60,9.5985946e-05,0.00010434931,8.363364e-06,0.0011247997,0.0012375318,0.00011273206,0.000103505794,0.00012636007,2.2854278e-05,4.64765e-05,5.2036514e-05,5.560014e-06,0.14831875,0.1850893,0.036770552,1.0,1.0,0.0
primary:68e39232887c5e4a:35:34,primary,0.25,68e39232887c5e4a,IL-native,1.0,1.0,core,35,34,0.1742132920088863,90.44432032256655,90.27010703055768,17.96875,97.65625,0.8152393107223947,1.7560320791337949,primary:68e39232887c5e4a:35:34,0.00937528,0.0108492095,0.0014739297,0.00085218047,0.00080933317,-4.28473e-05,6.181018e-05,6.817111e-05,6.360933e-06,3.7857593e-05,3.1134947e-05,-6.7226465e-06,0.19590682,0.19050525,-0.0054015666,1.0,1.0,0.0
primary:68f3beae8cd25dba:129:133,primary,0.25,68f3beae8cd25dba,Bridge-0.4_mts_8692,1.0,1.0,boundary,129,133,0.0688494256262401,97.1940303984726,97.12518097284637,94.53125,98.4375,1.6441365571421696,2.123128405164961,primary:68f3beae8cd25dba:129:133,0.000119011514,0.00014177404,2.2762528e-05,0.00021545951,0.00019222169,-2.3237822e-05,4.4852844e-05,3.1690954e-05,-1.3161891e-05,9.400665e-06,8.641345e-06,-7.5931985e-07,0.21634726,0.25374866,0.037401393,0.8333333333333334,0.8333333333333334,0.0
primary:68f3beae8cd25dba:145:149,primary,0.25,68f3beae8cd25dba,Bridge-0.4_mts_8751,1.0,1.0,boundary,145,149,0.0583061213393136,97.32239414797338,97.26408802663408,89.84375,98.4375,1.507702313952683,2.0325787959020643,primary:68f3beae8cd25dba:145:149,2.9426681e-05,2.5444537e-05,-3.9821443e-06,0.00023655761,0.00020734336,-2.921425e-05,6.976727e-05,5.752939e-05,-1.2237884e-05,1.3685141e-05,1.3402821e-05,-2.823199e-07,0.21723728,0.24318379,0.025946513,1.0,1.0,0.0
primary:68f3beae8cd25dba:34:63,primary,0.25,68f3beae8cd25dba,IL-native,1.0,1.0,boundary,34,63,0.0470076366016485,96.66439957129506,96.61739193469342,89.84375,98.4375,1.477778564323311,1.9763984775797443,primary:68f3beae8cd25dba:34:63,0.0002623765,0.0003196904,5.731391e-05,0.00012835802,0.00014311387,1.4755846e-05,3.7617727e-05,2.917527e-05,-8.442457e-06,8.508661e-06,8.368493e-06,-1.401686e-07,0.23845156,0.2754037,0.036952153,0.8333333333333334,0.8333333333333334,0.0
primary:68f3beae8cd25dba:56:42,primary,0.25,68f3beae8cd25dba,IL-native,1.0,1.0,boundary,56,42,0.032810804028017,97.50031249129006,97.53312329531808,78.90625,98.4375,1.2143151686838676,2.0370548421678083,primary:68f3beae8cd25dba:56:42,0.00016315533,0.00013882961,-2.4325724e-05,0.0004597959,0.00037773966,-8.205624e-05,0.00012157785,0.00010007087,-2.1506974e-05,1.6196584e-05,1.4129841e-05,-2.066743e-06,0.26317188,0.26352724,0.0003553629,0.8333333333333334,0.8333333333333334,0.0
