token,eligible,global_front2,conditional_front2
5da5fed529065c9a,29,0,2
4d4d070cb9095f94,31,31,31
14096d0f331a594a,33,33,33
432cf993a4685755,28,0,2
c668fc93191352f5,32,0,2
a73551f67ae95c4d,64,0,2
928010107cd35cdd,37,0,2
f4ab14a89bb7500e,36,0,2
dc28a01b78d45b17,31,0,2
3f159d73e87a5e06,0,0,0
bdfa1f8523c25328,27,0,2
12115c5ca1215fb7,32,0,2
c402a7eb498a5736,50,0,2
c94d20755cae51cf,0,0,0
c44b12de78555426,26,0,2
50e0c2fe698655a9,30,0,2
e91a2d26f30e5b34,15,15,15
c8b4c92530f15b8e,35,0,2
3d2dded3370e5d2f,21,0,2
1361ba1955125852,39,0,2
b78f23cd3a155154,30,1,2
25652aabb1615c8d,32,0,2
3623f8728153513d,45,0,2
9288a151789f507b,31,0,2
e671280656f55009,41,0,2
48cf36e2f3e15071,25,0,2
4acdad2d68815972,39,0,2
b35fe1e3a6d857e7,24,24,24
095eafbb5c8f5b02,32,0,2
6f3254ac0fb25c0e,45,0,2
846947c0d14c5705,25,2,2
da088bb9d4fb5d0e,0,0,0
2d6b6f9cbf895767,34,0,2
2b6a3141bbd95909,30,30,30
c565fc593f9e5fad,29,29,29
2b62f0fd336e5ce1,54,0,2
4521af05098b5726,30,0,2
4cf79f853daa5e18,29,26,26
91c9748ec36d552e,29,0,2
b74282046c9b5e26,58,0,2
9b2f62944222523c,44,42,42
b4e37918a3075f27,34,0,2
172b3176b06c5658,33,0,2
29c1d95389d45573,34,1,2
03925cda82c35516,37,0,2
8f24138692dc51a0,29,0,2
e4bc6fc5aeb15a9b,31,0,2
58e62444275353ac,57,0,2
b4929fe228725c94,47,0,2
9703fd67a8ba55e3,28,0,2
21ef5641389c54b2,31,31,31
1672f5b30038519f,27,0,2
50865b0784fc566d,27,0,2
a4cf3a412034565a,31,0,2
1295232b65bf5f8d,38,0,2
7ecb22e3bba55b12,31,0,2
6b7469c8e2195492,32,1,2
5ed66db305a55f73,31,0,2
0b8065082f3a5b3b,54,54,54
40d00a52b5345430,40,40,40
2c274b54e82b55e7,35,0,2
2f7f18f806515128,51,2,2
daaed109e7eb5f66,28,0,2
de9806cb0a2c53a3,39,0,2
cd3f3ec4f0dc515f,30,0,2
481b84c931245f5d,36,0,2
6aeb37c47f385f06,49,0,2
165b4475bd6b5188,34,0,2
c5a1a4e21a4952b7,28,1,2
aac897560e0f5dab,32,0,2
1e66e2bddb1d5b49,29,0,2
dfdc23aed4e95e49,48,48,48
49a1e581f3a35a49,31,31,31
9263d47ef82d5a88,30,0,2
c216554d4bd6519f,33,0,2
0354be0727e25157,31,2,2
26dfdbfcecfe50bd,26,0,2
cc3160abbcbb543a,31,0,2
fc696e1d378654d4,30,0,2
3fa2f81cff025162,29,0,2
1d0a4f1f6cbd5e38,30,30,30
eff59f39f085525f,31,0,2
984be293f9195416,33,33,33
b235c02d47915476,23,0,2
3ac7810599d457a1,44,44,44
682378d23c335e89,31,0,2
73b4b5fcc5e55858,29,29,29
6f31d072740b5885,30,2,2
305b1bf4e7f45522,30,0,2
42d309d92a3a59c0,25,0,2
af16ba268df55dca,29,0,2
2ae8ac90c0ae5c8d,42,0,2
b512bc2c568d5b7a,38,38,38
7405ff66092d51da,33,33,33
23724912b8f153f0,31,31,31
6522fd9a31d25eb2,41,0,2
c6fcfafbbe7a59f8,32,0,2
5dbd0aba5f315388,31,31,31
958b596dd699594a,33,33,33
350714230cb55761,35,35,35
775b0dd554395fa3,0,0,0
635be215dc9d58c3,37,0,2
1499e758c6855a74,30,0,2
e9b0d4743b3f5256,32,32,32
3ff6652d6dec55da,41,0,2
3c30c0c940045ac2,37,0,3
b9e0dc94c7725924,36,0,2
0506b1697fb05337,33,33,33
7cfa2141cf77549d,0,0,0
089107cd2d6354e0,31,31,31
b03c039a00bd5792,29,29,29
064bbfac76a95dae,25,25,25
ad8019f55bc554de,32,32,32
073c4d0738b45047,32,0,2
b29e1677139a5f6b,31,0,2
c615107923dc5602,52,52,52
ffb15604a2a25cb8,33,33,33
4124b6e12f8b5f0d,30,0,2
a3298b678d225d61,29,0,2
e20b77b0ed075fb6,0,0,0
71452581394b54da,28,2,2
54399d56e69f5a2c,58,0,2
2bdd7e6fdc0e5977,52,52,52
2f875dc108ed572f,34,34,34
91513086606a567e,51,51,51
80dfd05ab759518f,39,0,2
d5e7dc43eb5c57cd,35,35,35
13014abb5b115ee2,30,0,2
9430278b77c05446,31,0,2
97e38fdccf915283,34,34,34
8787fbb12fed5433,34,0,2
a460f60f07f05098,32,32,32
570334268a395022,50,50,50
16a705e621675626,34,1,2
377030639621540e,32,0,2
2e94974489245ae6,35,35,35
dc2a30b4130f5ab4,31,31,31
11f415ea61f95bbb,18,18,18
7fd57c3a03465a0a,32,0,2
bfabfb64124e5563,37,37,37
0dff173b10b75b6a,32,32,32
efd13cf71f83504e,30,30,30
86a8eb25b4045aba,29,0,2
04f77fbd6bf3505a,32,1,2
69cd8ef1721f550d,49,49,49
738c5da7a06d554c,31,0,2
a57d242401f951f5,3,0,2
d57a735214e65851,45,45,45
9bbb66957b9d5e1c,31,31,31
ccb7a68f3e0a57fc,51,0,2
05c91985246d58a6,40,0,2
2d1c26e4b5895e96,32,2,2
1f71cdf4e4c65299,31,0,2
1b7a2afa56df5d20,38,0,2
1f37959067985e67,30,0,2
f07db0b393fd522e,31,19,20
fa4cc4b0188c5b79,30,0,2
eb2ede89ad9b5a6e,31,0,2
bc4345e13302535e,45,0,2
66568e650e4d57e7,37,0,2
74ae55238ee5525d,44,2,2
a124b877d2b35519,32,32,32
1c6a5ee8a5785b0e,32,32,32
ed47cee1c67e5d43,37,0,2
838c6ba50bd25cd5,27,0,2
089b0ec6d7d35c09,32,32,32
9dedf462b1c0528f,39,0,2
61987c90d8635129,1,1,1
bbbae26a26605b08,51,0,2
8142f060944c56fd,34,34,34
2c76b8e2d1d85701,7,0,2
8a0b4dd476055911,0,0,0
b8adc82de5ae50e2,32,0,2
025b2d4de25c5036,26,0,2
9a7fc4d0041650fc,35,35,35
ad1af1160bd05ef7,38,14,15
d4185f4edc7e54e5,31,31,31
1b1311d50d47553f,35,0,2
573ac67fb17a5a71,44,4,5
da8c9449da6854ed,39,0,2
7f2409d7f6705308,29,0,2
94ae5d67804c539d,32,0,2
4f9a94c1302e56d8,33,0,2
ed54b128881a5278,38,0,2
21c8e0c8fe5f5495,40,0,2
24ab9ae0499950e9,85,0,2
0d24b5cc9f005fe0,31,0,2
c3cb403773505798,31,0,2
b696a6cffd3a5700,0,0,0
0a02ef840f2d5d8e,33,0,2
ee0d56667d9755c2,32,0,2
575564a1b87c5502,31,31,31
7e5d78b37ed653b1,30,0,2
b003c9652cb05ffd,86,86,86
a9e5ed5e52b555bb,30,8,8
a2c048ba29a85ad0,34,0,2
90cee81074335c3c,43,0,2
f40040c002375188,31,0,2
7ff1d8c18a215751,29,0,2
2eaf758421aa5190,28,0,2
4bfb866afaf35777,31,31,31
