token,stage,count
66e564907f5f5601,global_front2,0
66e564907f5f5601,conditional_front2,0
808ff2e869ff5d92,raw,192
808ff2e869ff5d92,hard_safety,192
808ff2e869ff5d92,compatible,29
808ff2e869ff5d92,quality,23
808ff2e869ff5d92,local,23
808ff2e869ff5d92,global_front2,0
808ff2e869ff5d92,conditional_front2,2
1b53682e2df854e1,raw,192
1b53682e2df854e1,hard_safety,192
1b53682e2df854e1,compatible,62
1b53682e2df854e1,quality,47
1b53682e2df854e1,local,47
1b53682e2df854e1,global_front2,0
1b53682e2df854e1,conditional_front2,2
dd175b6e08565a4e,raw,192
dd175b6e08565a4e,hard_safety,192
dd175b6e08565a4e,compatible,46
dd175b6e08565a4e,quality,33
dd175b6e08565a4e,local,33
dd175b6e08565a4e,global_front2,0
dd175b6e08565a4e,conditional_front2,2
8e475454489d5f5b,raw,192
8e475454489d5f5b,hard_safety,192
8e475454489d5f5b,compatible,35
8e475454489d5f5b,quality,26
8e475454489d5f5b,local,26
8e475454489d5f5b,global_front2,0
8e475454489d5f5b,conditional_front2,2
dc2d27a848115b56,raw,192
dc2d27a848115b56,hard_safety,192
dc2d27a848115b56,compatible,38
dc2d27a848115b56,quality,28
dc2d27a848115b56,local,28
dc2d27a848115b56,global_front2,0
dc2d27a848115b56,conditional_front2,2
3783e56bc9ef5e85,raw,192
3783e56bc9ef5e85,hard_safety,192
3783e56bc9ef5e85,compatible,36
3783e56bc9ef5e85,quality,30
3783e56bc9ef5e85,local,30
3783e56bc9ef5e85,global_front2,0
3783e56bc9ef5e85,conditional_front2,2
d45a215505f05382,raw,192
d45a215505f05382,hard_safety,192
d45a215505f05382,compatible,28
d45a215505f05382,quality,12
d45a215505f05382,local,12
d45a215505f05382,global_front2,0
d45a215505f05382,conditional_front2,2
4775f8e1a53d5c6f,raw,192
4775f8e1a53d5c6f,hard_safety,192
4775f8e1a53d5c6f,compatible,39
4775f8e1a53d5c6f,quality,24
4775f8e1a53d5c6f,local,24
4775f8e1a53d5c6f,global_front2,24
4775f8e1a53d5c6f,conditional_front2,24
802c127f63f955ed,raw,192
802c127f63f955ed,hard_safety,192
802c127f63f955ed,compatible,39
802c127f63f955ed,quality,17
802c127f63f955ed,local,17
802c127f63f955ed,global_front2,0
802c127f63f955ed,conditional_front2,2
f102259e52d35ac5,raw,192
f102259e52d35ac5,hard_safety,192
f102259e52d35ac5,compatible,30
f102259e52d35ac5,quality,26
f102259e52d35ac5,local,26
f102259e52d35ac5,global_front2,0
f102259e52d35ac5,conditional_front2,2
db5aa5f382f25aaa,raw,192
db5aa5f382f25aaa,hard_safety,190
db5aa5f382f25aaa,compatible,72
db5aa5f382f25aaa,quality,69
db5aa5f382f25aaa,local,69
db5aa5f382f25aaa,global_front2,0
db5aa5f382f25aaa,conditional_front2,2
598efc24965e57ba,raw,192
598efc24965e57ba,hard_safety,192
598efc24965e57ba,compatible,69
598efc24965e57ba,quality,69
598efc24965e57ba,local,69
598efc24965e57ba,global_front2,69
598efc24965e57ba,conditional_front2,69
3e83f47571b05337,raw,192
3e83f47571b05337,hard_safety,192
3e83f47571b05337,compatible,30
3e83f47571b05337,quality,30
3e83f47571b05337,local,30
3e83f47571b05337,global_front2,30
3e83f47571b05337,conditional_front2,30
f36236f06fb556a0,raw,192
f36236f06fb556a0,hard_safety,192
f36236f06fb556a0,compatible,31
f36236f06fb556a0,quality,25
f36236f06fb556a0,local,25
f36236f06fb556a0,global_front2,0
f36236f06fb556a0,conditional_front2,2
ed717de405885939,raw,192
ed717de405885939,hard_safety,188
ed717de405885939,compatible,30
ed717de405885939,quality,15
ed717de405885939,local,15
ed717de405885939,global_front2,0
ed717de405885939,conditional_front2,2
a8b0833c7a065b81,raw,192
a8b0833c7a065b81,hard_safety,192
a8b0833c7a065b81,compatible,37
a8b0833c7a065b81,quality,37
a8b0833c7a065b81,local,37
a8b0833c7a065b81,global_front2,37
a8b0833c7a065b81,conditional_front2,37
f426002d6e275e78,raw,192
f426002d6e275e78,hard_safety,187
f426002d6e275e78,compatible,29
f426002d6e275e78,quality,29
f426002d6e275e78,local,28
f426002d6e275e78,global_front2,28
f426002d6e275e78,conditional_front2,28
3382fe7a030150df,raw,192
3382fe7a030150df,hard_safety,192
3382fe7a030150df,compatible,28
3382fe7a030150df,quality,19
3382fe7a030150df,local,19
3382fe7a030150df,global_front2,0
3382fe7a030150df,conditional_front2,2
a0283fb79a975f2c,raw,192
a0283fb79a975f2c,hard_safety,192
a0283fb79a975f2c,compatible,29
a0283fb79a975f2c,quality,21
a0283fb79a975f2c,local,20
a0283fb79a975f2c,global_front2,0
a0283fb79a975f2c,conditional_front2,2
45e7e76381d85846,raw,192
45e7e76381d85846,hard_safety,192
45e7e76381d85846,compatible,35
45e7e76381d85846,quality,35
45e7e76381d85846,local,35
45e7e76381d85846,global_front2,35
45e7e76381d85846,conditional_front2,35
9cac2a2e22c25964,raw,192
9cac2a2e22c25964,hard_safety,190
9cac2a2e22c25964,compatible,31
9cac2a2e22c25964,quality,26
9cac2a2e22c25964,local,26
9cac2a2e22c25964,global_front2,2
9cac2a2e22c25964,conditional_front2,2
f86b2f13b23d5470,raw,192
f86b2f13b23d5470,hard_safety,192
f86b2f13b23d5470,compatible,42
f86b2f13b23d5470,quality,21
f86b2f13b23d5470,local,21
f86b2f13b23d5470,global_front2,0
f86b2f13b23d5470,conditional_front2,2
6e5e2d80ec915e15,raw,192
6e5e2d80ec915e15,hard_safety,192
6e5e2d80ec915e15,compatible,27
6e5e2d80ec915e15,quality,18
6e5e2d80ec915e15,local,18
6e5e2d80ec915e15,global_front2,0
6e5e2d80ec915e15,conditional_front2,2
b5d7c17fe5375141,raw,192
b5d7c17fe5375141,hard_safety,192
b5d7c17fe5375141,compatible,31
b5d7c17fe5375141,quality,17
b5d7c17fe5375141,local,16
b5d7c17fe5375141,global_front2,13
b5d7c17fe5375141,conditional_front2,14
bae3d8ac0ee85cad,raw,192
bae3d8ac0ee85cad,hard_safety,190
bae3d8ac0ee85cad,compatible,31
bae3d8ac0ee85cad,quality,31
bae3d8ac0ee85cad,local,31
bae3d8ac0ee85cad,global_front2,31
bae3d8ac0ee85cad,conditional_front2,31
4833c4f6d87f5021,raw,192
4833c4f6d87f5021,hard_safety,192
4833c4f6d87f5021,compatible,30
4833c4f6d87f5021,quality,30
4833c4f6d87f5021,local,30
4833c4f6d87f5021,global_front2,30
4833c4f6d87f5021,conditional_front2,30
a507cbf8c4055960,raw,192
a507cbf8c4055960,hard_safety,192
a507cbf8c4055960,compatible,34
a507cbf8c4055960,quality,27
a507cbf8c4055960,local,27
a507cbf8c4055960,global_front2,0
a507cbf8c4055960,conditional_front2,2
331e21d3c8d65bae,raw,192
331e21d3c8d65bae,hard_safety,192
331e21d3c8d65bae,compatible,37
331e21d3c8d65bae,quality,32
331e21d3c8d65bae,local,32
331e21d3c8d65bae,global_front2,0
331e21d3c8d65bae,conditional_front2,2
c5f7460ee0da513a,raw,192
c5f7460ee0da513a,hard_safety,188
c5f7460ee0da513a,compatible,32
c5f7460ee0da513a,quality,21
c5f7460ee0da513a,local,21
c5f7460ee0da513a,global_front2,0
c5f7460ee0da513a,conditional_front2,2
7eb9b36921b25d5b,raw,192
7eb9b36921b25d5b,hard_safety,191
7eb9b36921b25d5b,compatible,45
7eb9b36921b25d5b,quality,29
7eb9b36921b25d5b,local,29
7eb9b36921b25d5b,global_front2,2
7eb9b36921b25d5b,conditional_front2,2
8d76cc7ca097546b,raw,192
8d76cc7ca097546b,hard_safety,192
8d76cc7ca097546b,compatible,28
8d76cc7ca097546b,quality,28
8d76cc7ca097546b,local,28
8d76cc7ca097546b,global_front2,28
8d76cc7ca097546b,conditional_front2,28
7b20cfb388a15b3d,raw,192
7b20cfb388a15b3d,hard_safety,192
7b20cfb388a15b3d,compatible,34
7b20cfb388a15b3d,quality,26
7b20cfb388a15b3d,local,26
7b20cfb388a15b3d,global_front2,0
7b20cfb388a15b3d,conditional_front2,2
87a04f063e505051,raw,192
87a04f063e505051,hard_safety,192
87a04f063e505051,compatible,31
87a04f063e505051,quality,29
87a04f063e505051,local,29
87a04f063e505051,global_front2,29
87a04f063e505051,conditional_front2,29
e4fda5ede9c657f1,raw,192
e4fda5ede9c657f1,hard_safety,190
e4fda5ede9c657f1,compatible,39
e4fda5ede9c657f1,quality,26
e4fda5ede9c657f1,local,26
e4fda5ede9c657f1,global_front2,1
e4fda5ede9c657f1,conditional_front2,2
163693e2ba175db3,raw,192
163693e2ba175db3,hard_safety,192
163693e2ba175db3,compatible,48
163693e2ba175db3,quality,34
163693e2ba175db3,local,34
163693e2ba175db3,global_front2,26
163693e2ba175db3,conditional_front2,26
007505437ed45b53,raw,192
007505437ed45b53,hard_safety,192
007505437ed45b53,compatible,36
007505437ed45b53,quality,22
007505437ed45b53,local,22
007505437ed45b53,global_front2,0
007505437ed45b53,conditional_front2,2
b1199a48987b5f73,raw,192
b1199a48987b5f73,hard_safety,187
b1199a48987b5f73,compatible,37
b1199a48987b5f73,quality,29
b1199a48987b5f73,local,29
b1199a48987b5f73,global_front2,0
b1199a48987b5f73,conditional_front2,2
a1bcc195c8e85f37,raw,192
a1bcc195c8e85f37,hard_safety,192
a1bcc195c8e85f37,compatible,29
a1bcc195c8e85f37,quality,25
a1bcc195c8e85f37,local,25
a1bcc195c8e85f37,global_front2,3
a1bcc195c8e85f37,conditional_front2,3
99c663a7b4e15514,raw,192
99c663a7b4e15514,hard_safety,191
99c663a7b4e15514,compatible,31
99c663a7b4e15514,quality,16
99c663a7b4e15514,local,16
99c663a7b4e15514,global_front2,0
99c663a7b4e15514,conditional_front2,2
2b9bcbd586b55042,raw,192
2b9bcbd586b55042,hard_safety,192
2b9bcbd586b55042,compatible,36
2b9bcbd586b55042,quality,28
2b9bcbd586b55042,local,28
2b9bcbd586b55042,global_front2,0
2b9bcbd586b55042,conditional_front2,2
113b14c30cc25989,raw,192
113b14c30cc25989,hard_safety,192
113b14c30cc25989,compatible,63
113b14c30cc25989,quality,63
113b14c30cc25989,local,63
113b14c30cc25989,global_front2,63
113b14c30cc25989,conditional_front2,63
b37b1679fd745ac9,raw,192
b37b1679fd745ac9,hard_safety,192
b37b1679fd745ac9,compatible,28
b37b1679fd745ac9,quality,24
b37b1679fd745ac9,local,24
b37b1679fd745ac9,global_front2,0
b37b1679fd745ac9,conditional_front2,2
a4b7b2795e615efb,raw,192
a4b7b2795e615efb,hard_safety,192
a4b7b2795e615efb,compatible,36
a4b7b2795e615efb,quality,22
a4b7b2795e615efb,local,22
a4b7b2795e615efb,global_front2,0
a4b7b2795e615efb,conditional_front2,2
c75edb67a65b5a33,raw,192
c75edb67a65b5a33,hard_safety,192
c75edb67a65b5a33,compatible,30
c75edb67a65b5a33,quality,21
c75edb67a65b5a33,local,0
c75edb67a65b5a33,global_front2,0
c75edb67a65b5a33,conditional_front2,0
fbec1eb4b33955e2,raw,192
fbec1eb4b33955e2,hard_safety,192
fbec1eb4b33955e2,compatible,41
fbec1eb4b33955e2,quality,35
fbec1eb4b33955e2,local,35
fbec1eb4b33955e2,global_front2,0
fbec1eb4b33955e2,conditional_front2,2
c1ae700926d4577c,raw,192
c1ae700926d4577c,hard_safety,192
c1ae700926d4577c,compatible,36
c1ae700926d4577c,quality,29
c1ae700926d4577c,local,29
c1ae700926d4577c,global_front2,0
c1ae700926d4577c,conditional_front2,2
eba5b88270db545e,raw,192
eba5b88270db545e,hard_safety,187
eba5b88270db545e,compatible,31
eba5b88270db545e,quality,31
eba5b88270db545e,local,0
eba5b88270db545e,global_front2,0
eba5b88270db545e,conditional_front2,0
0481ff72500154f2,raw,192
0481ff72500154f2,hard_safety,188
0481ff72500154f2,compatible,38
0481ff72500154f2,quality,38
0481ff72500154f2,local,38
0481ff72500154f2,global_front2,38
0481ff72500154f2,conditional_front2,38
70d9d2c73e4155d4,raw,192
70d9d2c73e4155d4,hard_safety,192
70d9d2c73e4155d4,compatible,32
70d9d2c73e4155d4,quality,26
70d9d2c73e4155d4,local,26
70d9d2c73e4155d4,global_front2,0
70d9d2c73e4155d4,conditional_front2,2
685c110d6a615ff8,raw,192
685c110d6a615ff8,hard_safety,192
685c110d6a615ff8,compatible,32
685c110d6a615ff8,quality,32
685c110d6a615ff8,local,32
685c110d6a615ff8,global_front2,32
685c110d6a615ff8,conditional_front2,32
b1483be2f1e35882,raw,192
b1483be2f1e35882,hard_safety,192
b1483be2f1e35882,compatible,32
b1483be2f1e35882,quality,32
b1483be2f1e35882,local,32
b1483be2f1e35882,global_front2,32
b1483be2f1e35882,conditional_front2,32
de0fb293bb4859e7,raw,192
de0fb293bb4859e7,hard_safety,192
de0fb293bb4859e7,compatible,37
de0fb293bb4859e7,quality,31
de0fb293bb4859e7,local,31
de0fb293bb4859e7,global_front2,0
de0fb293bb4859e7,conditional_front2,2
335528f321b45d88,raw,192
335528f321b45d88,hard_safety,190
335528f321b45d88,compatible,55
335528f321b45d88,quality,55
335528f321b45d88,local,55
335528f321b45d88,global_front2,55
335528f321b45d88,conditional_front2,55
e5ba0fd6afc15419,raw,192
e5ba0fd6afc15419,hard_safety,192
e5ba0fd6afc15419,compatible,44
e5ba0fd6afc15419,quality,44
e5ba0fd6afc15419,local,44
e5ba0fd6afc15419,global_front2,44
e5ba0fd6afc15419,conditional_front2,44
07bd6c8c7de152a6,raw,192
07bd6c8c7de152a6,hard_safety,188
07bd6c8c7de152a6,compatible,45
07bd6c8c7de152a6,quality,45
07bd6c8c7de152a6,local,45
07bd6c8c7de152a6,global_front2,45
07bd6c8c7de152a6,conditional_front2,45
0b9f2aceebbf5003,raw,192
0b9f2aceebbf5003,hard_safety,191
0b9f2aceebbf5003,compatible,29
0b9f2aceebbf5003,quality,29
0b9f2aceebbf5003,local,29
0b9f2aceebbf5003,global_front2,29
0b9f2aceebbf5003,conditional_front2,29
e8991ab64afb5db6,raw,192
e8991ab64afb5db6,hard_safety,192
e8991ab64afb5db6,compatible,31
e8991ab64afb5db6,quality,31
e8991ab64afb5db6,local,31
e8991ab64afb5db6,global_front2,31
e8991ab64afb5db6,conditional_front2,31
66c135a6ec7f53c4,raw,192
66c135a6ec7f53c4,hard_safety,190
66c135a6ec7f53c4,compatible,31
66c135a6ec7f53c4,quality,31
66c135a6ec7f53c4,local,31
66c135a6ec7f53c4,global_front2,31
66c135a6ec7f53c4,conditional_front2,31
1fe597d0fb1454dc,raw,192
1fe597d0fb1454dc,hard_safety,181
1fe597d0fb1454dc,compatible,39
1fe597d0fb1454dc,quality,25
1fe597d0fb1454dc,local,23
1fe597d0fb1454dc,global_front2,0
1fe597d0fb1454dc,conditional_front2,2
fefa00cc3fe65b70,raw,192
fefa00cc3fe65b70,hard_safety,192
fefa00cc3fe65b70,compatible,31
fefa00cc3fe65b70,quality,22
fefa00cc3fe65b70,local,22
fefa00cc3fe65b70,global_front2,1
fefa00cc3fe65b70,conditional_front2,2
fddb21da30bb54c2,raw,192
fddb21da30bb54c2,hard_safety,191
fddb21da30bb54c2,compatible,31
fddb21da30bb54c2,quality,31
fddb21da30bb54c2,local,31
fddb21da30bb54c2,global_front2,31
fddb21da30bb54c2,conditional_front2,31
aceba8d21dfe5d03,raw,192
aceba8d21dfe5d03,hard_safety,192
aceba8d21dfe5d03,compatible,30
aceba8d21dfe5d03,quality,25
aceba8d21dfe5d03,local,25
aceba8d21dfe5d03,global_front2,0
aceba8d21dfe5d03,conditional_front2,2
ac940ab1e16558e9,raw,192
ac940ab1e16558e9,hard_safety,192
ac940ab1e16558e9,compatible,29
ac940ab1e16558e9,quality,29
ac940ab1e16558e9,local,29
ac940ab1e16558e9,global_front2,29
ac940ab1e16558e9,conditional_front2,29
4ac0a91fc4dd5ca9,raw,192
4ac0a91fc4dd5ca9,hard_safety,192
4ac0a91fc4dd5ca9,compatible,30
4ac0a91fc4dd5ca9,quality,30
4ac0a91fc4dd5ca9,local,0
4ac0a91fc4dd5ca9,global_front2,0
4ac0a91fc4dd5ca9,conditional_front2,0
cdec4cc7781e5d4d,raw,192
cdec4cc7781e5d4d,hard_safety,192
cdec4cc7781e5d4d,compatible,48
cdec4cc7781e5d4d,quality,17
cdec4cc7781e5d4d,local,15
cdec4cc7781e5d4d,global_front2,15
cdec4cc7781e5d4d,conditional_front2,15
01034b2411ce5ea0,raw,192
01034b2411ce5ea0,hard_safety,192
01034b2411ce5ea0,compatible,52
01034b2411ce5ea0,quality,9
01034b2411ce5ea0,local,9
01034b2411ce5ea0,global_front2,0
01034b2411ce5ea0,conditional_front2,2
fb7f5f4fd1a25f13,raw,192
fb7f5f4fd1a25f13,hard_safety,192
fb7f5f4fd1a25f13,compatible,31
fb7f5f4fd1a25f13,quality,31
fb7f5f4fd1a25f13,local,31
fb7f5f4fd1a25f13,global_front2,31
fb7f5f4fd1a25f13,conditional_front2,31
dcea502e05ca5eb5,raw,192
dcea502e05ca5eb5,hard_safety,190
dcea502e05ca5eb5,compatible,42
dcea502e05ca5eb5,quality,27
dcea502e05ca5eb5,local,27
dcea502e05ca5eb5,global_front2,0
dcea502e05ca5eb5,conditional_front2,2
28b79e32839a543b,raw,192
28b79e32839a543b,hard_safety,192
28b79e32839a543b,compatible,32
28b79e32839a543b,quality,32
28b79e32839a543b,local,32
28b79e32839a543b,global_front2,32
28b79e32839a543b,conditional_front2,32
2b07bad4bce156cd,raw,192
2b07bad4bce156cd,hard_safety,192
2b07bad4bce156cd,compatible,34
2b07bad4bce156cd,quality,34
2b07bad4bce156cd,local,34
2b07bad4bce156cd,global_front2,34
2b07bad4bce156cd,conditional_front2,34
66d778b97714583a,raw,192
66d778b97714583a,hard_safety,192
66d778b97714583a,compatible,50
66d778b97714583a,quality,50
66d778b97714583a,local,50
66d778b97714583a,global_front2,50
66d778b97714583a,conditional_front2,50
a8c9f51e547a5fed,raw,192
a8c9f51e547a5fed,hard_safety,191
a8c9f51e547a5fed,compatible,26
a8c9f51e547a5fed,quality,22
a8c9f51e547a5fed,local,22
a8c9f51e547a5fed,global_front2,0
a8c9f51e547a5fed,conditional_front2,2
7a0635b7942859c6,raw,192
7a0635b7942859c6,hard_safety,192
7a0635b7942859c6,compatible,30
7a0635b7942859c6,quality,18
7a0635b7942859c6,local,18
7a0635b7942859c6,global_front2,0
7a0635b7942859c6,conditional_front2,2
84b13f58e18551a8,raw,192
84b13f58e18551a8,hard_safety,192
84b13f58e18551a8,compatible,30
84b13f58e18551a8,quality,30
84b13f58e18551a8,local,30
84b13f58e18551a8,global_front2,30
84b13f58e18551a8,conditional_front2,30
87ec42ef94f75f0c,raw,192
87ec42ef94f75f0c,hard_safety,192
87ec42ef94f75f0c,compatible,34
87ec42ef94f75f0c,quality,34
87ec42ef94f75f0c,local,13
87ec42ef94f75f0c,global_front2,13
87ec42ef94f75f0c,conditional_front2,13
feae0b42dda25c87,raw,192
feae0b42dda25c87,hard_safety,192
feae0b42dda25c87,compatible,44
feae0b42dda25c87,quality,44
feae0b42dda25c87,local,44
feae0b42dda25c87,global_front2,44
feae0b42dda25c87,conditional_front2,44
b663343f65cd5e92,raw,192
b663343f65cd5e92,hard_safety,192
b663343f65cd5e92,compatible,32
b663343f65cd5e92,quality,32
b663343f65cd5e92,local,32
b663343f65cd5e92,global_front2,32
b663343f65cd5e92,conditional_front2,32
71495dbc0a3255dc,raw,192
71495dbc0a3255dc,hard_safety,192
71495dbc0a3255dc,compatible,36
71495dbc0a3255dc,quality,22
71495dbc0a3255dc,local,22
71495dbc0a3255dc,global_front2,0
71495dbc0a3255dc,conditional_front2,2
244f412a59375c65,raw,192
244f412a59375c65,hard_safety,190
244f412a59375c65,compatible,30
244f412a59375c65,quality,23
244f412a59375c65,local,23
244f412a59375c65,global_front2,0
244f412a59375c65,conditional_front2,2
5c1f98237d1852b9,raw,192
5c1f98237d1852b9,hard_safety,192
5c1f98237d1852b9,compatible,28
5c1f98237d1852b9,quality,28
5c1f98237d1852b9,local,28
5c1f98237d1852b9,global_front2,28
5c1f98237d1852b9,conditional_front2,28
9eddebd4be385650,raw,192
9eddebd4be385650,hard_safety,192
9eddebd4be385650,compatible,28
9eddebd4be385650,quality,18
9eddebd4be385650,local,18
9eddebd4be385650,global_front2,0
9eddebd4be385650,conditional_front2,2
b53636b863815077,raw,192
b53636b863815077,hard_safety,183
b53636b863815077,compatible,31
b53636b863815077,quality,28
b53636b863815077,local,28
b53636b863815077,global_front2,0
b53636b863815077,conditional_front2,2
1ef92a1e554b567c,raw,192
1ef92a1e554b567c,hard_safety,192
1ef92a1e554b567c,compatible,28
1ef92a1e554b567c,quality,28
1ef92a1e554b567c,local,28
1ef92a1e554b567c,global_front2,28
1ef92a1e554b567c,conditional_front2,28
019cfd828c3f5b7c,raw,192
019cfd828c3f5b7c,hard_safety,189
019cfd828c3f5b7c,compatible,33
019cfd828c3f5b7c,quality,24
019cfd828c3f5b7c,local,24
019cfd828c3f5b7c,global_front2,0
019cfd828c3f5b7c,conditional_front2,2
55a649760430531d,raw,192
55a649760430531d,hard_safety,192
55a649760430531d,compatible,30
55a649760430531d,quality,20
55a649760430531d,local,20
55a649760430531d,global_front2,0
55a649760430531d,conditional_front2,2
377d9bb5bb125691,raw,192
377d9bb5bb125691,hard_safety,191
377d9bb5bb125691,compatible,39
377d9bb5bb125691,quality,36
377d9bb5bb125691,local,36
377d9bb5bb125691,global_front2,0
377d9bb5bb125691,conditional_front2,2
a40383b62c8b5f0a,raw,192
a40383b62c8b5f0a,hard_safety,192
a40383b62c8b5f0a,compatible,32
a40383b62c8b5f0a,quality,32
a40383b62c8b5f0a,local,32
a40383b62c8b5f0a,global_front2,32
a40383b62c8b5f0a,conditional_front2,32
6822dc0570565ef4,raw,192
6822dc0570565ef4,hard_safety,192
6822dc0570565ef4,compatible,31
6822dc0570565ef4,quality,20
6822dc0570565ef4,local,20
6822dc0570565ef4,global_front2,0
6822dc0570565ef4,conditional_front2,2
6b5978b04dc85323,raw,192
6b5978b04dc85323,hard_safety,187
6b5978b04dc85323,compatible,37
6b5978b04dc85323,quality,28
6b5978b04dc85323,local,28
6b5978b04dc85323,global_front2,0
6b5978b04dc85323,conditional_front2,2
28c5133d23575e81,raw,192
28c5133d23575e81,hard_safety,192
28c5133d23575e81,compatible,27
28c5133d23575e81,quality,16
28c5133d23575e81,local,16
28c5133d23575e81,global_front2,0
28c5133d23575e81,conditional_front2,2
0726ca723042500c,raw,192
0726ca723042500c,hard_safety,188
0726ca723042500c,compatible,68
0726ca723042500c,quality,65
0726ca723042500c,local,65
0726ca723042500c,global_front2,12
0726ca723042500c,conditional_front2,12
e1b339d45b635f03,raw,192
e1b339d45b635f03,hard_safety,192
e1b339d45b635f03,compatible,31
e1b339d45b635f03,quality,17
e1b339d45b635f03,local,17
e1b339d45b635f03,global_front2,0
e1b339d45b635f03,conditional_front2,2
60e4b765d65a534a,raw,192
60e4b765d65a534a,hard_safety,192
60e4b765d65a534a,compatible,36
60e4b765d65a534a,quality,25
60e4b765d65a534a,local,25
60e4b765d65a534a,global_front2,0
60e4b765d65a534a,conditional_front2,2
cb8ed00b6b6e5650,raw,192
cb8ed00b6b6e5650,hard_safety,192
cb8ed00b6b6e5650,compatible,43
cb8ed00b6b6e5650,quality,28
cb8ed00b6b6e5650,local,28
cb8ed00b6b6e5650,global_front2,0
cb8ed00b6b6e5650,conditional_front2,2
f11aede9f6665b09,raw,192
f11aede9f6665b09,hard_safety,192
f11aede9f6665b09,compatible,35
f11aede9f6665b09,quality,30
f11aede9f6665b09,local,30
f11aede9f6665b09,global_front2,0
f11aede9f6665b09,conditional_front2,2
8ae2f982585058f2,raw,192
8ae2f982585058f2,hard_safety,191
8ae2f982585058f2,compatible,33
8ae2f982585058f2,quality,19
8ae2f982585058f2,local,19
8ae2f982585058f2,global_front2,0
8ae2f982585058f2,conditional_front2,2
ee81b62009285462,raw,192
ee81b62009285462,hard_safety,192
ee81b62009285462,compatible,32
ee81b62009285462,quality,32
ee81b62009285462,local,32
ee81b62009285462,global_front2,32
ee81b62009285462,conditional_front2,32
8783e69e8b9d5d5c,raw,192
8783e69e8b9d5d5c,hard_safety,191
8783e69e8b9d5d5c,compatible,34
8783e69e8b9d5d5c,quality,28
8783e69e8b9d5d5c,local,28
8783e69e8b9d5d5c,global_front2,0
8783e69e8b9d5d5c,conditional_front2,2
9566c9689988532d,raw,192
9566c9689988532d,hard_safety,192
9566c9689988532d,compatible,32
9566c9689988532d,quality,22
9566c9689988532d,local,22
9566c9689988532d,global_front2,0
9566c9689988532d,conditional_front2,2
a49f197b94e15a20,raw,192
a49f197b94e15a20,hard_safety,188
a49f197b94e15a20,compatible,30
a49f197b94e15a20,quality,17
a49f197b94e15a20,local,17
a49f197b94e15a20,global_front2,0
a49f197b94e15a20,conditional_front2,2
d4b1d28cb67b5618,raw,192
d4b1d28cb67b5618,hard_safety,192
d4b1d28cb67b5618,compatible,26
d4b1d28cb67b5618,quality,19
d4b1d28cb67b5618,local,19
d4b1d28cb67b5618,global_front2,0
d4b1d28cb67b5618,conditional_front2,2
9fd73df50f1d5a2b,raw,192
9fd73df50f1d5a2b,hard_safety,192
9fd73df50f1d5a2b,compatible,37
9fd73df50f1d5a2b,quality,25
9fd73df50f1d5a2b,local,25
9fd73df50f1d5a2b,global_front2,0
9fd73df50f1d5a2b,conditional_front2,2
40bdcf910bed5013,raw,192
40bdcf910bed5013,hard_safety,192
40bdcf910bed5013,compatible,57
40bdcf910bed5013,quality,57
40bdcf910bed5013,local,57
40bdcf910bed5013,global_front2,57
40bdcf910bed5013,conditional_front2,57
c72fac839d7b5bdf,raw,192
c72fac839d7b5bdf,hard_safety,192
c72fac839d7b5bdf,compatible,80
c72fac839d7b5bdf,quality,48
c72fac839d7b5bdf,local,48
c72fac839d7b5bdf,global_front2,2
c72fac839d7b5bdf,conditional_front2,2
23cb188abddf5851,raw,192
23cb188abddf5851,hard_safety,192
23cb188abddf5851,compatible,47
23cb188abddf5851,quality,38
23cb188abddf5851,local,38
23cb188abddf5851,global_front2,0
23cb188abddf5851,conditional_front2,2
a488a24ace4e5a0e,raw,192
a488a24ace4e5a0e,hard_safety,192
a488a24ace4e5a0e,compatible,33
a488a24ace4e5a0e,quality,33
a488a24ace4e5a0e,local,33
a488a24ace4e5a0e,global_front2,33
a488a24ace4e5a0e,conditional_front2,33
a2e11073e3025626,raw,192
a2e11073e3025626,hard_safety,192
a2e11073e3025626,compatible,35
a2e11073e3025626,quality,35
a2e11073e3025626,local,35
a2e11073e3025626,global_front2,35
a2e11073e3025626,conditional_front2,35
56df5b5a7f8d5964,raw,192
56df5b5a7f8d5964,hard_safety,189
56df5b5a7f8d5964,compatible,62
56df5b5a7f8d5964,quality,36
56df5b5a7f8d5964,local,36
56df5b5a7f8d5964,global_front2,0
56df5b5a7f8d5964,conditional_front2,2
9f7eb558c5125bca,raw,192
9f7eb558c5125bca,hard_safety,190
9f7eb558c5125bca,compatible,50
9f7eb558c5125bca,quality,46
9f7eb558c5125bca,local,46
9f7eb558c5125bca,global_front2,0
9f7eb558c5125bca,conditional_front2,2
b7520d4aabdb522f,raw,192
b7520d4aabdb522f,hard_safety,192
b7520d4aabdb522f,compatible,41
b7520d4aabdb522f,quality,41
b7520d4aabdb522f,local,41
b7520d4aabdb522f,global_front2,41
b7520d4aabdb522f,conditional_front2,41
c97d721af0475e45,raw,192
c97d721af0475e45,hard_safety,188
c97d721af0475e45,compatible,42
c97d721af0475e45,quality,33
c97d721af0475e45,local,33
c97d721af0475e45,global_front2,0
c97d721af0475e45,conditional_front2,2
2c87600ce5a15f76,raw,192
2c87600ce5a15f76,hard_safety,192
2c87600ce5a15f76,compatible,32
2c87600ce5a15f76,quality,22
2c87600ce5a15f76,local,22
