token,method,raw_index,loss,region,q_holdout,PDMS,exact_source,gradient_norm,reference_norm,cosine,dot,predicted_delta_L_ref
fefa00cc3fe65b70,score,64,1.111210735871282e-05,far,100.0,97.77312574737115,mts_8692,0.042740460485219955,0.06685411185026169,0.4372197504959276,0.0012493010144680738,-1.249301014468074e-08
fefa00cc3fe65b70,pareto,64,1.111210735871282e-05,far,100.0,97.77312574737115,mts_8692,0.042740460485219955,0.06685411185026169,0.4372197504959276,0.0012493010144680738,-1.249301014468074e-08
fefa00cc3fe65b70,gt_distance,64,1.111210735871282e-05,far,100.0,97.77312574737115,mts_8692,0.042740460485219955,0.06685411185026169,0.4372197504959276,0.0012493010144680738,-1.249301014468074e-08
fefa00cc3fe65b70,old_pc,39,2.5031648874573875e-05,core,46.875,97.69845943581913,IL-native,0.1307287961244583,0.06685411185026169,0.3340976651919141,0.002919932594522834,-2.9199325945228342e-08
fefa00cc3fe65b70,conditional_pc,40,2.4701482288946863e-05,boundary,87.5,97.49998953573015,IL-native,0.13118769228458405,0.06685411185026169,0.4756002634240934,0.004171221982687712,-4.171221982687712e-08
430843d30f9258ed,score,103,0.0005174477787477372,far,100.0,94.12676684808974,grpo_9041,0.29349684715270996,0.07098399847745895,0.4409948729317766,0.009187501855194569,-9.187501855194569e-08
430843d30f9258ed,pareto,103,0.0005174477787477372,far,100.0,94.12676684808974,grpo_9041,0.29349684715270996,0.07098399847745895,0.4409948729317766,0.009187501855194569,-9.187501855194569e-08
430843d30f9258ed,gt_distance,167,0.00032513829773961334,far,100.0,93.65171906575763,Bridge-0.8_grpo_9041,0.24004672467708588,0.07098399847745895,0.49435656913393916,0.008423577062785625,-8.423577062785626e-08
430843d30f9258ed,old_pc,62,0.00014293190452008275,boundary,67.1875,93.07612630156962,IL-native,0.19197554886341095,0.07098399847745895,0.8501374269364149,0.011584986001253128,-1.1584986001253129e-07
430843d30f9258ed,conditional_pc,62,0.00014293190452008275,boundary,67.1875,93.07612630156962,IL-native,0.19197554886341095,0.07098399847745895,0.8501374269364149,0.011584986001253128,-1.1584986001253129e-07
db42252e1f655f26,score,0,0.00031845127705310006,far,99.21875,100.0,GT,0.2137068808078766,0.18216484785079956,-0.1656448725826033,-0.006448535248637199,6.4485352486372e-08
db42252e1f655f26,score,1,0.0003162853490721318,far,100.0,100.0,GT,0.2348823845386505,0.18216484785079956,-0.012071432378763897,-0.0005165041657164693,5.165041657164693e-09
db42252e1f655f26,score,2,0.00032810733137011994,far,100.0,100.0,GT,0.2226579338312149,0.18216484785079956,-0.20446634908197814,-0.00829324685037136,8.293246850371361e-08
db42252e1f655f26,score,3,0.0003036064381376491,far,99.21875,100.0,GT,0.2328844517469406,0.18216484785079956,-0.009176590292903363,-0.0003893018001690507,3.893018001690507e-09
db42252e1f655f26,pareto,0,0.00031845127705310006,far,99.21875,100.0,GT,0.2137068808078766,0.18216484785079956,-0.1656448725826033,-0.006448535248637199,6.4485352486372e-08
db42252e1f655f26,pareto,111,0.0007923251014290145,far,100.0,100.0,grpo_9041,0.5871483087539673,0.18216484785079956,0.14383548808848196,0.015384324826300144,-1.5384324826300146e-07
db42252e1f655f26,pareto,122,0.002885174755647313,far,100.0,100.0,apr_9145,1.3310980796813965,0.18216484785079956,-0.8612555093752969,-0.2088366150856018,2.0883661508560183e-06
db42252e1f655f26,pareto,127,0.0021239951565803494,far,100.0,100.0,apr_9145,1.124403715133667,0.18216484785079956,-0.7099882760444821,-0.14542464911937714,1.4542464911937715e-06
db42252e1f655f26,gt_distance,0,0.00031845127705310006,far,99.21875,100.0,GT,0.2137068808078766,0.18216484785079956,-0.1656448725826033,-0.006448535248637199,6.4485352486372e-08
db42252e1f655f26,gt_distance,122,0.002885174755647313,far,100.0,100.0,apr_9145,1.3310980796813965,0.18216484785079956,-0.8612555093752969,-0.2088366150856018,2.0883661508560183e-06
db42252e1f655f26,gt_distance,52,0.0005728930391342146,far,100.0,100.0,IL-native,0.3952191174030304,0.18216484785079956,0.8212871028500114,0.05912858992815018,-5.912858992815018e-07
db42252e1f655f26,gt_distance,101,0.00040237173379864544,far,100.0,100.0,grpo_9041,0.4377354681491852,0.18216484785079956,-0.486043495536187,-0.038757115602493286,3.8757115602493287e-07
db42252e1f655f26,old_pc,34,0.00015807106956344796,boundary,76.5625,100.0,IL-native,0.2020600587129593,0.18216484785079956,0.7919081307958491,0.02914874441921711,-2.9148744419217115e-07
db42252e1f655f26,old_pc,132,7.264315991051262e-05,boundary,94.53125,100.0,Bridge-0.2_mts_8692,0.17512141168117523,0.18216484785079956,-0.8674527902835778,-0.027672581374645233,2.7672581374645236e-07
db42252e1f655f26,old_pc,156,3.1497663258051034e-05,boundary,94.53125,100.0,Bridge-0.2_mts_8751,0.043594278395175934,0.18216484785079956,0.16989061255889734,0.0013491599820554256,-1.3491599820554258e-08
db42252e1f655f26,old_pc,62,0.00038554982529603876,boundary,88.28125,100.0,IL-native,0.33614209294319153,0.18216484785079956,0.9154595568327416,0.056056585162878036,-5.605658516287804e-07
db42252e1f655f26,conditional_pc,34,0.00015807106956344796,boundary,76.5625,100.0,IL-native,0.2020600587129593,0.18216484785079956,0.7919081307958491,0.02914874441921711,-2.9148744419217115e-07
db42252e1f655f26,conditional_pc,132,7.264315991051262e-05,boundary,94.53125,100.0,Bridge-0.2_mts_8692,0.17512141168117523,0.18216484785079956,-0.8674527902835778,-0.027672581374645233,2.7672581374645236e-07
db42252e1f655f26,conditional_pc,156,3.1497663258051034e-05,boundary,94.53125,100.0,Bridge-0.2_mts_8751,0.043594278395175934,0.18216484785079956,0.16989061255889734,0.0013491599820554256,-1.3491599820554258e-08
db42252e1f655f26,conditional_pc,62,0.00038554982529603876,boundary,88.28125,100.0,IL-native,0.33614209294319153,0.18216484785079956,0.9154595568327416,0.056056585162878036,-5.605658516287804e-07
6dfe97d2aff95bf6,score,54,7.723177259322256e-05,far,96.09375,99.90128600275892,IL-native,0.13373954594135284,0.07607275992631912,-0.3321308024120667,-0.0033790776506066322,3.379077650606632e-08
6dfe97d2aff95bf6,pareto,54,7.723177259322256e-05,far,96.09375,99.90128600275892,IL-native,0.13373954594135284,0.07607275992631912,-0.3321308024120667,-0.0033790776506066322,3.379077650606632e-08
6dfe97d2aff95bf6,gt_distance,49,4.6550338083761744e-05,core,12.5,99.08052990559175,IL-native,0.048669785261154175,0.07607275992631912,0.49313201580632404,0.0018257941119372845,-1.8257941119372848e-08
6dfe97d2aff95bf6,old_pc,55,6.185531674418598e-05,boundary,77.34375,99.63243024306804,IL-native,0.09000100195407867,0.07607275992631912,-0.09349135573205745,-0.0006401002174243331,6.4010021742433316e-09
6dfe97d2aff95bf6,conditional_pc,55,6.185531674418598e-05,boundary,77.34375,99.63243024306804,IL-native,0.09000100195407867,0.07607275992631912,-0.09349135573205745,-0.0006401002174243331,6.4010021742433316e-09
96886b2d240e5275,score,22,0.008629141517303651,far,96.875,94.39439233524948,GT,1.8612854480743408,0.990748941898346,0.9887428387983681,1.8233076333999634,-1.8233076333999634e-05
96886b2d240e5275,pareto,22,0.008629141517303651,far,96.875,94.39439233524948,GT,1.8612854480743408,0.990748941898346,0.9887428387983681,1.8233076333999634,-1.8233076333999634e-05
96886b2d240e5275,gt_distance,22,0.008629141517303651,far,96.875,94.39439233524948,GT,1.8612854480743408,0.990748941898346,0.9887428387983681,1.8233076333999634,-1.8233076333999634e-05
96886b2d240e5275,old_pc,60,0.0076942185769439675,boundary,92.96875,94.14925596697606,IL-native,1.8116072416305542,0.990748941898346,0.9746184289519934,1.7492918968200684,-1.7492918968200684e-05
96886b2d240e5275,conditional_pc,60,0.0076942185769439675,boundary,92.96875,94.14925596697606,IL-native,1.8116072416305542,0.990748941898346,0.9746184289519934,1.7492918968200684,-1.7492918968200684e-05
fa4cc4b0188c5b79,score,85,0.03899400183581747,far,100.0,100.0,mts_8751,4.009859085083008,0.15239329636096954,-0.9092250654226661,-0.5556052923202515,5.556052923202515e-06
fa4cc4b0188c5b79,pareto,85,0.03899400183581747,far,100.0,100.0,mts_8751,4.009859085083008,0.15239329636096954,-0.9092250654226661,-0.5556052923202515,5.556052923202515e-06
fa4cc4b0188c5b79,gt_distance,53,0.00011559226277313428,boundary,82.03125,92.54747554551051,IL-native,0.21748708188533783,0.15239329636096954,0.9560746136352304,0.03168772906064987,-3.1687729060649876e-07
fa4cc4b0188c5b79,old_pc,44,0.0001114552494527743,boundary,86.71875,93.2447338696671,IL-native,0.11245031654834747,0.15239329636096954,-0.6771360050255276,-0.01160385925322771,1.1603859253227712e-07
fa4cc4b0188c5b79,conditional_pc,44,0.0001114552494527743,boundary,86.71875,93.2447338696671,IL-native,0.11245031654834747,0.15239329636096954,-0.6771360050255276,-0.01160385925322771,1.1603859253227712e-07
7e5d78b37ed653b1,score,122,0.0016078422195278108,far,100.0,97.56061880945904,apr_9145,0.9344027638435364,0.1256372183561325,-0.38356369954233344,-0.04502875357866287,4.5028753578662875e-07
7e5d78b37ed653b1,pareto,122,0.0016078422195278108,far,100.0,97.56061880945904,apr_9145,0.9344027638435364,0.1256372183561325,-0.38356369954233344,-0.04502875357866287,4.5028753578662875e-07
7e5d78b37ed653b1,gt_distance,144,7.12432010914199e-05,far,100.0,90.99341740094084,Bridge-0.2_mts_8751,0.1837857961654663,0.1256372183561325,0.5183487294134982,0.011968846432864666,-1.1968846432864666e-07
7e5d78b37ed653b1,old_pc,40,4.408379572851118e-05,boundary,57.8125,92.2954847373639,IL-native,0.13828693330287933,0.1256372183561325,0.6824854755966397,0.011857492849230766,-1.1857492849230768e-07
7e5d78b37ed653b1,conditional_pc,40,4.408379572851118e-05,boundary,57.8125,92.2954847373639,IL-native,0.13828693330287933,0.1256372183561325,0.6824854755966397,0.011857492849230766,-1.1857492849230768e-07
40808270ce205b83,score,113,0.0032993473250826355,far,100.0,97.44613336186157,apr_9145,1.321204423904419,0.30065011978149414,-0.9499146597400709,-0.3773253560066223,3.7732535600662236e-06
40808270ce205b83,pareto,113,0.0032993473250826355,far,100.0,97.44613336186157,apr_9145,1.321204423904419,0.30065011978149414,-0.9499146597400709,-0.3773253560066223,3.7732535600662236e-06
40808270ce205b83,gt_distance,46,3.6985103633924155e-05,core,23.4375,95.70849775751809,IL-native,0.09369108825922012,0.30065011978149414,-0.018817022096952338,-0.0005300423363223672,5.300423363223672e-09
40808270ce205b83,old_pc,41,7.74915688452893e-05,boundary,50.0,95.96708957015406,IL-native,0.1943034678697586,0.30065011978149414,-0.8197267734499097,-0.04788627475500107,4.788627475500107e-07
40808270ce205b83,conditional_pc,41,7.74915688452893e-05,boundary,50.0,95.96708957015406,IL-native,0.1943034678697586,0.30065011978149414,-0.8197267734499097,-0.04788627475500107,4.788627475500107e-07
a02463c8a92d56ce,score,0,2.712531750148628e-05,far,99.21875,100.0,GT,0.08467062562704086,0.05150824412703514,0.47901405252911594,0.0020890929736196995,-2.0890929736196997e-08
a02463c8a92d56ce,score,1,2.7629927899397444e-05,far,99.21875,100.0,GT,0.08591470122337341,0.05150824412703514,0.5034667738232995,0.002227999269962311,-2.227999269962311e-08
a02463c8a92d56ce,score,2,2.6430091565998737e-05,far,98.4375,100.0,GT,0.08311097323894501,0.05150824412703514,0.4891484909592132,0.0020939959213137627,-2.0939959213137628e-08
a02463c8a92d56ce,score,3,2.779386295514996e-05,far,99.21875,100.0,GT,0.08624038100242615,0.05150824412703514,0.5072962287752529,0.0022534558083862066,-2.253455808386207e-08
a02463c8a92d56ce,pareto,0,2.712531750148628e-05,far,99.21875,100.0,GT,0.08467062562704086,0.05150824412703514,0.47901405252911594,0.0020890929736196995,-2.0890929736196997e-08
a02463c8a92d56ce,pareto,119,3.418762753426563e-05,far,100.0,100.0,apr_9145,0.10901717096567154,0.05150824412703514,0.18140577527640778,0.0010186447761952877,-1.0186447761952878e-08
a02463c8a92d56ce,pareto,37,1.3268196198623627e-05,boundary,56.25,100.0,IL-native,0.04638190194964409,0.05150824412703514,0.8811379256501874,0.0021050828509032726,-2.1050828509032727e-08
a02463c8a92d56ce,pareto,126,3.085162643401418e-05,far,100.0,100.0,apr_9145,0.0702117532491684,0.05150824412703514,0.27643456951823964,0.0009997212328016758,-9.99721232801676e-09
a02463c8a92d56ce,gt_distance,0,2.712531750148628e-05,far,99.21875,100.0,GT,0.08467062562704086,0.05150824412703514,0.47901405252911594,0.0020890929736196995,-2.0890929736196997e-08
a02463c8a92d56ce,gt_distance,59,1.2389903531584423e-05,boundary,57.03125,100.0,IL-native,0.042421791702508926,0.05150824412703514,0.9535141719656599,0.0020834971219301224,-2.0834971219301226e-08
a02463c8a92d56ce,gt_distance,126,3.085162643401418e-05,far,100.0,100.0,apr_9145,0.0702117532491684,0.05150824412703514,0.27643456951823964,0.0009997212328016758,-9.99721232801676e-09
a02463c8a92d56ce,gt_distance,110,1.78323070940678e-05,far,100.0,100.0,grpo_9041,0.0641961470246315,0.05150824412703514,0.6757306740616957,0.0022343918681144714,-2.2343918681144716e-08
a02463c8a92d56ce,old_pc,12,2.3816119210096076e-05,boundary,92.1875,100.0,GT,0.0769890546798706,0.05150824412703514,0.532847648094266,0.0021130451932549477,-2.113045193254948e-08
a02463c8a92d56ce,old_pc,60,1.3942957593826577e-05,boundary,91.40625,100.0,IL-native,0.051681116223335266,0.05150824412703514,0.7813892683808884,0.0020800610072910786,-2.0800610072910786e-08
a02463c8a92d56ce,old_pc,54,1.376805994368624e-05,boundary,70.3125,100.0,IL-native,0.04659901186823845,0.05150824412703514,0.8431500197370938,0.0020237567368894815,-2.0237567368894816e-08
a02463c8a92d56ce,old_pc,164,1.2237201190146152e-05,boundary,90.625,100.0,Bridge-0.2_grpo_9041,0.042158909142017365,0.05150824412703514,0.9655271655904134,0.0020966725423932076,-2.0966725423932076e-08
a02463c8a92d56ce,conditional_pc,12,2.3816119210096076e-05,boundary,92.1875,100.0,GT,0.0769890546798706,0.05150824412703514,0.532847648094266,0.0021130451932549477,-2.113045193254948e-08
a02463c8a92d56ce,conditional_pc,60,1.3942957593826577e-05,boundary,91.40625,100.0,IL-native,0.051681116223335266,0.05150824412703514,0.7813892683808884,0.0020800610072910786,-2.0800610072910786e-08
a02463c8a92d56ce,conditional_pc,54,1.376805994368624e-05,boundary,70.3125,100.0,IL-native,0.04659901186823845,0.05150824412703514,0.8431500197370938,0.0020237567368894815,-2.0237567368894816e-08
a02463c8a92d56ce,conditional_pc,164,1.2237201190146152e-05,boundary,90.625,100.0,Bridge-0.2_grpo_9041,0.042158909142017365,0.05150824412703514,0.9655271655904134,0.0020966725423932076,-2.0966725423932076e-08
50790f7ba9405c67,score,0,0.00011226430865463044,far,100.0,100.0,GT,0.15996289253234863,0.05837002769112587,0.8755213046199893,0.00817477609962225,-8.17477609962225e-08
50790f7ba9405c67,score,1,0.00010225418986919976,far,100.0,100.0,GT,0.14636124670505524,0.05837002769112587,0.8809118848395243,0.007525727152824402,-7.525727152824402e-08
50790f7ba9405c67,score,2,0.0001175739284917654,far,100.0,100.0,GT,0.16340425610542297,0.05837002769112587,0.8747670044561155,0.008343449793756008,-8.343449793756009e-08
50790f7ba9405c67,score,3,0.00010033878857029777,far,100.0,100.0,GT,0.14704754948616028,0.05837002769112587,0.8774047462496583,0.0075309136882424355,-7.530913688242436e-08
50790f7ba9405c67,pareto,0,0.00011226430865463044,far,100.0,100.0,GT,0.15996289253234863,0.05837002769112587,0.8755213046199893,0.00817477609962225,-8.17477609962225e-08
50790f7ba9405c67,pareto,107,8.129579782689689e-05,far,100.0,100.0,grpo_9041,0.16873398423194885,0.05837002769112587,-0.10014071861053533,-0.0009862866718322039,9.86286671832204e-09
50790f7ba9405c67,pareto,125,3.18017732752196e-05,far,100.0,100.0,apr_9145,0.06766962260007858,0.05837002769112587,0.8161970502459484,0.003223878564313054,-3.2238785643130547e-08
50790f7ba9405c67,pareto,168,2.2009607619111193e-05,far,99.21875,100.0,Bridge-0.2_grpo_9041,0.09219419956207275,0.05837002769112587,0.0379565901455585,0.00020425875845830888,-2.042587584583089e-09
50790f7ba9405c67,gt_distance,0,0.00011226430865463044,far,100.0,100.0,GT,0.15996289253234863,0.05837002769112587,0.8755213046199893,0.00817477609962225,-8.17477609962225e-08
50790f7ba9405c67,gt_distance,102,7.007474050624296e-05,far,100.0,100.0,grpo_9041,0.16757264733314514,0.05837002769112587,0.3449936919419302,0.003374459221959114,-3.3744592219591145e-08
50790f7ba9405c67,gt_distance,125,3.18017732752196e-05,far,100.0,100.0,apr_9145,0.06766962260007858,0.05837002769112587,0.8161970502459484,0.003223878564313054,-3.2238785643130547e-08
50790f7ba9405c67,gt_distance,122,9.083582835955895e-05,far,100.0,100.0,apr_9145,0.18866658210754395,0.05837002769112587,0.8181766853890134,0.009010149165987968,-9.01014916598797e-08
50790f7ba9405c67,old_pc,32,1.8886785710492404e-05,boundary,59.375,100.0,IL-native,0.039710257202386856,0.05837002769112587,0.4705672256163898,0.0010907225077971816,-1.0907225077971817e-08
50790f7ba9405c67,old_pc,62,2.6227933176414808e-05,boundary,87.5,100.0,IL-native,0.09180023521184921,0.05837002769112587,0.24588066663141017,0.0013175226049497724,-1.3175226049497725e-08
50790f7ba9405c67,old_pc,140,6.442378776227997e-05,boundary,93.75,100.0,Bridge-0.2_mts_8692,0.09241556376218796,0.05837002769112587,0.9090053904166525,0.0049034468829631805,-4.903446882963181e-08
50790f7ba9405c67,old_pc,156,4.6236832304202835e-05,boundary,92.96875,100.0,Bridge-0.2_mts_8751,0.1081613302230835,0.05837002769112587,0.9119531244483405,0.005757506471127272,-5.757506471127272e-08
50790f7ba9405c67,conditional_pc,32,1.8886785710492404e-05,boundary,59.375,100.0,IL-native,0.039710257202386856,0.05837002769112587,0.4705672256163898,0.0010907225077971816,-1.0907225077971817e-08
50790f7ba9405c67,conditional_pc,62,2.6227933176414808e-05,boundary,87.5,100.0,IL-native,0.09180023521184921,0.05837002769112587,0.24588066663141017,0.0013175226049497724,-1.3175226049497725e-08
50790f7ba9405c67,conditional_pc,140,6.442378776227997e-05,boundary,93.75,100.0,Bridge-0.2_mts_8692,0.09241556376218796,0.05837002769112587,0.9090053904166525,0.0049034468829631805,-4.903446882963181e-08
50790f7ba9405c67,conditional_pc,156,4.6236832304202835e-05,boundary,92.96875,100.0,Bridge-0.2_mts_8751,0.1081613302230835,0.05837002769112587,0.9119531244483405,0.005757506471127272,-5.757506471127272e-08
759e9e451eba5b47,score,96,5.591792978520971e-05,far,100.0,100.0,grpo_9041,0.17226417362689972,0.0612654872238636,-0.45697188377502385,-0.004822812043130398,4.822812043130398e-08
759e9e451eba5b47,pareto,96,5.591792978520971e-05,far,100.0,100.0,grpo_9041,0.17226417362689972,0.0612654872238636,-0.45697188377502385,-0.004822812043130398,4.822812043130398e-08
759e9e451eba5b47,gt_distance,160,1.6106195289466996e-05,far,100.0,99.12515508244559,Bridge-0.2_grpo_9041,0.07784730941057205,0.0612654872238636,0.508193756867173,0.002423755591735244,-2.423755591735244e-08
759e9e451eba5b47,old_pc,46,1.3900998965254985e-05,boundary,91.40625,98.13034648843836,IL-native,0.08517640084028244,0.0612654872238636,0.9592727086941008,0.005005843471735716,-5.005843471735716e-08
759e9e451eba5b47,conditional_pc,46,1.3900998965254985e-05,boundary,91.40625,98.13034648843836,IL-native,0.08517640084028244,0.0612654872238636,0.9592727086941008,0.005005843471735716,-5.005843471735716e-08
39fe00229f7b5ac4,score,102,0.000611944415140897,far,100.0,91.4912147267705,grpo_9041,0.5835028886795044,0.0918123796582222,0.32240458813167705,0.017272112891077995,-1.7272112891077997e-07
39fe00229f7b5ac4,pareto,102,0.000611944415140897,far,100.0,91.4912147267705,grpo_9041,0.5835028886795044,0.0918123796582222,0.32240458813167705,0.017272112891077995,-1.7272112891077997e-07
39fe00229f7b5ac4,gt_distance,100,0.00039154780097305775,far,100.0,90.3984196667225,grpo_9041,0.4905044734477997,0.0918123796582222,0.42602068015491884,0.01918557845056057,-1.9185578450560572e-07
39fe00229f7b5ac4,old_pc,140,7.89935038483236e-05,boundary,92.1875,88.07061980513313,Bridge-0.2_mts_8692,0.19612181186676025,0.0918123796582222,0.696022286528503,0.012532862834632397,-1.2532862834632398e-07
39fe00229f7b5ac4,conditional_pc,132,7.836866643629037e-05,boundary,91.40625,88.07061980513313,Bridge-0.2_mts_8692,0.19398297369480133,0.0918123796582222,0.6993993634380079,0.01245632953941822,-1.2456329539418223e-07
50865b0784fc566d,score,112,5.282316851662472e-05,far,100.0,100.0,apr_9145,0.06842289865016937,0.052564822137355804,-0.5742183659042461,-0.002065255306661129,2.0652553066611293e-08
50865b0784fc566d,pareto,112,5.282316851662472e-05,far,100.0,100.0,apr_9145,0.06842289865016937,0.052564822137355804,-0.5742183659042461,-0.002065255306661129,2.0652553066611293e-08
50865b0784fc566d,gt_distance,171,3.493714848445961e-05,far,100.0,99.3682696367438,Bridge-0.8_grpo_9041,0.08579287678003311,0.052564822137355804,0.7791069001738171,0.003513528499752283,-3.513528499752284e-08
50865b0784fc566d,old_pc,36,2.4881671379262116e-05,boundary,83.59375,98.24129703000098,IL-native,0.05576445162296295,0.052564822137355804,-0.09184067581279289,-0.0002692078414838761,2.692078414838761e-09
50865b0784fc566d,conditional_pc,36,2.4881671379262116e-05,boundary,83.59375,98.24129703000098,IL-native,0.05576445162296295,0.052564822137355804,-0.09184067581279289,-0.0002692078414838761,2.692078414838761e-09
4be639c52c2656db,score,0,6.171890254336176e-05,far,100.0,100.0,GT,0.15181834995746613,0.09805510938167572,0.9244481588991288,0.013761857524514198,-1.37618575245142e-07
4be639c52c2656db,score,1,0.0001308983646595152,far,100.0,100.0,GT,0.21245010197162628,0.09805510938167572,0.5267335046776843,0.010972816497087479,-1.0972816497087479e-07
4be639c52c2656db,score,2,0.0002679673334569088,far,100.0,100.0,GT,0.22255249321460724,0.09805510938167572,0.4285832688433987,0.00935271941125393,-9.35271941125393e-08
4be639c52c2656db,score,3,0.00013266435144032585,far,100.0,100.0,GT,0.211835116147995,0.09805510938167572,0.5277977280967397,0.010963158681988716,-1.0963158681988717e-07
4be639c52c2656db,pareto,0,6.171890254336176e-05,far,100.0,100.0,GT,0.15181834995746613,0.09805510938167572,0.9244481588991288,0.013761857524514198,-1.37618575245142e-07
4be639c52c2656db,pareto,110,0.00027577192486205604,far,100.0,100.0,grpo_9041,0.3268579840660095,0.09805510938167572,0.9431336455884609,0.030227523297071457,-3.022752329707146e-07
4be639c52c2656db,pareto,120,0.00019319831062603043,far,100.0,100.0,apr_9145,0.14144118130207062,0.09805510938167572,0.5029080142606757,0.006974846590310335,-6.974846590310335e-08
4be639c52c2656db,pareto,54,2.321466672583483e-05,far,98.4375,100.0,IL-native,0.05781788006424904,0.09805510938167572,-0.4589758407489355,-0.0026020894292742014,2.6020894292742016e-08
4be639c52c2656db,gt_distance,0,6.171890254336176e-05,far,100.0,100.0,GT,0.15181834995746613,0.09805510938167572,0.9244481588991288,0.013761857524514198,-1.37618575245142e-07
4be639c52c2656db,gt_distance,110,0.00027577192486205604,far,100.0,100.0,grpo_9041,0.3268579840660095,0.09805510938167572,0.9431336455884609,0.030227523297071457,-3.022752329707146e-07
4be639c52c2656db,gt_distance,120,0.00019319831062603043,far,100.0,100.0,apr_9145,0.14144118130207062,0.09805510938167572,0.5029080142606757,0.006974846590310335,-6.974846590310335e-08
4be639c52c2656db,gt_distance,54,2.321466672583483e-05,far,98.4375,100.0,IL-native,0.05781788006424904,0.09805510938167572,-0.4589758407489355,-0.0026020894292742014,2.6020894292742016e-08
4be639c52c2656db,old_pc,32,1.8781223843689077e-05,boundary,57.03125,100.0,IL-native,0.058640193194150925,0.09805510938167572,0.8928415771530718,0.00513381278142333,-5.133812781423331e-08
4be639c52c2656db,old_pc,44,1.8747685317066498e-05,boundary,85.15625,100.0,IL-native,0.046433646231889725,0.09805510938167572,0.2233044564477835,0.0010167177533730865,-1.0167177533730865e-08
4be639c52c2656db,old_pc,36,2.6193156372755766e-05,boundary,85.15625,100.0,IL-native,0.08539347350597382,0.09805510938167572,0.998364390077062,0.008359570987522602,-8.359570987522602e-08
4be639c52c2656db,old_pc,55,1.9871671611326747e-05,boundary,94.53125,100.0,IL-native,0.07011526077985764,0.09805510938167572,0.9822555168756042,0.0067531634122133255,-6.753163412213327e-08
4be639c52c2656db,conditional_pc,32,1.8781223843689077e-05,boundary,57.03125,100.0,IL-native,0.058640193194150925,0.09805510938167572,0.8928415771530718,0.00513381278142333,-5.133812781423331e-08
4be639c52c2656db,conditional_pc,44,1.8747685317066498e-05,boundary,85.15625,100.0,IL-native,0.046433646231889725,0.09805510938167572,0.2233044564477835,0.0010167177533730865,-1.0167177533730865e-08
4be639c52c2656db,conditional_pc,36,2.6193156372755766e-05,boundary,85.15625,100.0,IL-native,0.08539347350597382,0.09805510938167572,0.998364390077062,0.008359570987522602,-8.359570987522602e-08
4be639c52c2656db,conditional_pc,55,1.9871671611326747e-05,boundary,94.53125,100.0,IL-native,0.07011526077985764,0.09805510938167572,0.9822555168756042,0.0067531634122133255,-6.753163412213327e-08
65c6face44dc5242,score,0,0.00010819180079124635,far,100.0,100.0,GT,0.1724490523338318,0.07558619230985641,0.9868803175261458,0.012863755226135254,-1.2863755226135255e-07
65c6face44dc5242,score,1,0.00010083143752126489,far,100.0,100.0,GT,0.15726874768733978,0.07558619230985641,0.980713920448469,0.011658085510134697,-1.1658085510134698e-07
65c6face44dc5242,score,2,0.00011331360292388126,far,100.0,100.0,GT,0.17732058465480804,0.07558619230985641,0.9847711575249202,0.013198875822126865,-1.3198875822126867e-07
65c6face44dc5242,score,3,9.981183757190593e-05,far,100.0,100.0,GT,0.1603131741285324,0.07558619230985641,0.9821774865082461,0.011901498772203922,-1.1901498772203924e-07
65c6face44dc5242,pareto,0,0.00010819180079124635,far,100.0,100.0,GT,0.1724490523338318,0.07558619230985641,0.9868803175261458,0.012863755226135254,-1.2863755226135255e-07
65c6face44dc5242,pareto,98,8.905979757400928e-05,far,100.0,100.0,grpo_9041,0.25224509835243225,0.07558619230985641,-0.4222457230564256,-0.008050641044974327,8.050641044974327e-08
65c6face44dc5242,pareto,116,0.0001064160051100771,far,100.0,100.0,apr_9145,0.20995067059993744,0.07558619230985641,0.7573219912871691,0.012018224224448204,-1.2018224224448205e-07
65c6face44dc5242,pareto,114,4.6121925606712466e-05,far,100.0,100.0,apr_9145,0.13327671587467194,0.07558619230985641,0.1444047766188096,0.0014547163154929876,-1.4547163154929877e-08
65c6face44dc5242,gt_distance,0,0.00010819180079124635,far,100.0,100.0,GT,0.1724490523338318,0.07558619230985641,0.9868803175261458,0.012863755226135254,-1.2863755226135255e-07
65c6face44dc5242,gt_distance,170,7.036072202026844e-05,far,100.0,100.0,Bridge-0.6_grpo_9041,0.2189350575208664,0.07558619230985641,-0.4531963256438013,-0.0074997046031057835,7.499704603105784e-08
65c6face44dc5242,gt_distance,116,0.0001064160051100771,far,100.0,100.0,apr_9145,0.20995067059993744,0.07558619230985641,0.7573219912871691,0.012018224224448204,-1.2018224224448205e-07
65c6face44dc5242,gt_distance,118,4.442173121788073e-05,far,100.0,100.0,apr_9145,0.1295015513896942,0.07558619230985641,0.28343429129695197,0.00277440482750535,-2.7744048275053504e-08
65c6face44dc5242,old_pc,34,2.8989892598474398e-05,boundary,89.0625,100.0,IL-native,0.0499676950275898,0.07558619230985641,0.7584043412059295,0.002864392939954996,-2.8643929399549963e-08
65c6face44dc5242,old_pc,43,3.4642272112250794e-05,boundary,93.75,100.0,IL-native,0.12030523270368576,0.07558619230985641,-0.14925944246857462,-0.0013572779716923833,1.3572779716923834e-08
