token,log,cohort,psi_train,psi_validation,positive_weight_targets,non_gt_targets
c43114bca2995614,2021.06.14.16.48.02_veh-12_01732_01853,NEW4000,True,False,2,2
bcaa66e3dba552b4,2021.10.11.07.12.18_veh-50_01571_01823,NEW4000,True,False,1,1
8470dccd69425ae1,2021.10.06.17.43.07_veh-28_01118_01302,NEW4000,True,False,1,1
605180c1bb055441,2021.08.17.13.15.12_veh-45_01049_01467,NEW4000,True,False,1,1
a1209109471b56a6,2021.08.31.14.40.58_veh-40_01022_01255,NEW4000,False,True,1,0
ddb9bd9e78d150dd,2021.08.17.18.44.32_veh-08_00016_00564,NEW4000,True,False,1,1
6accc9fa7b8d5f3c,2021.07.09.20.26.06_veh-35_03898_05974,NEW4000,True,False,2,1
520056be786750a2,2021.06.23.14.54.32_veh-16_00016_00290,NEW4000,True,False,2,2
21fb13e673755a07,2021.10.05.06.24.06_veh-50_00717_01300,NEW4000,False,True,1,0
980c3568719d515f,2021.09.15.12.32.43_veh-28_02111_02342,NEW4000,True,False,1,1
e7e44724615d5b4c,2021.06.09.14.58.55_veh-35_04695_05321,NEW4000,True,False,1,1
14b4ebe990a854cb,2021.06.14.11.44.56_veh-35_00059_00410,NEW4000,True,False,1,1
2873da9773895f86,2021.06.09.14.58.55_veh-35_00193_01084,NEW4000,True,False,2,1
44c07ddfe68a5afe,2021.10.11.07.12.18_veh-50_00866_01534,NEW4000,True,False,1,1
40cc9808403d5c60,2021.10.11.08.31.07_veh-50_02360_02684,NEW4000,True,False,1,1
8fd56a0136395d67,2021.06.14.16.32.09_veh-35_02928_03118,NEW4000,True,False,1,1
d2fa8d06193651df,2021.10.11.07.12.18_veh-50_01571_01823,NEW4000,True,False,1,1
aa12fc0c7c815faa,2021.06.14.17.26.26_veh-38_02740_03036,NEW4000,True,False,2,1
9663476f4a6752cf,2021.10.05.08.11.15_veh-50_00163_00321,NEW4000,False,True,1,0
c4ce27b40a63582f,2021.05.12.23.36.44_veh-35_02035_02387,NEW4000,True,False,1,1
44e56c4601af5d18,2021.06.14.16.32.09_veh-35_04114_04359,NEW4000,True,False,2,1
5200a9cea01a567f,2021.10.01.17.52.06_veh-28_00327_00427,NEW4000,True,False,2,1
a2e2872429645811,2021.10.11.07.12.18_veh-50_00541_00832,NEW4000,True,False,1,1
7ef0f10046115444,2021.07.24.18.06.35_veh-35_03664_03799,NEW4000,False,True,1,0
7c17c715f4695b1c,2021.06.23.14.54.32_veh-16_01187_03336,NEW4000,True,False,1,1
6d741493c8865bc0,2021.06.08.14.35.24_veh-26_02555_03004,NEW4000,False,True,1,0
43518c87791656b0,2021.06.09.14.58.55_veh-35_05655_05745,NEW4000,True,False,1,1
f439f4cfb5df5747,2021.09.15.13.52.55_veh-39_00371_00631,NEW4000,True,False,1,1
47fe6b45319d5849,2021.06.23.14.54.32_veh-16_01187_03336,NEW4000,True,False,1,1
cc36cbf37a0d5411,2021.09.15.11.49.23_veh-28_00520_00669,NEW4000,True,False,1,1
135d4c2ca1ba54f3,2021.08.17.13.15.12_veh-45_01049_01467,NEW4000,True,False,1,0
fad5b8265897547d,2021.05.12.19.36.12_veh-35_00568_01168,NEW4000,True,False,2,2
4e62d2141a0a5fb0,2021.08.17.16.57.11_veh-08_00354_01167,NEW4000,True,False,1,1
9a7d04c64d1f5a77,2021.08.24.14.35.46_veh-45_00549_00693,NEW4000,False,True,1,0
f99ef4aa355654d7,2021.08.17.16.57.11_veh-08_00354_01167,NEW4000,True,False,1,1
ac78854a50b85d02,2021.06.09.17.37.09_veh-12_03219_03372,NEW4000,True,False,1,1
eff7dd683f505235,2021.07.09.15.53.28_veh-38_00184_02293,NEW4000,True,False,1,0
6c4ee132e0905872,2021.07.16.16.01.30_veh-38_00356_02486,NEW4000,True,False,1,1
7ca25a769fee5a2c,2021.06.09.18.23.43_veh-35_00555_00726,NEW4000,True,False,1,1
2a6f6e5010165f35,2021.07.16.16.01.30_veh-38_00356_02486,NEW4000,True,False,3,3
c8f57025acb65962,2021.09.15.14.00.15_veh-28_01953_02255,NEW4000,True,False,3,2
c64d3898f26e5de6,2021.06.23.15.56.12_veh-16_01308_04289,NEW4000,True,False,1,1
3cbdbea517a7564a,2021.10.05.06.31.40_veh-52_00465_00713,NEW4000,False,True,1,0
2342b594c15955c7,2021.10.01.15.32.11_veh-28_01178_01392,NEW4000,True,False,1,1
11445d142fef53e6,2021.05.12.22.28.35_veh-35_00350_00568,NEW4000,True,False,2,1
a4982e49c45f536a,2021.09.15.14.27.22_veh-39_00868_01125,NEW4000,True,False,1,1
a26877b782ef5ebc,2021.10.05.06.57.40_veh-50_01131_01452,NEW4000,False,True,1,0
243d8c6ad3dc5f31,2021.07.09.20.59.12_veh-38_00773_01187,NEW4000,True,False,2,1
64932115e6875b2c,2021.06.23.20.00.35_veh-35_00130_00949,NEW4000,True,False,1,0
424df6ae1653526b,2021.06.08.17.25.03_veh-35_03522_03716,NEW4000,False,True,1,0
443eff7c662b5ebb,2021.10.01.18.26.05_veh-28_01689_01890,NEW4000,True,False,1,1
7af1924fb8f952e7,2021.06.08.14.14.51_veh-35_00893_01188,NEW4000,False,True,1,0
228fda589796597e,2021.06.09.17.37.09_veh-12_03219_03372,NEW4000,True,False,1,1
aba05977d9f75e77,2021.08.17.17.17.01_veh-45_01796_02069,NEW4000,True,False,1,1
818a9d70e2275fae,2021.06.23.16.52.00_veh-26_01043_03099,NEW4000,True,False,2,1
2a31473ac0b15df7,2021.06.14.19.22.11_veh-38_01480_01860,NEW4000,True,False,2,2
e56e707a3a34598d,2021.10.05.08.11.15_veh-50_01566_01801,NEW4000,False,True,1,0
17dd495f2fe75bf2,2021.07.24.18.06.35_veh-35_03664_03799,NEW4000,False,True,1,0
0e0a37d474805813,2021.10.06.14.31.13_veh-28_01388_01849,NEW4000,True,False,1,1
d02930ba835a51fc,2021.06.09.12.51.31_veh-35_00007_00089,NEW4000,True,False,2,2
3b437c9ca7b65589,2021.10.01.15.32.11_veh-28_00475_00930,NEW4000,True,False,1,1
a815156a11475f93,2021.10.05.06.24.06_veh-50_00431_00527,NEW4000,False,True,1,0
fd2e221dbb745b19,2021.06.09.17.23.18_veh-38_04163_04245,NEW4000,True,False,1,1
0414e920d9c050b3,2021.06.23.14.58.13_veh-35_02037_04783,NEW4000,True,False,2,2
15c0dea466215a7f,2021.08.17.16.48.45_veh-43_01060_01405,NEW4000,True,False,1,1
6e8a030b97835684,2021.10.05.07.49.39_veh-52_00934_01406,NEW4000,False,True,1,0
c0cfdcc6c10357ce,2021.06.09.18.23.43_veh-35_01232_01405,NEW4000,True,False,2,1
b39a264f6f935e2b,2021.07.09.20.26.06_veh-35_01768_02782,NEW4000,True,False,1,1
cd5d543332fb5a0e,2021.10.05.07.38.12_veh-50_00245_00433,NEW4000,False,True,1,0
df8c2f37d4775e38,2021.10.05.06.24.06_veh-50_01566_01672,NEW4000,False,True,1,0
275cb13f242a53f2,2021.10.05.07.10.04_veh-52_01442_01802,NEW4000,False,True,1,0
2d630e1da58658bb,2021.06.14.16.32.09_veh-35_04114_04359,NEW4000,True,False,1,1
a1c694e7b5a453fa,2021.06.14.13.28.41_veh-12_00169_00783,NEW4000,True,False,1,1
81f45d8362935f3e,2021.08.24.18.30.46_veh-08_02327_02583,NEW4000,False,True,1,0
c9c223df17b258dc,2021.06.09.19.40.26_veh-12_01525_02020,NEW4000,True,False,1,0
8c62b5690c625d9c,2021.08.17.16.57.11_veh-08_01200_01636,NEW4000,True,False,1,1
dca30a56c83656f1,2021.07.09.23.23.48_veh-26_02228_04624,NEW4000,True,False,2,1
6532b85a2eac5c57,2021.06.09.14.58.55_veh-35_00193_01084,NEW4000,True,False,2,2
c1a91b1a95245bdd,2021.06.09.14.58.55_veh-35_01894_02311,NEW4000,True,False,2,1
a9d835888c505ca5,2021.05.12.22.00.38_veh-35_01008_01518,NEW4000,True,False,2,1
d2e8f9de3a5859e2,2021.06.14.14.03.45_veh-38_00780_01007,NEW4000,True,False,1,1
11612dd002e1583e,2021.06.14.14.25.15_veh-26_01835_01960,NEW4000,True,False,2,1
33469cf6157f5d9b,2021.07.16.16.08.35_veh-35_03711_04709,NEW4000,True,False,1,1
13841ae402a95190,2021.06.14.13.27.42_veh-35_04001_04236,NEW4000,True,False,1,1
9214e582c4a65ea8,2021.06.23.14.58.13_veh-35_02037_04783,NEW4000,True,False,1,0
e1b79d24ef0d57c8,2021.06.23.20.00.35_veh-35_00960_03649,NEW4000,True,False,1,1
1363826497eb5106,2021.10.05.06.24.06_veh-50_00717_01300,NEW4000,False,True,1,0
75eb624e2c925f13,2021.07.09.15.53.28_veh-38_00184_02293,NEW4000,True,False,1,0
bbb3979dea9158c4,2021.07.16.16.01.30_veh-38_03893_05253,NEW4000,True,False,2,1
42adfd667a7b54d5,2021.09.15.14.27.22_veh-39_00038_00414,NEW4000,True,False,1,1
f3a1a69cb819567c,2021.07.16.00.24.14_veh-38_01447_01621,NEW4000,True,False,2,1
fc63a87b19cd5b3b,2021.07.16.16.27.22_veh-26_00016_01515,NEW4000,True,False,2,1
4705f7cefd835899,2021.06.23.16.52.00_veh-26_03304_03611,NEW4000,True,False,1,0
687b9a33ff2f58c5,2021.06.14.16.48.02_veh-12_01020_01720,NEW4000,True,False,1,1
6b0357f5bead53ec,2021.09.14.16.46.51_veh-45_00149_00900,NEW4000,False,True,1,0
2c125af841c251e7,2021.06.14.11.44.56_veh-35_02696_02932,NEW4000,True,False,2,1
10a7d540ca91502e,2021.06.14.13.28.41_veh-12_00169_00783,NEW4000,True,False,3,3
5c5825378b645dd7,2021.07.24.20.37.45_veh-17_00015_00375,NEW4000,False,True,1,0
68085d7a7e805186,2021.07.24.22.52.16_veh-35_03236_04096,NEW4000,False,True,1,0
d2dbda8f298b5f9a,2021.08.17.18.54.02_veh-45_00511_00579,NEW4000,True,False,1,1
a4af07ba10505528,2021.10.06.17.08.46_veh-28_00498_00621,NEW4000,True,False,2,2
b750809372a75a23,2021.07.16.00.24.14_veh-38_00367_01154,NEW4000,True,False,3,2
9fff317f30d85943,2021.07.16.01.22.41_veh-14_00015_00547,NEW4000,True,False,2,1
77fba4f51d5e50c1,2021.08.24.18.07.48_veh-45_01504_01722,NEW4000,False,True,1,0
483ac627cafc5599,2021.07.16.01.22.41_veh-14_04315_07102,NEW4000,True,False,1,1
884aa27f7aa85b62,2021.06.09.17.23.18_veh-38_00773_01140,NEW4000,True,False,2,1
36c96a66fde651cd,2021.07.16.18.19.22_veh-35_00869_03454,NEW4000,True,False,1,1
0bae7b1e9dc65423,2021.06.14.14.25.15_veh-26_03964_04278,NEW4000,True,False,2,2
c14adf7330b35d2b,2021.10.06.17.08.46_veh-28_00651_01030,NEW4000,True,False,3,2
3e01ee6b4e6850dd,2021.07.16.00.51.05_veh-17_01938_03243,NEW4000,True,False,2,1
2107b2e463f95aea,2021.08.17.18.13.38_veh-45_00946_01854,NEW4000,True,False,1,1
28e2dbc353c953c7,2021.07.16.16.08.35_veh-35_02397_02540,NEW4000,True,False,3,3
9d7b2fb5b13c579e,2021.06.23.16.54.19_veh-35_00808_01256,NEW4000,True,False,2,2
437b45579ff45adf,2021.07.16.20.45.29_veh-35_00016_00589,NEW4000,True,False,2,1
4046ef16f53552cd,2021.10.05.06.31.40_veh-52_00005_00342,NEW4000,False,True,1,0
ff2e5ea9fef15935,2021.06.09.17.37.09_veh-12_00875_01204,NEW4000,True,False,1,0
333df9ae8cff525d,2021.10.11.07.47.13_veh-50_00736_00843,NEW4000,True,False,1,1
55d7694fb5e35830,2021.06.08.17.25.03_veh-35_02448_02655,NEW4000,False,True,1,0
782f9d17fa705f30,2021.10.11.07.47.13_veh-50_01513_02138,NEW4000,True,False,1,1
bc25aac77ed95ce2,2021.10.01.17.52.06_veh-28_01622_01687,NEW4000,True,False,1,0
5412904e28745d57,2021.07.09.20.59.12_veh-38_03292_04331,NEW4000,True,False,2,1
c48f0027cd615421,2021.06.23.21.56.29_veh-35_00220_00936,NEW4000,True,False,2,1
24ca12ebb8535f13,2021.09.15.11.49.23_veh-28_02024_02091,NEW4000,True,False,3,3
f377aa36d3ee5348,2021.07.16.00.51.05_veh-17_03264_05261,NEW4000,True,False,1,0
f0b05f3668cd5255,2021.06.09.12.39.51_veh-26_02729_02878,NEW4000,True,False,2,2
28411029df1c5cad,2021.07.09.23.23.48_veh-26_00054_01295,NEW4000,True,False,2,1
0207dd8c601354c2,2021.07.09.23.23.48_veh-26_02228_04624,NEW4000,True,False,1,0
1589de73bae354d7,2021.08.17.18.11.12_veh-08_00234_00611,NEW4000,True,False,1,1
7de76315908d5e6e,2021.07.16.16.01.30_veh-38_05766_06843,NEW4000,True,False,2,1
c045fcdaeca5525f,2021.08.17.16.48.45_veh-43_03137_03245,NEW4000,True,False,2,1
24203499007050ee,2021.07.16.16.01.30_veh-38_00356_02486,NEW4000,True,False,2,1
6033bd6204395abf,2021.10.05.07.38.12_veh-50_00132_00234,NEW4000,False,True,1,0
686b83ce17f85885,2021.06.14.11.44.56_veh-35_02983_03378,NEW4000,True,False,1,0
8ed0ddb59f0750ad,2021.10.01.15.32.11_veh-28_00120_00248,NEW4000,True,False,2,2
ad2b53a5bacd5e9b,2021.07.16.16.08.35_veh-35_04744_06051,NEW4000,True,False,2,2
63ea81c766585cdf,2021.06.14.14.03.45_veh-38_01155_01358,NEW4000,True,False,1,1
36055bdd67cb5ed9,2021.06.07.17.48.02_veh-38_01949_02085,NEW4000,False,True,1,0
0fa2bb1011a65ecf,2021.07.16.18.49.56_veh-26_00833_03384,NEW4000,True,False,2,1
b6af5369cae65703,2021.09.15.13.52.55_veh-39_00818_01335,NEW4000,True,False,2,1
641c719819cf5bb9,2021.09.15.11.49.23_veh-28_01869_02000,NEW4000,True,False,1,1
b31cbf1dafc251a1,2021.10.11.05.34.05_veh-50_00697_00766,NEW4000,True,False,2,2
9f8f74f3dd585da2,2021.06.14.16.32.09_veh-35_02618_02873,NEW4000,True,False,1,1
8b069ce5c05b5a0b,2021.08.31.13.27.52_veh-40_00869_01319,NEW4000,False,True,1,0
8c8f4d15b38d565a,2021.10.11.05.34.05_veh-50_02309_02677,NEW4000,True,False,2,1
8606671ae6225272,2021.08.31.14.01.15_veh-40_00573_00681,NEW4000,False,True,1,0
1dc596d369515de3,2021.06.23.15.18.10_veh-26_00165_02848,NEW4000,True,False,2,1
d904ec4b2bb2556e,2021.08.17.13.15.12_veh-45_01049_01467,NEW4000,True,False,1,1
9f9bbaf95e055a2a,2021.08.31.11.47.30_veh-40_01362_01737,NEW4000,False,True,1,0
2a01446664c05156,2021.07.16.18.49.56_veh-26_03407_03538,NEW4000,True,False,2,1
4cd6e40431e65081,2021.10.11.05.34.05_veh-50_01718_02261,NEW4000,True,False,1,1
1ce087f582ec5350,2021.10.06.19.27.33_veh-28_00302_00794,NEW4000,True,False,1,1
ad09d3b2d3e45ff6,2021.10.05.08.11.15_veh-50_01566_01801,NEW4000,False,True,1,0
ed76dc6f7f9c5109,2021.06.14.16.48.02_veh-12_04057_04438,NEW4000,True,False,1,1
983dd361632153e5,2021.06.09.20.26.11_veh-35_00026_00236,NEW4000,True,False,1,1
57ae7dae5a4e57f2,2021.10.05.06.57.40_veh-50_00665_00857,NEW4000,False,True,1,0
a3967774e5ad594a,2021.10.11.07.47.13_veh-50_00202_00310,NEW4000,True,False,1,0
386a403f36c85d87,2021.10.11.05.34.05_veh-50_01718_02261,NEW4000,True,False,1,1
a27776acd32e590a,2021.07.16.16.27.22_veh-26_05416_05596,NEW4000,True,False,2,1
d0aa1783bb2b55c5,2021.07.16.18.06.21_veh-38_01526_02150,NEW4000,True,False,2,1
e4e084120a4b569c,2021.05.12.23.36.44_veh-35_00785_01041,NEW4000,True,False,1,1
bab51481c078592e,2021.10.01.15.32.11_veh-28_01000_01136,NEW4000,True,False,2,1
cdca357751e954c9,2021.08.09.18.37.41_veh-28_00053_00548,NEW4000,False,True,1,0
b161fed7f64e5160,2021.08.31.18.15.54_veh-40_01143_01496,NEW4000,False,True,1,0
252c34d92de5594f,2021.06.14.16.48.02_veh-12_00285_00574,NEW4000,True,False,1,1
16d47ad1390e5327,2021.06.14.13.28.41_veh-12_00906_01063,NEW4000,True,False,1,1
00e1286c9a0f58a6,2021.08.17.18.44.32_veh-08_00586_00848,NEW4000,True,False,2,1
e3b03e5c29cc5d5f,2021.06.09.14.58.55_veh-35_00193_01084,NEW4000,True,False,3,2
669f927303ee54a8,2021.07.24.23.50.16_veh-17_01696_02071,NEW4000,False,True,1,0
2bd67db1bbb55ed7,2021.06.14.18.13.35_veh-26_04964_05075,NEW4000,True,False,2,1
37fb6c29cc0f52e1,2021.08.17.18.13.38_veh-45_00410_00618,NEW4000,True,False,1,1
b6786e0a98605450,2021.10.06.17.43.07_veh-28_00016_00291,NEW4000,True,False,1,1
1a509b9395d95ace,2021.07.16.18.06.21_veh-38_03733_04300,NEW4000,True,False,3,3
1df15d50e3cd54fa,2021.09.15.15.34.53_veh-28_01533_01596,NEW4000,True,False,1,1
7a335bdd64715079,2021.07.16.00.51.05_veh-17_01352_01901,NEW4000,True,False,1,1
a856a2176a2d5b1a,2021.07.09.17.06.37_veh-35_02609_05015,NEW4000,True,False,1,0
f3ab869d0a425825,2021.07.09.20.26.06_veh-35_00016_01757,NEW4000,True,False,1,1
efca1a10bbb859ef,2021.06.14.18.13.35_veh-26_03258_03349,NEW4000,True,False,2,1
256fa54d324656cb,2021.06.23.15.56.12_veh-16_01308_04289,NEW4000,True,False,3,2
2b4fe26d9e075524,2021.10.05.07.10.04_veh-52_00689_01322,NEW4000,False,True,1,0
1f9944fd7dfe5540,2021.06.23.17.31.36_veh-16_01904_02129,NEW4000,True,False,3,3
59daa21654835909,2021.07.16.01.22.41_veh-14_04315_07102,NEW4000,True,False,1,1
81245e725f515473,2021.06.23.21.56.29_veh-35_02412_03161,NEW4000,True,False,3,2
ec00a512588f5a6d,2021.07.09.17.06.37_veh-35_02609_05015,NEW4000,True,False,2,2
87385631add45e71,2021.10.11.05.34.05_veh-50_00971_01251,NEW4000,True,False,1,1
b6e6f78bbecc5795,2021.07.16.01.22.41_veh-14_02626_04289,NEW4000,True,False,2,1
ecd3d163debc57a4,2021.06.09.11.54.15_veh-12_01403_01526,NEW4000,True,False,3,3
57f698aad3375d2e,2021.08.31.16.37.21_veh-40_00277_00417,NEW4000,False,True,1,0
0e32616bbf705c71,2021.06.09.18.23.43_veh-35_03967_05057,NEW4000,True,False,3,3
0ff4e37ff31d5d4c,2021.10.05.04.38.41_veh-50_00576_00721,NEW4000,False,True,1,0
c43e77cc58c85042,2021.08.31.16.37.21_veh-40_00277_00417,NEW4000,False,True,1,0
e6600dbfaa4d5f61,2021.06.08.17.36.50_veh-26_03873_04225,NEW4000,False,True,1,0
2bbc9ed0a78d5c77,2021.08.17.19.18.39_veh-08_00696_00823,NEW4000,True,False,3,2
4215372af6c35623,2021.06.14.18.42.45_veh-12_04838_04927,NEW4000,True,False,1,0
1b55cc7490ca547c,2021.06.14.11.44.56_veh-35_02696_02932,NEW4000,True,False,2,1
03604b53d27b5df1,2021.06.08.18.59.48_veh-12_02116_02247,NEW4000,False,True,1,0
d727d2ef390558cb,2021.06.23.14.58.13_veh-35_02037_04783,NEW4000,True,False,1,0
d8f2b8225373559d,2021.09.15.13.52.55_veh-39_00371_00631,NEW4000,True,False,2,2
aa285fc88e0f58c0,2021.10.05.07.10.04_veh-52_01442_01802,NEW4000,False,True,1,0
26a2081c9bea5326,2021.07.16.16.08.35_veh-35_01664_02376,NEW4000,True,False,2,1
f10c78de45a05296,2021.08.17.18.13.38_veh-45_00151_00387,NEW4000,True,False,2,2
77e4c5730ba05a57,2021.07.16.16.08.35_veh-35_04744_06051,NEW4000,True,False,1,0
6fb60d8d0a5b5589,2021.07.16.18.06.21_veh-38_00016_00747,NEW4000,True,False,1,1
e7fa7d6b709e55ce,2021.10.05.07.49.39_veh-52_00934_01406,NEW4000,False,True,1,0
f889a66610fc5c39,2021.07.16.18.19.22_veh-35_00869_03454,NEW4000,True,False,1,1
619751e2f7d45698,2021.07.09.20.26.06_veh-35_02793_03289,NEW4000,True,False,2,1
ae170751e0d75595,2021.06.14.16.48.02_veh-12_03472_03779,NEW4000,True,False,1,1
11b10abb19e65bcd,2021.06.23.21.56.29_veh-35_02412_03161,NEW4000,True,False,1,1
d395e33e92d856cc,2021.06.23.18.23.38_veh-26_00663_01217,NEW4000,True,False,1,1
993fc94028345048,2021.09.15.13.52.55_veh-39_00134_00215,NEW4000,True,False,1,1
525592a9ff1d5d2d,2021.10.06.17.43.07_veh-28_00016_00291,NEW4000,True,False,1,1
4a629c07b3275395,2021.06.09.11.54.15_veh-12_00015_00259,NEW4000,True,False,2,1
1a69f6aa5bba5a4c,2021.07.16.01.22.41_veh-14_04315_07102,NEW4000,True,False,2,2
77be4e0c0a2d548b,2021.10.05.07.38.12_veh-50_00898_01058,NEW4000,False,True,1,0
409df44ad35951ad,2021.10.06.17.08.46_veh-28_00127_00428,NEW4000,True,False,1,1
a3e710d5b1b952d0,2021.10.06.17.43.07_veh-28_00016_00291,NEW4000,True,False,1,1
e6623763161c5c31,2021.08.31.12.21.30_veh-40_00661_00762,NEW4000,False,True,1,0
42eebfbe4c1e51c8,2021.06.23.16.52.00_veh-26_01043_03099,NEW4000,True,False,3,3
c1b17eb4df735069,2021.07.24.20.37.45_veh-17_00015_00375,NEW4000,False,True,1,0
c4d5993df77d5a68,2021.10.05.07.10.04_veh-52_01442_01802,NEW4000,False,True,1,0
0eb4ed28874459d0,2021.08.24.17.01.06_veh-45_01557_01681,NEW4000,False,True,1,0
3470c7d879805043,2021.07.09.17.06.37_veh-35_00928_02567,NEW4000,True,False,1,1
3977d97c750a597d,2021.08.31.16.37.21_veh-40_01655_01736,NEW4000,False,True,1,0
50042890b4a85356,2021.08.17.16.48.45_veh-43_00114_00415,NEW4000,True,False,2,1
5b6751ec62f65bf2,2021.08.09.18.37.41_veh-28_00053_00548,NEW4000,False,True,1,0
c525a3c307765952,2021.07.24.16.48.51_veh-17_00016_00166,NEW4000,False,True,1,0
0911b84cff095537,2021.08.17.17.55.18_veh-43_01240_01704,NEW4000,True,False,1,1
593395903eaa508e,2021.07.16.16.27.22_veh-26_01536_02260,NEW4000,True,False,1,1
44a6cf72d141523c,2021.10.01.13.28.54_veh-28_01098_01337,NEW4000,True,False,2,2
a92b2863590f59f0,2021.06.23.15.18.10_veh-26_00165_02848,NEW4000,True,False,2,1
26b82d408e8a5fd1,2021.06.14.16.32.09_veh-35_00574_00989,NEW4000,True,False,2,1
c7c59333cc2f520b,2021.06.09.12.39.51_veh-26_00055_00360,NEW4000,True,False,2,1
078a762f66d35858,2021.06.14.18.42.45_veh-12_02978_03068,NEW4000,True,False,2,2
21412dd0c5f95d12,2021.09.14.18.43.41_veh-45_00965_01195,NEW4000,False,True,1,0
73f91557040a5197,2021.05.12.22.00.38_veh-35_00215_00995,NEW4000,True,False,1,0
6059220193a05edc,2021.08.17.19.18.39_veh-08_00407_00595,NEW4000,True,False,1,1
12e0740b29115d7e,2021.10.06.19.27.33_veh-28_00121_00289,NEW4000,True,False,1,1
12ab5309086f5925,2021.06.14.16.48.02_veh-12_01880_02198,NEW4000,True,False,2,1
6d041be110a95545,2021.07.09.15.53.28_veh-38_00184_02293,NEW4000,True,False,1,0
2d0d216beeb35828,2021.08.24.17.34.27_veh-45_01478_01553,NEW4000,False,True,1,0
06337d1e70205e01,2021.08.24.15.09.18_veh-45_00216_00862,NEW4000,False,True,1,0
859211d8da1f5897,2021.07.09.23.23.48_veh-26_04648_06327,NEW4000,True,False,1,1
d49ad7cd9afb597a,2021.06.14.16.48.02_veh-12_01020_01720,NEW4000,True,False,1,1
7ec85a0cb1175f12,2021.08.24.17.01.06_veh-45_00228_00689,NEW4000,False,True,1,0
f264e84eb7705956,2021.07.16.22.40.23_veh-38_00818_03032,NEW4000,True,False,2,1
23a7d832588a56f0,2021.07.16.01.22.41_veh-14_04315_07102,NEW4000,True,False,1,1
144988ebb183527f,2021.06.23.17.31.36_veh-16_02795_04024,NEW4000,True,False,1,1
f9b5eb9f2ff45df8,2021.06.09.11.54.15_veh-12_02540_02723,NEW4000,True,False,1,1
ebd6604f3b5f5e05,2021.08.31.18.15.54_veh-40_00038_00199,NEW4000,False,True,1,0
0aff0ac12787583c,2021.06.14.16.48.02_veh-12_02517_02590,NEW4000,True,False,1,1
5c664b56269b5bfb,2021.07.16.16.01.30_veh-38_03893_05253,NEW4000,True,False,1,1
d216b09b0b0e5f22,2021.07.09.20.26.06_veh-35_03898_05974,NEW4000,True,False,2,2
e67ab2e1ce80502d,2021.07.16.16.01.30_veh-38_03893_05253,NEW4000,True,False,1,0
9f07bf348b3350be,2021.08.31.16.37.21_veh-40_01101_01177,NEW4000,False,True,1,0
0771dfc6dfc9534e,2021.08.17.16.48.45_veh-43_02693_03062,NEW4000,True,False,1,1
5b89f034b0715021,2021.10.01.17.52.06_veh-28_01364_01428,NEW4000,True,False,1,1
814929b08dfb5a96,2021.06.09.19.40.26_veh-12_00279_01212,NEW4000,True,False,1,0
ad7ca5f1f94e5e53,2021.06.14.13.28.41_veh-12_00169_00783,NEW4000,True,False,2,1
d1e134ea34495d42,2021.07.16.16.01.30_veh-38_03893_05253,NEW4000,True,False,2,1
ea58615fbaea5fc6,2021.06.23.14.58.13_veh-35_02037_04783,NEW4000,True,False,1,1
da3178e6eb795eb3,2021.06.14.11.44.56_veh-35_02983_03378,NEW4000,True,False,1,0
f992a7f4646f5eef,2021.10.11.08.31.07_veh-50_00282_00680,NEW4000,True,False,1,1
c7afcee3376d59dc,2021.10.01.19.16.42_veh-28_00917_01499,NEW4000,True,False,3,2
5a43aecc035f5fcf,2021.06.23.17.31.36_veh-16_01904_02129,NEW4000,True,False,3,2
429ea0d772b250bc,2021.06.09.12.39.51_veh-26_01653_01919,NEW4000,True,False,2,2
6a54a4db0121584a,2021.06.14.14.25.15_veh-26_03675_03860,NEW4000,True,False,1,1
241095eae92e501d,2021.10.05.07.10.04_veh-52_01442_01802,NEW4000,False,True,1,0
fd2b1c26a43c52bf,2021.06.23.16.54.19_veh-35_01603_03271,NEW4000,True,False,3,2
a6a8a5c88eda52cd,2021.10.05.07.10.04_veh-52_00689_01322,NEW4000,False,True,1,0
5e61b75de2f65409,2021.06.09.17.23.18_veh-38_03425_04047,NEW4000,True,False,2,1
f709942577865c15,2021.07.09.20.59.12_veh-38_04342_05676,NEW4000,True,False,1,1
bda516ce7079595b,2021.08.09.18.37.41_veh-28_00053_00548,NEW4000,False,True,1,0
30b3aff128a8582d,2021.06.23.15.18.10_veh-26_00165_02848,NEW4000,True,False,2,1
0625efec6170551d,2021.08.31.12.54.56_veh-40_00024_00106,NEW4000,False,True,1,0
e02c4e86cc345f50,2021.07.09.02.42.50_veh-35_02651_02770,NEW4000,True,False,1,1
f9c8ea1e82a253c3,2021.06.14.18.33.41_veh-35_01363_01636,NEW4000,True,False,2,1
d1d96c46b5775411,2021.10.11.08.31.07_veh-50_02360_02684,NEW4000,True,False,1,1
f09549133a075b40,2021.10.05.07.10.04_veh-52_00689_01322,NEW4000,False,True,1,0
73493994df89540a,2021.06.09.17.23.18_veh-38_03425_04047,NEW4000,True,False,2,2
19146ebe1b5758a3,2021.06.14.16.48.02_veh-12_04783_04967,NEW4000,True,False,3,3
a565bd17b74558c9,2021.06.09.12.39.51_veh-26_02989_03385,NEW4000,True,False,2,2
4bdd124a341a560b,2021.07.16.16.27.22_veh-26_00016_01515,NEW4000,True,False,1,1
9b144f333da45199,2021.06.23.15.56.12_veh-16_01308_04289,NEW4000,True,False,2,1
