token,core,far,boundary,near_good,far_good,eligible
9e7acfb214dd58eb,12,161,19,True,True,False
6cda2f0cbda156bd,18,155,19,False,True,False
beea15c8657d59a2,17,156,19,False,True,False
1971c4278e675b9d,18,162,12,False,True,False
c7009bf1a2025be7,13,161,18,False,True,False
c37c94fa634f5265,11,160,21,False,True,False
caaf3bef91ac58a3,15,162,15,False,True,False
89c4479f74c05538,19,138,35,True,True,True
7f35bb1a29c1549f,11,161,20,True,True,False
b46befc3e5a756ec,11,163,18,True,True,False
f06dec0352685bd7,20,162,10,False,True,False
9956d04c0d275e7d,16,151,25,True,True,True
edb7e230c20f542a,16,155,21,True,True,True
bbe9d736a2595720,11,161,20,False,True,False
8f7d5b80e1f85c3c,15,160,17,False,True,False
3c9433a90ab05621,19,163,10,True,True,True
b37c26e5cdf853d5,12,158,22,True,True,False
6dfe97d2aff95bf6,14,163,15,True,True,False
9e66bc21c0d4507d,11,163,18,True,True,False
121fdf5f01785268,13,158,21,False,True,False
9349bacb4a225ae3,16,152,24,False,True,False
704c2533b66353b5,20,160,12,False,True,False
4ffc3aacc76d5d43,17,160,15,False,True,False
ea808fbdaf2a5375,19,161,12,True,True,True
e47dc9b07dd857a3,15,161,16,False,True,False
0d38caf0c7c650e8,17,156,19,False,True,False
3ac61ac2f2b652b7,17,152,23,True,True,True
0d9f56cc8fa15657,15,161,16,True,True,False
296345c58a77547f,22,154,16,False,True,False
94e9664fcf2d5f9e,13,144,35,True,True,False
a880ac22dd045d21,13,155,24,False,True,False
5b3770f00cb55569,12,161,19,True,True,False
36c5c837df3259f8,18,161,13,False,True,False
665c2a0c88735b1f,16,162,14,True,True,True
24d4a97bf17f5883,17,160,15,True,True,True
acb286057ba859da,8,160,24,True,True,False
4f0df6de49515352,11,160,21,False,True,False
482b5439cb6c5350,17,143,32,True,True,True
a84fec66330e5157,13,162,17,False,True,False
02ef12eeec9c5667,19,161,12,True,True,True
076f5a91273050e6,23,137,32,True,True,True
a566b5f3bd0c5522,13,165,14,True,True,False
fe1348a14b7f5fda,14,151,27,True,True,False
cf430322beb852ca,12,153,27,False,True,False
05986621844f54a2,16,161,15,False,True,False
37ab6257bb545b45,17,144,31,False,True,False
1526e5b224665c7e,18,162,12,False,True,False
66df470c3c2c5b62,26,146,20,True,True,True
ce800a53730f5ae7,17,154,21,False,True,False
7ff20da52e205bf0,17,141,34,False,True,False
9c9fd38ec0485088,10,162,20,False,True,False
ec90c27de29a594c,15,160,17,False,True,False
86c52dfec8425716,15,157,20,False,True,False
0f54c1a676a954ce,17,161,14,True,True,True
a86e7f16bd64596a,14,164,14,True,True,False
cb397fd17507594b,19,160,13,False,True,False
c84f1984d6e459d4,18,161,13,True,True,True
8b744d45e7945aa5,13,161,18,True,True,False
68f3beae8cd25dba,15,152,25,False,True,False
aff2feebf9cb5afb,17,161,14,True,True,True
6e7bf5900d7f594f,17,160,15,False,True,False
7da6b01adf435bd5,8,165,19,False,True,False
4934fe6008f8564b,21,156,15,False,True,False
c0c2ed50261f54e5,12,162,18,False,True,False
0cb726068f4d5c59,16,159,17,True,True,True
fead2572a884512c,12,153,27,True,True,False
c82e95254649534e,17,159,16,True,True,True
2581d16dc1aa557e,18,160,14,True,True,True
74356ec7c3d15e10,12,156,24,False,True,False
a77cad5e29a5585e,22,137,33,False,True,False
711cc9425e2f5aff,20,162,10,True,True,True
2314cd5f97c5596c,13,154,25,False,True,False
dc932b3cf2ba5b1b,19,146,27,False,True,False
675f0d4dff9c5318,15,162,15,True,True,False
9fe72fe991c859f0,24,123,45,False,True,False
f6a1a2760a7b57a4,18,161,13,False,True,False
6176348b971f52c5,15,160,17,True,True,False
1decf76c77be59c8,16,147,29,True,True,True
91e6cce9eb7d5765,17,157,18,False,True,False
d360abe45ec55059,14,159,19,True,True,False
45cace6f6d275159,17,160,15,False,True,False
9551d9bffa515426,18,150,24,True,True,True
6f95e882286e5388,19,158,15,True,True,True
fcc0457324f15902,18,157,17,True,True,True
aa58d1ab2faa5746,18,144,30,True,True,True
5d711f77d42054d6,17,157,18,False,True,False
fa00af6ecc8a5cb4,20,145,27,False,True,False
bf6158f005f956ae,16,162,14,False,True,False
67b08ea8fc9956b0,14,149,29,True,True,False
5cfcccdb3e3c539b,14,160,18,False,True,False
288f0194b6d45858,14,150,28,False,True,False
4094b79867cd5f7b,20,161,11,False,True,False
abd994ef714a595c,8,162,22,True,True,False
4668501db7065e02,17,157,18,True,True,True
289087a782995ef0,17,150,25,True,True,True
0eea4103d56352dd,24,114,54,True,True,True
b790a763e1ee538e,16,161,15,False,True,False
6ca255559e0350a5,15,163,14,False,True,False
6848c7497a065ae0,11,164,17,False,True,False
8a5bb66e9bb65101,22,162,8,False,True,False
4fa6a8e71f4a5984,23,148,21,False,True,False
77ded26c7a9654ad,18,162,12,False,True,False
5d83ddd5ec3c5326,14,161,17,True,True,False
7a03013d34b355c1,14,156,22,False,True,False
0b2061c2aced52de,21,160,11,False,True,False
945dcb42cd645cc2,33,114,45,False,True,False
66d5a6841d835e3a,27,131,34,False,True,False
1035d1c56f0f5ba9,18,153,21,False,True,False
98ad6d2817355b99,19,155,18,True,True,True
293fd2580df350a8,10,162,20,True,True,False
6864977b221059e4,20,165,7,False,True,False
161154cbf4245a3d,17,160,15,True,True,True
023664205ae95402,24,116,52,True,True,True
cd07f4279fa35240,21,149,22,False,True,False
7ae1fa9094f355c5,15,161,16,True,True,False
b7b9f31751e459f0,23,161,8,False,True,False
94cf3d2feed759ac,17,160,15,True,True,True
9f4e94fa77b555dd,15,151,26,True,True,False
5985ea459f145e5c,11,146,35,False,True,False
624789926abe5dac,28,124,40,True,True,True
adb657c849df5d9e,13,162,17,True,True,False
095f95bdbf1054d0,12,162,18,True,True,False
d117940fcb945ac1,15,162,15,False,True,False
ef023f6f394f5be8,19,157,16,False,True,False
451631b82dd757e4,15,158,19,True,True,False
b25e5caac7645be6,14,161,17,True,True,False
277898ef740c5ab1,19,144,29,True,True,True
de94e95519d85f21,12,165,15,True,True,False
cec9570f9fd3504b,15,154,23,True,True,False
654a0ce9f6305cee,12,161,19,True,True,False
672173aac8685233,12,162,18,False,True,False
74bf7898a5565ef7,15,165,12,False,True,False
4393df900c6557cb,18,152,22,True,True,True
059fb1d0f20e58d6,11,163,18,True,True,False
b76fdedd0d1d5f46,17,162,13,True,True,True
005a44fa33b55e7b,11,158,23,True,True,False
cdf23d07ec42535e,17,128,47,False,True,False
5bb0b67e360f5a85,18,156,18,False,True,False
d5b5493184c257bd,25,143,24,True,True,True
a85370bd50145fbc,29,102,61,True,True,True
6b0de122978c5d6c,27,116,49,False,True,False
9257645ceccb550b,15,156,21,True,True,False
5d03327b42d153b1,17,160,15,False,True,False
f53ce90fba735a76,12,162,18,False,True,False
89ba731076de572c,16,162,14,False,True,False
d49e1049666e5596,14,156,22,False,True,False
30e1141fbb1e5009,18,155,19,False,True,False
377ceb5650355d8b,20,155,17,False,True,False
93aa103155cd5295,19,161,12,True,True,True
1dbae60fb78c532a,21,162,9,False,True,False
50fefa46fcc855fb,16,157,19,True,True,True
baef6630583c5f87,12,145,35,True,True,False
8b0773eaa2375bbf,14,161,17,False,True,False
80e2038fd0555030,21,158,13,False,True,False
d341827e6b485782,16,152,24,True,True,True
d6f1d7ade74c5d53,14,161,17,True,True,False
0827c1c05e0e5596,18,157,17,True,True,True
e9cd4fda706e5516,18,150,24,True,True,True
bae5037e472250dc,19,162,11,False,True,False
3e7e4bd1053d5d92,22,161,9,False,True,False
bc6cd32ccb1b5427,14,152,26,True,True,False
a4c4b9cae9f356bb,16,166,10,False,True,False
1e8cca8760da5948,16,155,21,False,True,False
c7e306be08105b70,16,146,30,True,True,True
26e0f72c031b5f07,13,163,16,True,True,False
56e525076cab5f42,17,163,12,True,True,True
4ce4021236435fc2,12,163,17,False,True,False
3ae8bec3c87f599a,11,154,27,False,True,False
de9dfb594099510e,15,149,28,True,True,False
ba1ace8df74d5f7b,14,153,25,False,True,False
502320eeaec55d1f,19,163,10,False,True,False
2dd169c11ca55cf5,17,158,17,False,True,False
14bd7947aab75ae6,17,158,17,True,True,True
3acaadb297b15413,20,149,23,True,True,True
4667b479001e52d3,14,154,24,False,True,False
7f15d26426a65449,17,163,12,False,True,False
70fb14aa330a5e1a,23,139,30,True,True,True
390944a5467b51c5,22,156,14,True,True,True
de37d906807d5da4,12,162,18,True,True,False
9ed0f61a7d9551dd,18,155,19,True,True,True
772bea477f415d7e,13,152,27,True,True,False
cf05fb873d635a08,15,163,14,True,True,False
6ef435e921f9538a,16,158,18,True,True,True
e60a241cf8df5ae6,20,153,19,False,True,False
430843d30f9258ed,14,154,24,False,True,False
05f01335f6e15d86,13,149,30,True,True,False
4be639c52c2656db,13,162,17,True,True,False
3f67a285648156d8,13,160,19,True,True,False
d193c14478495b74,19,160,13,True,True,True
be62b590e24a520d,10,162,20,False,True,False
ee2a0378652e53d0,13,154,25,False,True,False
adf177418b8a5f6f,9,162,21,True,True,False
8ba72029d7d75a0c,21,142,29,True,True,True
a893fc739c0b567c,16,122,54,True,True,True
ade775b8413358d6,12,162,18,False,True,False
cf26456f21fc55cc,17,162,13,True,True,True
f5134ec4baf153c9,17,131,44,False,True,False
09961e24208b5972,14,159,19,True,True,False
7e6335968cbb5318,11,163,18,False,True,False
ac20d4e2400c58a9,15,159,18,True,True,False
f503e5d4f2815027,28,107,57,True,True,True
43df192ed9125ff3,9,164,19,True,True,False
b63a589b5dcf521d,19,158,15,True,True,True
0996ce03d2325a75,10,161,21,False,True,False
5da5fed529065c9a,17,163,12,True,True,True
4d4d070cb9095f94,17,161,14,True,True,True
14096d0f331a594a,13,159,20,True,True,False
432cf993a4685755,18,164,10,False,True,False
c668fc93191352f5,19,160,13,False,True,False
a73551f67ae95c4d,28,128,36,False,True,False
928010107cd35cdd,22,155,15,False,True,False
f4ab14a89bb7500e,18,156,18,False,True,False
dc28a01b78d45b17,11,161,20,True,True,False
3f159d73e87a5e06,18,146,28,False,True,False
bdfa1f8523c25328,7,163,22,False,True,False
12115c5ca1215fb7,16,160,16,False,True,False
c402a7eb498a5736,18,142,32,True,True,True
c94d20755cae51cf,12,161,19,False,True,False
c44b12de78555426,16,162,14,False,True,False
50e0c2fe698655a9,13,161,18,False,True,False
e91a2d26f30e5b34,22,157,13,True,True,True
c8b4c92530f15b8e,16,157,19,False,True,False
3d2dded3370e5d2f,13,162,17,False,True,False
1361ba1955125852,18,153,21,False,True,False
b78f23cd3a155154,13,161,18,True,True,False
25652aabb1615c8d,12,159,21,False,True,False
3623f8728153513d,11,147,34,False,True,False
9288a151789f507b,14,161,17,False,True,False
e671280656f55009,16,151,25,True,True,True
48cf36e2f3e15071,15,166,11,False,True,False
4acdad2d68815972,23,153,16,False,True,False
b35fe1e3a6d857e7,14,160,18,True,True,False
095eafbb5c8f5b02,16,160,16,False,True,False
6f3254ac0fb25c0e,19,146,27,False,True,False
846947c0d14c5705,21,162,9,True,True,True
da088bb9d4fb5d0e,15,160,17,False,True,False
2d6b6f9cbf895767,18,157,17,True,True,True
2b6a3141bbd95909,13,162,17,True,True,False
c565fc593f9e5fad,11,163,18,True,True,False
2b62f0fd336e5ce1,13,137,42,True,True,False
4521af05098b5726,13,162,17,False,True,False
4cf79f853daa5e18,15,163,14,True,True,False
91c9748ec36d552e,14,163,15,False,True,False
b74282046c9b5e26,19,134,39,True,True,True
9b2f62944222523c,13,147,32,True,True,False
b4e37918a3075f27,17,158,17,False,True,False
172b3176b06c5658,18,159,15,False,True,False
29c1d95389d45573,17,156,19,True,True,True
03925cda82c35516,17,155,20,False,True,False
8f24138692dc51a0,17,162,13,False,True,False
e4bc6fc5aeb15a9b,18,161,13,False,True,False
58e62444275353ac,18,132,42,False,True,False
b4929fe228725c94,18,145,29,False,True,False
9703fd67a8ba55e3,11,162,19,False,True,False
21ef5641389c54b2,16,161,15,True,True,True
1672f5b30038519f,12,165,15,False,True,False
50865b0784fc566d,11,164,17,False,True,False
a4cf3a412034565a,13,161,18,False,True,False
1295232b65bf5f8d,17,154,21,False,True,False
7ecb22e3bba55b12,21,161,10,False,True,False
6b7469c8e2195492,18,158,16,True,True,True
5ed66db305a55f73,13,160,19,False,True,False
0b8065082f3a5b3b,20,138,34,True,True,True
40d00a52b5345430,13,152,27,True,True,False
2c274b54e82b55e7,11,157,24,False,True,False
2f7f18f806515128,13,141,38,True,True,False
daaed109e7eb5f66,16,164,12,False,True,False
de9806cb0a2c53a3,13,153,26,False,True,False
cd3f3ec4f0dc515f,22,161,9,False,True,False
481b84c931245f5d,19,156,17,False,True,False
6aeb37c47f385f06,15,143,34,False,True,False
165b4475bd6b5188,17,157,18,False,True,False
c5a1a4e21a4952b7,21,160,11,False,True,False
aac897560e0f5dab,9,160,23,False,True,False
1e66e2bddb1d5b49,12,161,19,False,True,False
dfdc23aed4e95e49,15,144,33,True,True,False
49a1e581f3a35a49,12,161,19,True,True,False
9263d47ef82d5a88,20,162,10,False,True,False
c216554d4bd6519f,16,159,17,False,True,False
0354be0727e25157,17,161,14,False,True,False
26dfdbfcecfe50bd,12,165,15,False,True,False
cc3160abbcbb543a,16,161,15,False,True,False
fc696e1d378654d4,20,162,10,False,True,False
3fa2f81cff025162,13,163,16,False,True,False
1d0a4f1f6cbd5e38,16,162,14,True,True,True
eff59f39f085525f,15,161,16,True,True,False
984be293f9195416,11,159,22,True,True,False
b235c02d47915476,17,163,12,False,True,False
3ac7810599d457a1,14,148,30,True,True,False
682378d23c335e89,19,161,12,False,True,False
73b4b5fcc5e55858,18,163,11,True,True,True
6f31d072740b5885,16,160,16,True,True,True
305b1bf4e7f45522,14,162,16,False,True,False
42d309d92a3a59c0,18,144,30,False,True,False
af16ba268df55dca,12,163,17,True,True,False
2ae8ac90c0ae5c8d,17,150,25,False,True,False
b512bc2c568d5b7a,15,154,23,True,True,False
7405ff66092d51da,19,159,14,True,True,True
23724912b8f153f0,15,161,16,True,True,False
6522fd9a31d25eb2,14,151,27,False,True,False
c6fcfafbbe7a59f8,14,160,18,False,True,False
5dbd0aba5f315388,22,161,9,True,True,True
958b596dd699594a,16,159,17,True,True,True
350714230cb55761,20,157,15,True,True,True
775b0dd554395fa3,18,162,12,False,True,False
635be215dc9d58c3,23,155,14,False,True,False
1499e758c6855a74,17,162,13,True,True,True
e9b0d4743b3f5256,16,160,16,True,True,True
3ff6652d6dec55da,19,150,23,True,True,True
3c30c0c940045ac2,12,155,25,False,True,False
b9e0dc94c7725924,14,156,22,False,True,False
0506b1697fb05337,11,157,24,True,True,False
7cfa2141cf77549d,17,162,13,False,True,False
089107cd2d6354e0,15,161,16,True,True,False
b03c039a00bd5792,19,163,10,True,True,True
064bbfac76a95dae,10,167,15,True,True,False
ad8019f55bc554de,14,160,18,True,True,False
073c4d0738b45047,12,160,20,False,True,False
b29e1677139a5f6b,18,161,13,False,True,False
c615107923dc5602,16,140,36,True,True,True
ffb15604a2a25cb8,15,159,18,True,True,False
4124b6e12f8b5f0d,10,162,20,False,True,False
a3298b678d225d61,18,151,23,True,True,True
e20b77b0ed075fb6,18,148,26,False,True,False
71452581394b54da,16,163,13,True,True,True
54399d56e69f5a2c,14,134,44,False,True,False
2bdd7e6fdc0e5977,16,140,36,True,True,True
2f875dc108ed572f,14,158,20,True,True,False
91513086606a567e,18,141,33,True,True,True
80dfd05ab759518f,16,153,23,False,True,False
d5e7dc43eb5c57cd,18,157,17,True,True,True
13014abb5b115ee2,20,162,10,False,True,False
9430278b77c05446,15,161,16,True,True,False
97e38fdccf915283,15,158,19,True,True,False
8787fbb12fed5433,14,158,20,False,True,False
a460f60f07f05098,13,160,19,True,True,False
570334268a395022,27,142,23,True,True,True
16a705e621675626,15,158,19,True,True,False
377030639621540e,16,159,17,True,True,True
2e94974489245ae6,11,157,24,True,True,False
dc2a30b4130f5ab4,12,161,19,True,True,False
11f415ea61f95bbb,14,164,14,True,True,False
7fd57c3a03465a0a,14,160,18,False,True,False
bfabfb64124e5563,19,155,18,True,True,True
0dff173b10b75b6a,14,160,18,True,True,False
efd13cf71f83504e,18,162,12,True,True,True
86a8eb25b4045aba,15,163,14,False,True,False
04f77fbd6bf3505a,16,160,16,False,True,False
69cd8ef1721f550d,16,143,33,True,True,True
738c5da7a06d554c,18,161,13,False,True,False
a57d242401f951f5,14,160,18,False,True,False
d57a735214e65851,16,147,29,True,True,True
9bbb66957b9d5e1c,13,161,18,True,True,False
ccb7a68f3e0a57fc,19,141,32,False,True,False
05c91985246d58a6,15,152,25,False,True,False
2d1c26e4b5895e96,19,160,13,True,True,True
1f71cdf4e4c65299,17,161,14,False,True,False
1b7a2afa56df5d20,17,154,21,False,True,False
1f37959067985e67,15,162,15,False,True,False
f07db0b393fd522e,16,161,15,True,True,True
fa4cc4b0188c5b79,15,162,15,False,True,False
eb2ede89ad9b5a6e,16,161,15,False,True,False
bc4345e13302535e,19,147,26,False,True,False
66568e650e4d57e7,14,155,23,False,True,False
74ae55238ee5525d,17,148,27,True,True,True
a124b877d2b35519,19,160,13,True,True,True
1c6a5ee8a5785b0e,10,160,22,True,True,False
ed47cee1c67e5d43,16,155,21,False,True,False
838c6ba50bd25cd5,14,165,13,False,True,False
089b0ec6d7d35c09,21,160,11,True,True,True
9dedf462b1c0528f,15,153,24,False,True,False
61987c90d8635129,14,161,17,False,True,False
bbbae26a26605b08,17,141,34,False,True,False
8142f060944c56fd,13,158,21,True,True,False
2c76b8e2d1d85701,16,156,20,False,True,False
8a0b4dd476055911,21,161,10,False,True,False
b8adc82de5ae50e2,18,160,14,False,True,False
025b2d4de25c5036,16,166,10,True,True,True
9a7fc4d0041650fc,18,157,17,True,True,True
ad1af1160bd05ef7,14,154,24,True,True,False
d4185f4edc7e54e5,10,161,21,True,True,False
1b1311d50d47553f,16,157,19,False,True,False
573ac67fb17a5a71,19,148,25,False,True,False
da8c9449da6854ed,15,153,24,False,True,False
7f2409d7f6705308,13,163,16,False,True,False
94ae5d67804c539d,22,160,10,False,True,False
4f9a94c1302e56d8,20,159,13,False,True,False
ed54b128881a5278,12,154,26,True,True,False
21c8e0c8fe5f5495,19,152,21,False,True,False
24ab9ae0499950e9,27,107,58,False,True,False
0d24b5cc9f005fe0,22,161,9,False,True,False
c3cb403773505798,12,161,19,False,True,False
b696a6cffd3a5700,17,156,19,True,True,True
0a02ef840f2d5d8e,13,159,20,False,True,False
ee0d56667d9755c2,13,160,19,False,True,False
575564a1b87c5502,19,161,12,True,True,True
7e5d78b37ed653b1,18,162,12,False,True,False
b003c9652cb05ffd,25,106,61,True,True,True
a9e5ed5e52b555bb,6,162,24,False,True,False
a2c048ba29a85ad0,11,152,29,False,True,False
90cee81074335c3c,14,149,29,False,True,False
f40040c002375188,15,161,16,False,True,False
7ff1d8c18a215751,20,163,9,False,True,False
2eaf758421aa5190,16,162,14,False,True,False
4bfb866afaf35777,15,161,16,True,True,False
